WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
39	4560418	96039	4566206	49654	4572009	1665105	4560418	0.83589	4566206	0.9984	4572009	1.06186	4560418	114894.304274486	4566206	49733.5737179487	4572009	1568102.19802987	4576985	74304	4582788	55188	4588576	1782179	4576985	0.83619	4582788	0.99947	4588576	1.06124	4576985	88860.187278011	4582788	55217.2651505298	4588576	1679336.43662131	4593552	42770	4599340	55155	4605143	1815390	4593552	0.83656	4599340	1.00005	4605143	1.06146	4593552	51126.0399732237	4599340	55152.2423878806	4605143	1710276.41173478
40	4680429	91339	4686217	56042	4692035	1516204	4680429	0.83728	4686217	0.99953	4692035	1.06156	4680429	109090.14905408	4686217	56068.352125499	4692035	1428279.13636535	4696996	67846	4702784	62509	4708587	1638581	4696996	0.83603	4702784	0.99972	4708587	1.06327	4696996	81152.5902180544	4702784	62526.5074220782	4708587	1541077.05474621	4713563	39305	4719351	62782	4725154	1685905	4713563	0.83634	4719351	0.99914	4725154	1.06278	4713563	46996.4368558242	4719351	62836.0389935344	4725154	1586316.07670449
41	4800440	87875	4806243	62101	4812046	1396331	4800440	0.83661	4806243	0.9994	4812046	1.06254	4800440	105036.994537479	4806243	62138.2829697819	4812046	1314144.40868108	4817007	62266	4822795	69973	4828598	1525440	4817007	0.83697	4822795	0.99961	4828598	1.0628	4817007	74394.5422177617	4822795	70000.3001170456	4828598	1435302.97327813	4833574	37088	4839362	70126	4845165	1578799	4833574	0.83636	4839362	1.00021	4845165	1.06261	4833574	44344.5406284375	4839362	70111.2766319073	4845165	1485774.64921279
42	4920451	84743	4926254	69571	4932057	1299131	4920451	0.83702	4926254	1.00122	4932057	1.06249	4920451	101243.697880576	4926254	69486.2268033	4932057	1222723.03739329	4937034	58112	4942853	78439	4948656	1441933	4937034	0.83776	4942853	0.9997	4948656	1.06319	4937034	69365.9281894576	4942853	78462.5387616285	4948656	1356232.65832071	4953617	35110	4959404	77952	4965207	1499834	4953617	0.83702	4959404	1.00037	4965207	1.06274	4953617	41946.4289981124	4959404	77923.1684276818	4965207	1411289.68515347
43	5040462	80908	5046265	75509	5052053	1225637	5040462	0.83715	5046265	0.99957	5052053	1.06213	5040462	96646.9569372275	5046265	75541.4828376202	5052053	1153942.54940544	5057029	54570	5062817	86730	5068620	1386032	5057029	0.83685	5062817	1.00054	5068620	1.06353	5057029	65208.8187847285	5062817	86683.1910768185	5068620	1303237.33228024	5073612	33562	5079384	85359	5085187	1445585	5073612	0.83734	5079384	1.00081	5085187	1.06247	5073612	40081.687247713	5079384	85289.9151687134	5085187	1360589.00486602
44	5160473	77474	5166276	80768	5172064	1176505	5160473	0.83714	5166276	1.00119	5172064	1.06369	5160473	92546.0496452206	5166276	80672.0003196197	5172064	1106060.03628877	5177040	51478	5182812	93965	5188615	1349202	5177040	0.83719	5182812	1.00108	5188615	1.06272	5177040	61489.0287748301	5182812	93863.6272825349	5188615	1269574.29990967	5193607	32666	5199395	92570	5205183	1417274	5193607	0.83684	5199395	1.00029	5205183	1.06236	5193607	39034.940968405	5199395	92543.16248288	5205183	1334080.72593095
45	5280484	74774	5286272	86418	5292075	1141820	5280484	0.83695	5286272	1.00025	5292075	1.0637	5280484	89341.059800466	5286272	86396.4008997751	5292075	1073441.75989471	5297051	49126	5302839	101225	5308642	1333083	5297051	0.83704	5302839	1.00135	5308642	1.06397	5297051	58690.1462295709	5302839	101088.530483847	5308642	1252932.88344596	5313618	31556	5319406	98884	5325194	1404530	5313618	0.83646	5319406	1.00123	5325194	1.06366	5313618	37725.6533486359	5319406	98762.5220978197	5325194	1320468.94684392
46	5400495	72278	5406283	91568	5412086	1117686	5400495	0.83772	5406283	1.00093	5412086	1.06287	5400495	86279.4251062408	5406283	91482.9208835783	5412086	1051573.56967456	5417062	47153	5422834	107169	5428637	1323331	5417062	0.83665	5422834	1.00078	5428637	1.06319	5417062	56359.2900256977	5422834	107085.473330802	5428637	1244679.69036579	5433614	30683	5439401	105976	5445205	1407975	5433614	0.8376	5439401	1.0004	5445205	1.06282	5433614	36632.0439350525	5439401	105933.62654938	5445205	1324753.95645547
47	5520506	69635	5526309	94413	5532112	1102875	5520506	0.83754	5526309	1.00044	5532112	1.06316	5520506	83142.2976813048	5526309	94371.4765503179	5532112	1037355.61909778	5537089	44900	5542861	112782	5548664	1327831	5537089	0.8374	5542861	1.00061	5548664	1.06226	5537089	53618.3424886554	5542861	112713.244920598	5548664	1250005.64833468	5553640	30332	5559428	111216	5565231	1422816	5553640	0.83739	5559428	1.00031	5565231	1.06365	5553640	36222.0709585737	5559428	111181.533724545	5565231	1337673.10675504
48	5640517	67722	5646320	97376	5652123	1094342	5640517	0.83655	5646320	1.00044	5652123	1.06335	5640517	80953.9178769948	5646320	97333.1734037024	5652123	1029145.62467673	5657100	43801	5662887	117081	5668706	1352819	5657100	0.83708	5662887	1.00077	5668706	1.0631	5657100	52325.9425622402	5662887	116990.916993915	5668706	1272522.8106481	5673683	29933	5679470	115653	5685273	1443092	5673683	0.83774	5679470	1.00116	5685273	1.06235	5673683	35730.6562895409	5679470	115518.997962364	5685273	1358396.00884831
49	5760528	65551	5766316	100175	5772119	1094831	5760528	0.83698	5766316	1.00082	5772119	1.06374	5760528	78318.4783387895	5766316	100092.923802482	5772119	1029228.00684378	5777095	42640	5782883	120904	5788670	1377974	5777095	0.83676	5782883	1.00094	5788670	1.06385	5777095	50958.4588173431	5782883	120790.456970448	5788670	1295270.94985195	5793662	29821	5799450	120281	5805253	1478251	5793662	0.83694	5799450	1.00054	5805253	1.06341	5793662	35630.9890792649	5799450	120216.08331501	5805253	1390104.47522592
50	5880539	64101	5886327	102147	5892145	1097624	5880539	0.83697	5886327	1.00022	5892145	1.06393	5880539	76586.9744435285	5886327	102124.532602827	5892145	1031669.37674471	5897122	41113	5902925	123893	5908728	1405828	5897122	0.8371	5902925	1.0007	5908728	1.06317	5897122	49113.6064986262	5902925	123806.335565104	5908728	1322298.40947356	5913689	29185	5919477	123746	5925280	1525602	5913689	0.83671	5919477	0.99997	5925280	1.06386	5913689	34880.6635512902	5919477	123749.712491375	5925280	1434025.15368564
51	6000550	66195	6006353	896866	6012156	1080457	6000550	0.83684	6006353	1.00094	6012156	1.06369	6000550	79101.1423928111	6006353	896023.737686575	6012156	1015763.05126494	6017133	43362	6022905	937310	6028724	1383352	6017133	0.83739	6022905	1.00127	6028724	1.06334	6017133	51782.3236484792	6022905	936121.126169765	6028724	1300949.8373051	6033700	31278	6039488	923715	6045291	1548929	6033700	0.83683	6039488	1.00109	6045291	1.0642	6033700	37376.76708531	6039488	922709.246920856	6045291	1455486.75061079
52	6120561	64850	6126349	906862	6132152	1089797	6120561	0.83746	6126349	1.0005	6132152	1.06291	6120561	77436.5342822344	6126349	906408.795602199	6132152	1025295.65061953	6137128	42050	6142916	947118	6148719	1421141	6137128	0.83766	6142916	1.00051	6148719	1.06301	6137128	50199.3648974524	6142916	946635.21603982	6148719	1336902.75726475	6153696	31549	6159483	935209	6165286	1603592	6153696	0.83707	6159483	0.99999	6165286	1.06349	6153696	37689.7989415461	6159483	935218.352183522	6165286	1507858.08987391
53	6240572	63252	6246360	909591	6252178	1103439	6240572	0.83758	6246360	1.00035	6252178	1.06341	6240572	75517.5625014924	6246360	909272.754535913	6252178	1037642.11357802	6257155	41881	6262943	949554	6268746	1465348	6257155	0.8375	6262943	1.00101	6268746	1.06483	6257155	50007.1641791045	6262943	948595.918122696	6268746	1376133.27949062	6273738	31433	6279510	940197	6285313	1665908	6273738	0.83765	6279510	1.0008	6285313	1.06212	6273738	37525.2193636961	6279510	939445.443645084	6285313	1568474.3720107
54	6360583	63074	6366386	912951	6372189	1117982	6360583	0.83711	6366386	1.00169	6372189	1.06367	6360583	75347.3259189354	6366386	911410.715890146	6372189	1051060.94935459	6377166	41246	6382954	952927	6388772	1513131	6377166	0.8371	6382954	1.00123	6388772	1.06366	6377166	49272.488352646	6382954	951756.339702166	6388772	1422570.18220108	6393749	31497	6399536	946537	6405340	1737157	6393749	0.8373	6399536	1.00146	6405340	1.06377	6393749	37617.3414546757	6399536	945157.070676812	6405340	1633019.35568779
55	6480594	62191	6486397	916577	6492201	1134752	6480594	0.83722	6486397	1.00125	6492201	1.06359	6480594	74282.7452760326	6486397	915432.709113608	6492201	1066907.36091915	6497161	40615	6502949	952508	6508752	1560141	6497161	0.83767	6502949	1.00154	6508752	1.06355	6497161	48485.6805185813	6502949	951043.393174511	6508752	1466918.33952329	6513729	31002	6519516	947136	6525319	1805312	6513729	0.83778	6519516	1.00177	6525319	1.06424	6513729	37004.9416314546	6519516	945462.531319565	6525319	1696339.17161543
56	6600605	62732	6606393	915410	6612212	1149752	6600605	0.83826	6606393	1.00153	6612212	1.06358	6600605	74835.9697468566	6606393	914011.562309666	6612212	1081020.70366122	6617188	40640	6622976	958599	6628763	1608366	6617188	0.8382	6622976	1.00131	6628763	1.06241	6617188	48484.8484848485	6622976	957344.878209546	6628763	1513884.47021395	6633755	31183	6639527	946831	6645315	1867565	6633755	0.83741	6639527	1.00056	6645315	1.06443	6633755	37237.43447057	6639527	946301.071400016	6645315	1754521.19913945
57	6720616	62672	6726404	917309	6732223	1161583	6720616	0.83802	6726404	1.00182	6732223	1.06491	6720616	74785.8046347343	6726404	915642.530594318	6732223	1090780.44153966	6737183	40102	6742971	958581	6748759	1660093	6737183	0.83857	6742971	1.00224	6748759	1.06446	6737183	47821.8872604553	6742971	956438.577586207	6748759	1559563.53456213	6753735	31644	6759523	949637	6765326	1937733	6753735	0.8384	6759523	1.00131	6765326	1.06397	6753735	37743.320610687	6759523	948394.603069978	6765326	1821228.98202017
58	6840627	62380	6846415	920672	6852234	1178197	6840627	0.83838	6846415	1.00165	6852234	1.06477	6840627	74405.4008921968	6846415	919155.393600559	6852234	1106527.23123304	6857210	39657	6862982	959980	6868785	1719883	6857210	0.8382	6862982	1.00119	6868785	1.0651	6857210	47312.0973514674	6862982	958838.981611882	6868785	1614761.99417895	6873762	31189	6879549	952021	6885337	2005663	6873762	0.83807	6879549	1.00231	6885337	1.06494	6873762	37215.2684143329	6879549	949826.89986132	6885337	1883357.74785434
59	6960638	62651	6966426	919629	6972245	1191019	6960638	0.83848	6966426	1.0023	6972245	1.06463	6960638	74719.730941704	6966426	917518.70697396	6972245	1118716.36155284	6977205	40266	6982993	963884	6988812	1772755	6977205	0.83865	6982993	1.00228	6988812	1.06481	6977205	48012.8778393847	6982993	961691.343736281	6988812	1664855.70195622	6993788	30865	6999591	952519	7005379	2063407	6993788	0.83839	6999591	1.00234	7005379	1.06457	6993788	36814.608952874	6999591	950295.308976994	7005379	1938253.94290653
60	7080649	63062	7086452	920640	7092256	1203899	7080649	0.83825	7086452	1.00189	7092256	1.06479	7080649	75230.539815091	7086452	918903.272814381	7092256	1130644.54023798	7097216	39520	7103004	961262	7108807	1824887	7097216	0.83867	7103004	1.00224	7108807	1.06548	7097216	47122.2292439219	7103004	959113.585568327	7108807	1712736.98239291	7113784	31583	7119571	953751	7125359	2115369	7113784	0.83821	7119571	1.00194	7125359	1.0649	7113784	37679.1018957063	7119571	951904.305647045	7125359	1986448.49281623
61	7200660	62995	7206448	921143	7212267	1213763	7200660	0.83808	7206448	1.00239	7212267	1.06469	7200660	75165.855288278	7206448	918946.717345544	7212267	1140015.40354469	7217243	39866	7223031	964135	7228849	1869699	7217243	0.83807	7223031	1.00334	7228849	1.06433	7217243	47568.818833749	7223031	960925.508800606	7228849	1756691.06386177	7233826	31484	7239598	954710	7245401	2161962	7233826	0.83822	7239598	1.00234	7245401	1.06484	7233826	37560.5449643292	7239598	952481.194006026	7245401	2030316.29164945
62	7320671	63221	7326459	921280	7332278	1222521	7320671	0.83915	7326459	1.00244	7332278	1.06459	7320671	75339.3314663648	7326459	919037.548381948	7332278	1148349.12971191	7337254	39825	7343026	961046	7348829	1913302	7337254	0.83874	7343026	1.0016	7348829	1.06552	7337254	47481.9371915015	7343026	959510.782747604	7348829	1795650.949771	7353821	31504	7359593	952635	7365396	2203203	7353821	0.83868	7359593	1.00226	7365396	1.06522	7353821	37563.7907187485	7359593	950486.899606889	7365396	2068307.95516419
63	7440682	63481	7446470	923903	7452273	1231097	7440682	0.83828	7446470	1.00227	7452273	1.06547	7440682	75727.6804886196	7446470	921810.490187275	7452273	1155449.70764076	7457249	39986	7463037	964026	7468840	1953673	7457249	0.83857	7463037	1.00232	7468840	1.06504	7457249	47683.5565307607	7463037	961794.636443451	7468840	1834365.84541426	7473817	31866	7479604	954253	7485407	2238787	7473817	0.83876	7479604	1.00228	7485407	1.06554	7473817	37991.797415232	7479604	952082.252464381	7485407	2101082.08044747
64	7560693	63703	7566496	922625	7572300	1239477	7560693	0.8385	7566496	1.00146	7572300	1.06486	7560693	75972.5700655933	7566496	921279.931300302	7572300	1163981.18062468	7577276	40149	7583048	964023	7588851	1983740	7577276	0.83866	7583048	1.0022	7588851	1.06463	7577276	47872.7970810579	7583048	961906.805028936	7588851	1863314.01519777	7593828	31538	7599615	954493	7605403	2267615	7593828	0.83844	7599615	1.00291	7605403	1.06522	7593828	37615.0946996804	7599615	951723.48465964	7605403	2128776.21524192
65	7680704	64247	7686476	923343	7692295	1241450	7680704	0.8389	7686476	1.00308	7692295	1.06568	7680704	76584.8134461795	7686476	920507.835865534	7692295	1164936.94167105	7697271	40340	7703059	966622	7708862	2015010	7697271	0.83858	7703059	1.00233	7708862	1.06512	7697271	48105.1301008848	7703059	964375.006235471	7708862	1891815.0067598	7713839	31393	7719626	952818	7725429	2292218	7713839	0.83862	7719626	1.00155	7725429	1.06471	7713839	37434.1179556891	7719626	951343.417702561	7725429	2152903.60755511
66	7800715	64715	7806503	922175	7812322	1241208	7800715	0.8382	7806503	1.00218	7812322	1.06471	7800715	77207.110474827	7806503	920169.031511305	7812322	1165770.96110678	7817282	40816	7823054	967291	7828858	2042000	7817282	0.8385	7823054	1.00205	7828858	1.06536	7817282	48677.4001192606	7823054	965312.110174143	7828858	1916722.98565743	7833834	32110	7839622	956619	7845425	2317113	7833834	0.83854	7839622	1.00224	7845425	1.06542	7833834	38292.746917261	7839622	954480.962643678	7845425	2174835.27622909
67	7920726	64660	7926514	924579	7932317	1245839	7920726	0.83874	7926514	1.00246	7932317	1.0657	7920726	77091.8282185183	7926514	922310.117111905	7932317	1169033.49910857	7937293	41085	7943081	965933	7948900	2066232	7937293	0.83884	7943081	1.00241	7948900	1.06506	7937293	48978.3510562205	7943081	963610.698217296	7948900	1940014.64706214	7953876	31817	7959648	957501	7965436	2334909	7953876	0.83965	7959648	1.0035	7965436	1.06591	7953876	37893.1697731198	7959648	954161.434977578	7965436	2190531.09549587
68	8040737	65312	8046525	923110	8052328	1244602	8040737	0.83921	8046525	1.00299	8052328	1.06548	8040737	77825.5740517868	8046525	920358.129193711	8052328	1168113.90171566	8057304	41344	8063092	967166	8068895	2090595	8057304	0.83925	8063092	1.00258	8068895	1.06539	8057304	49263.0324694668	8063092	964677.132996868	8068895	1962281.41807226	8073856	32051	8079644	955481	8085447	2350507	8073856	0.83911	8079644	1.00161	8085447	1.06482	8073856	38196.4223999237	8079644	953945.148311219	8085447	2207421.9116846
69	8160748	65618	8166536	925223	8172339	1240267	8160748	0.83883	8166536	1.00229	8172339	1.06555	8160748	78225.6237855108	8166536	923109.080206328	8172339	1163968.84238187	8177331	41559	8183119	967175	8188922	2106155	8177331	0.83905	8183119	1.00338	8188922	1.065	8177331	49531.0172218581	8183119	963916.960672926	8188922	1977610.3286385	8193898	32308	8199702	956551	8205505	2354199	8193898	0.83886	8199702	1.00242	8205505	1.06526	8193898	38514.173998045	8199702	954241.735001297	8205505	2209975.96830821
70	8280759	66244	8286547	925573	8292350	1234992	8280759	0.83886	8286547	1.00283	8292350	1.065	8280759	78969.0770808001	8286547	922961.020312516	8292350	1159616.90140845	8297311	42079	8303114	968045	8308917	2122918	8297311	0.83857	8303114	1.00277	8308917	1.06564	8297311	50179.4721967158	8303114	965370.922544552	8308917	1992153.07233212	8313894	32260	8319681	956274	8325485	2360548	8313894	0.83905	8319681	1.0024	8325485	1.06491	8313894	38448.2450390322	8319681	953984.437350359	8325485	2216664.31905044
71	8400770	66648	8406558	926027	8412361	1231041	8400770	0.8394	8406558	1.00312	8412361	1.06605	8400770	79399.5711222302	8406558	923146.782040035	8412361	1154768.53806107	8417337	42174	8423125	969526	8428928	2134858	8417337	0.83935	8423125	1.00324	8428928	1.06552	8417337	50246.0237088223	8423125	966394.880586898	8428928	2003583.22696899	8433920	32431	8439692	959680	8445511	2370646	8433920	0.83951	8439692	1.00264	8445511	1.06473	8433920	38630.868006337	8439692	957153.115774356	8445511	2226523.1561053
72	8520781	66835	8526569	928355	8532372	1225967	8520781	0.83929	8526569	1.00296	8532372	1.06501	8520781	79632.7848538646	8526569	925615.179069953	8532372	1151131.91425433	8537348	42733	8543136	971633	8548939	2144857	8537348	0.83967	8543136	1.00265	8548939	1.06464	8537348	50892.6125739874	8543136	969064.977808807	8548939	2014631.23685001	8553916	33028	8559688	962283	8565491	2375129	8553916	0.83885	8559688	1.0031	8565491	1.06598	8553916	39372.9510639566	8559688	959309.141660851	8565491	2228117.78832624
73	8640792	67412	8646580	926585	8652383	1219271	8640792	0.83907	8646580	1.00236	8652383	1.06527	8640792	80341.3302823364	8646580	924403.407957221	8652383	1144565.22759488	8657360	43629	8663147	970009	8668950	2153031	8657360	0.83926	8663147	1.00299	8668950	1.06584	8657360	51985.0820961323	8663147	967117.319215546	8668950	2020032.08736771	8673927	32829	8679714	964143	8685518	2379221	8673927	0.83956	8679714	1.00255	8685518	1.06549	8673927	39102.6251846205	8679714	961690.688743704	8685518	2232982.9468132
74	8760803	67303	8766591	926617	8772394	1213137	8760803	0.83869	8766591	1.00215	8772394	1.06534	8760803	80247.7673514648	8766591	924629.047547772	8772394	1138732.23571817	8777371	44294	8783158	971379	8788961	2149585	8777371	0.83906	8783158	1.00196	8788961	1.06527	8777371	52790.0269349033	8783158	969478.821509841	8788961	2017878.09663278	8793938	32720	8799710	961643	8805513	2377606	8793938	0.83959	8799710	1.00243	8805513	1.06622	8793938	38971.4027084649	8799710	959311.872150674	8805513	2229939.41212883
75	8880814	67992	8886602	927311	8892405	1203235	8880814	0.83921	8886602	1.0026	8892405	1.06587	8880814	81019.0536337746	8886602	924906.243766208	8892405	1128875.94171897	8897382	44334	8903185	969608	8908988	2148886	8897382	0.83911	8903185	1.00258	8908988	1.06459	8897382	52834.5508932083	8903185	967112.848849967	8908988	2018510.41245926	8913964	32842	8919752	959022	8925571	2380567	8913964	0.83858	8919752	1.00303	8925571	1.06537	8913964	39163.8245605667	8919752	956124.941427475	8925571	2234497.87397805
76	9000825	68282	9006613	928575	9012416	1197355	9000825	0.83893	9006613	1.00271	9012416	1.0667	9000825	81391.7728535158	9006613	926065.362866631	9012416	1122485.23483641	9017393	44884	9023180	969715	9028983	2151670	9017393	0.83917	9023180	1.00321	9028983	1.06536	9017393	53486.182775838	9023180	966612.174918512	9028983	2019664.71427499	9033960	33318	9039747	960352	9045566	2382496	9033960	0.83969	9039747	1.00368	9045566	1.06703	9033960	39678.929128607	9039747	956830.862426271	9045566	2232829.44247116
77	9120836	69157	9126624	928917	9132427	1186976	9120836	0.83975	9126624	1.00313	9132427	1.06612	9120836	82354.2721047931	9126624	926018.561901249	9132427	1113360.59730612	9137404	46029	9143191	971234	9148994	2147995	9137404	0.83953	9143191	1.00368	9148994	1.06614	9137404	54827.1056424428	9143191	967672.963494341	9148994	2014740.09041964	9153971	33074	9159758	962377	9165562	2373117	9153971	0.83905	9159758	1.00329	9165562	1.0662	9153971	39418.3898456588	9159758	959221.162375784	9165562	2225770.962296
78	9240847	68880	9246635	930508	9252438	1175635	9240847	0.83951	9246635	1.0033	9252438	1.06552	9240847	82047.8612523972	9246635	927447.423502442	9252438	1103343.90720024	9257415	46426	9263218	970499	9269021	2139393	9257415	0.83982	9263218	1.0028	9269021	1.06502	9257415	55280.8935248029	9263218	967789.190267252	9269021	2008781.99470432	9273997	33117	9279785	961055	9285604	2372915	9273997	0.83917	9279785	1.00234	9285604	1.06547	9273997	39463.9941847302	9279785	958811.3813676	9285604	2227106.34743353
79	9360858	69232	9366646	929338	9372449	1166390	9360858	0.83904	9366646	1.00262	9372449	1.06672	9360858	82513.3485888635	9366646	926909.497117552	9372449	1093435.95320234	9377426	46999	9383213	974415	9389016	2138007	9377426	0.8398	9383213	1.00328	9389016	1.06574	9377426	55964.5153608002	9383213	971229.367674029	9389016	2006124.38305778	9393993	33430	9399765	959745	9405568	2368417	9393993	0.83917	9399765	1.00327	9405568	1.06574	9393993	39836.9817796156	9399765	956616.862858453	9405568	2222321.57937208
80	9480869	69916	9486657	926613	9492460	1154845	9480869	0.84032	9486657	1.00253	9492460	1.06552	9480869	83201.6374714395	9486657	924274.585299193	9492460	1083832.30723027	9497452	47627	9503240	970884	9509059	2128110	9497452	0.83945	9503240	1.00401	9509059	1.06702	9497452	56735.9580677825	9503240	967006.304718081	9509059	1994442.46593316	9514019	33264	9519823	960061	9525626	2368337	9514019	0.84028	9519823	1.0035	9525626	1.06629	9514019	39586.8043985338	9519823	956712.506228201	9525626	2221100.26353056
81	9600880	69796	9606668	927463	9612471	1144719	9600880	0.83976	9606668	1.00274	9612471	1.06602	9600880	83114.2231113652	9606668	924928.695374673	9612471	1073825.06894805	9617448	48315	9623235	970707	9629038	2120151	9617448	0.83918	9623235	1.00338	9629038	1.06683	9617448	57574.0603922877	9623235	967437.06272798	9629038	1987337.25148337	9634030	33274	9639802	958958	9645606	2361293	9634030	0.83984	9639802	1.00264	9645606	1.06549	9634030	39619.4513240617	9639802	956433.016835554	9645606	2216156.88556439
82	9720891	70531	9726679	928796	9732482	1134804	9720891	0.83956	9726679	1.00326	9732482	1.06607	9720891	84009.4811567964	9726679	925777.963837888	9732482	1064474.19025017	9737474	49014	9743262	969952	9749049	2097906	9737474	0.83929	9743262	1.00291	9749049	1.06581	9737474	58399.3613649632	9743262	967137.62949816	9749049	1968367.72032539	9754041	33509	9759829	959558	9765632	2366031	9754041	0.83935	9759829	1.00316	9765632	1.06676	9754041	39922.559123131	9759829	956535.348299374	9765632	2217959.99100079
83	9840902	70467	9846690	925514	9852493	1121173	9840902	0.83964	9846690	1.00327	9852493	1.06587	9840902	83925.2536801486	9846690	922497.433392805	9852493	1051885.31434415	9857470	49730	9863257	965382	9869076	2093152	9857470	0.84011	9863257	1.00332	9869076	1.06613	9857470	59194.6292747378	9863257	962187.537375912	9869076	1963317.79426524	9874052	33569	9879824	959584	9885643	2356700	9874052	0.83964	9879824	1.0035	9885643	1.06596	9874052	39980.229622219	9879824	956237.169905331	9885643	2210870.9520057
84	9960913	71024	9966701	925157	9972504	1110832	9960913	0.8403	9966701	1.00375	9972504	1.06671	9960913	84522.1944543616	9966701	921700.622665006	9972504	1041362.69464053	9977496	50442	9983284	966222	9989087	2079277	9977496	0.8402	9983284	1.00416	9989087	1.06659	9977496	60035.7057843371	9983284	962219.168260038	9989087	1949462.30510318	9994063	33741	9999851	956430	10005639	2354446	9994063	0.84018	9999851	1.00413	10005639	1.06573	9994063	40159.2515889452	9999851	952496.190732276	10005639	2209233.10782281
85	10080924	70991	10086712	927405	10092531	1100798	10080924	0.84018	10086712	1.00421	10092531	1.06638	10080924	84494.9891689876	10086712	923516.993457544	10092531	1032275.54905381	10097492	51117	10103264	968929	10109067	2064501	10097492	0.84004	10103264	1.00395	10109067	1.06675	10097492	60850.6737774392	10103264	965116.788684695	10109067	1935318.49074291	10114059	33646	10119846	958265	10125650	2352501	10114059	0.84015	10119846	1.00359	10125650	1.06656	10114059	40047.6105457359	10119846	954837.134686476	10125650	2205690.25652565
86	10200935	71571	10206723	926270	10212526	1089952	10200935	0.8401	10206723	1.00435	10212526	1.06645	10200935	85193.4293536484	10206723	922258.176930353	10212526	1022037.60138778	10217503	52058	10223290	968982	10229093	2049428	10217503	0.84028	10223290	1.00395	10229093	1.06628	10217503	61953.1584709859	10223290	965169.580158375	10229093	1922035.48786435	10234085	34245	10239857	958318	10245661	2352597	10234085	0.8406	10239857	1.00391	10245661	1.06671	10234085	40738.7580299786	10239857	954585.570419659	10245661	2205470.09027758
87	10320946	72132	10326734	926597	10332537	1081721	10320946	0.84044	10326734	1.00414	10332537	1.06668	10320946	85826.4718480796	10326734	922776.704443603	10332537	1014100.76124048	10337514	52397	10343317	969532	10349120	2031435	10337514	0.83995	10343317	1.00416	10349120	1.06641	10337514	62381.0941127448	10343317	965515.45570427	10349120	1904928.68596506	10354112	33796	10359884	958099	10365687	2346423	10354112	0.84027	10359884	1.00389	10365687	1.06711	10354112	40220.4053459007	10359884	954386.436761	10365687	2198857.66228411
88	10440957	72108	10446745	924891	10452533	1070239	10440957	0.84008	10446745	1.0037	10452533	1.06666	10440957	85834.6824111989	10446745	921481.518381987	10452533	1003355.33347083	10457525	53067	10463297	968040	10469100	2019001	10457525	0.83982	10463297	1.00367	10469100	1.0672	10457525	63188.5404015146	10463297	964500.283957875	10469100	1891867.50374813	10474092	34184	10479864	958722	10485667	2339064	10474092	0.83964	10479864	1.0038	10485667	1.06643	10474092	40712.686389405	10479864	955092.647937836	10485667	2193359.15156175
89	10560968	72372	10566756	923894	10572559	1059976	10560968	0.84036	10566756	1.00424	10572559	1.06694	10560968	86120.2341853491	10566756	919993.228710268	10572559	993472.922563593	10577536	53631	10583323	966726	10589111	1998789	10577536	0.83987	10583323	1.00385	10589111	1.06703	10577536	63856.3110957648	10583323	963018.379239926	10589111	1873226.61968267	10594087	34730	10599875	958101	10605678	2339231	10594087	0.83959	10599875	1.00372	10605678	1.06644	10594087	41365.4283638443	10599875	954550.07372574	10605678	2193495.1802258
90	10680979	72659	10686767	926693	10692570	1050898	10680979	0.83958	10686767	1.00399	10692570	1.06642	10680979	86542.0805640916	10686767	923010.189344515	10692570	985444.759100542	10697547	54897	10703334	967174	10709138	1982958	10697547	0.83986	10703334	1.00421	10709138	1.06633	10697547	65364.4655061558	10703334	963119.267882216	10709138	1859610.06442659	10714114	34760	10719902	959729	10725689	2334004	10714114	0.8397	10719902	1.00415	10725689	1.06672	10714114	41395.7365725854	10719902	955762.585271125	10725689	2188019.34903255
91	10800990	73452	10806778	925597	10812597	1039662	10800990	0.84006	10806778	1.00406	10812597	1.06681	10800990	87436.611670595	10806778	921854.271657072	10812597	974552.169552217	10817558	55414	10823345	966804	10829149	1961660	10817558	0.83981	10823345	1.00416	10829149	1.06655	10817558	65983.9725652231	10823345	962798.757170172	10829149	1839257.41878018	10834125	34441	10839913	957061	10845700	2330038	10834125	0.83995	10839913	1.00385	10845700	1.06594	10834125	41003.6311685219	10839913	953390.446779897	10845700	2185899.76921778
