WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
29	3360308	116975	3366095	1160226	3371914	3035032	3360308	0.84737	3366095	1.01434	3371914	1.07336	3360308	138044.773829614	3366095	1143823.57000611	3371914	2827599.31430275	3376875	113180	3382663	1119777	3388466	2930372	3376875	0.8479	3382663	1.01329	3388466	1.07361	3376875	133482.722019106	3382663	1105090.34925836	3388466	2729456.69284004	3393442	109314	3399230	1116879	3405033	2920136	3393442	0.84763	3399230	1.01395	3405033	1.07277	3393442	128964.288663686	3399230	1101512.89511317	3405033	2722052.2572406
30	3480319	117566	3486106	1160235	3491925	3025869	3480319	0.84754	3486106	1.01357	3491925	1.07368	3480319	138714.396960615	3486106	1144701.4019752	3491925	2818222.37538187	3496886	114229	3502674	1115656	3508477	2929983	3496886	0.84829	3502674	1.01395	3508477	1.07326	3496886	134657.958952717	3502674	1100306.72123872	3508477	2729984.34675661	3513453	109080	3519241	1118407	3525028	2920576	3513453	0.84783	3519241	1.01489	3525028	1.07355	3513453	128657.867732918	3519241	1101998.24611534	3525028	2720484.37427227
31	3600330	117264	3606133	1160564	3611936	3025204	3600330	0.84746	3606133	1.01481	3611936	1.07451	3600330	138371.132560829	3606133	1143626.88582099	3611936	2815426.566528	3616897	113032	3622685	1116857	3628472	2928241	3616897	0.84769	3622685	1.01351	3628472	1.07343	3616897	133341.197843551	3622685	1101969.3934939	3628472	2727929.16165935	3633464	109781	3639236	1117385	3645040	2921814	3633464	0.84823	3639236	1.01474	3645040	1.07414	3633464	129423.623309716	3639236	1101153.99018468	3645040	2720142.62572849
32	3720341	116719	3726128	1160121	3731932	3024958	3720341	0.84688	3726128	1.01386	3731932	1.07414	3720341	137822.359720385	3726128	1144261.53512319	3731932	2816167.35248664	3736908	112745	3742680	1119979	3748499	2927626	3736908	0.84761	3742680	1.01449	3748499	1.07372	3736908	133015.18386994	3742680	1103982.29652338	3748499	2726619.60287598	3753475	108944	3759247	1115604	3765051	2918207	3753475	0.84764	3759247	1.01375	3765051	1.07377	3753475	128526.261148601	3759247	1100472.50308261	3765051	2717720.7409408
33	3840352	116893	3846139	1160141	3851958	3019319	3840352	0.84727	3846139	1.01453	3851958	1.07316	3840352	137964.285292764	3846139	1143525.57341823	3851958	2813484.47575385	3856919	113195	3862722	1116575	3868525	2921712	3856919	0.84761	3862722	1.01382	3868525	1.07299	3856919	133546.088413303	3862722	1101354.28379791	3868525	2722962.93534889	3873502	109252	3879290	1117625	3885093	2917103	3873502	0.84749	3879290	1.01397	3885093	1.07292	3873502	128912.435544962	3879290	1102226.89034192	3885093	2718844.83465682
34	3960363	116471	3966150	1160291	3971954	3013919	3960363	0.84732	3966150	1.01376	3971954	1.07314	3960363	137458.103195959	3966150	1144542.10069444	3971954	2808504.94809624	3976914	112774	3982718	1115556	3988505	2919444	3976914	0.84752	3982718	1.01356	3988505	1.07358	3976914	133063.526524448	3982718	1100631.43770472	3988505	2719353.93729391	3993497	109598	3999269	1114480	4005088	2915358	3993497	0.848	3999269	1.01346	4005088	1.074	3993497	129242.924528302	3999269	1099678.32968247	4005088	2714486.03351955
35	4080374	116242	4086161	1157328	4091965	3012236	4080374	0.84716	4086161	1.01353	4091965	1.07328	4080374	137213.749468813	4086161	1141878.38544493	4091965	2806570.51282051	4096925	113309	4102713	1117783	4108516	2916065	4096925	0.84781	4102713	1.01377	4108516	1.07307	4096925	133649.04872554	4102713	1102600.19531057	4108516	2717497.46055709	4113493	108849	4119280	1115707	4125084	2907613	4113493	0.84722	4119280	1.013	4125084	1.07341	4113493	128477.845187791	4119280	1101388.94373149	4125084	2708762.72812811
36	4200385	116768	4206172	1158509	4211991	3004522	4200385	0.84785	4206172	1.01387	4211991	1.07348	4200385	137722.474494309	4206172	1142660.30161658	4211991	2798861.64623468	4216952	112677	4222740	1116329	4228543	2919605	4216952	0.84743	4222740	1.01386	4228543	1.0739	4216952	132963.194600144	4222740	1101068.1948198	4228543	2718693.54688518	4233519	109309	4239307	1115344	4245095	2907780	4233519	0.84769	4239307	1.01422	4245095	1.07357	4233519	128949.262112329	4239307	1099706.17814675	4245095	2708514.5821884
37	4320396	116706	4326168	1158109	4331971	3010043	4320396	0.84736	4326168	1.01362	4331971	1.07413	4320396	137728.946374622	4326168	1142547.50300902	4331971	2802307.91431205	4336963	112740	4342735	1118815	4348538	2914020	4336963	0.84731	4342735	1.01438	4348538	1.0737	4336963	133056.378421121	4342735	1102954.51408742	4348538	2713998.32355407	4353515	109838	4359302	1115672	4365106	2914065	4353515	0.84711	4359302	1.01411	4365106	1.0743	4353515	129662.027363625	4359302	1100148.89903462	4365106	2712524.4345155
38	4440407	116862	4446195	1160479	4451998	3009386	4440407	0.84801	4446195	1.01485	4451998	1.07489	4440407	137807.337177628	4446195	1143498.05389959	4451998	2799715.31970713	4456974	112782	4462762	1117588	4468549	2911593	4456974	0.84787	4462762	1.01493	4468549	1.07415	4456974	133018.033424935	4462762	1101147.86241416	4468549	2710601.87124703	4473526	109747	4479313	1116057	4485117	2911177	4473526	0.84768	4479313	1.0138	4485117	1.07484	4473526	129467.487731219	4479313	1100865.06214243	4485117	2708474.74973019
39	4560418	116315	4566206	1157367	4572009	3005280	4560418	0.8479	4566206	1.01409	4572009	1.07399	4560418	137180.09199198	4566206	1141286.276366	4572009	2798238.34486355	4576985	112450	4582773	1114339	4588560	2907297	4576985	0.84777	4582773	1.01416	4588560	1.07347	4576985	132642.108118947	4582773	1098780.27135758	4588560	2708316.9534314	4593552	109681	4599340	1116128	4605143	2905417	4593552	0.84766	4599340	1.0139	4605143	1.07386	4593552	129392.681027771	4599340	1100826.51149029	4605143	2705582.66440691
40	4680429	116353	4686217	1156020	4692020	3000847	4680429	0.84676	4686217	1.01352	4692020	1.07405	4680429	137409.655628513	4686217	1140599.10016576	4692020	2793954.65760439	4696996	112691	4702768	1114542	4708571	2905640	4696996	0.84787	4702768	1.0145	4708571	1.0731	4696996	132910.70565063	4702768	1098612.12419911	4708571	2707706.64430156	4713548	108899	4719335	1113432	4725139	2897981	4713548	0.84738	4719335	1.01374	4725139	1.07361	4713548	128512.591753405	4719335	1098340.79744313	4725139	2699286.51931335
41	4800440	115467	4806228	1155226	4812031	2996741	4800440	0.84798	4806228	1.01354	4812031	1.07375	4800440	136167.126583174	4806228	1139793.20007104	4812031	2790911.29220023	4817007	113433	4822779	1114238	4828582	2910949	4817007	0.84844	4822779	1.01442	4828582	1.0738	4817007	133695.959643581	4822779	1098399.08519154	4828582	2710885.63978395	4833574	108905	4839346	1116575	4845150	2900222	4833574	0.84781	4839346	1.01432	4845150	1.07289	4833574	128454.48862363	4839346	1100811.38102374	4845150	2703186.71998061
42	4920451	115454	4926239	1156467	4932042	2994606	4920451	0.84766	4926239	1.01369	4932042	1.07373	4920451	136203.194677111	4926239	1140848.78019907	4932042	2788974.88195356	4937018	112893	4942806	1114776	4948593	2906795	4937018	0.84765	4942806	1.01321	4948593	1.07446	4937018	133183.507343833	4942806	1100241.80574609	4948593	2705354.31751764	4953585	109208	4959373	1112887	4965176	2898362	4953585	0.84718	4959373	1.01327	4965176	1.07417	4953585	128907.670152742	4959373	1098312.39452466	4965176	2698233.98530959
43	5040462	116460	5046250	1158248	5052053	2993471	5040462	0.8477	5046250	1.01463	5052053	1.07393	5040462	137383.508316621	5046250	1141547.1649764	5052053	2787398.62002179	5057029	112966	5062801	1110939	5068604	2899248	5057029	0.84728	5062801	1.01365	5068604	1.07353	5057029	133327.825512227	5062801	1095978.88817639	5068604	2700667.89004499	5073581	108901	5079368	1112379	5085172	2893923	5073581	0.84689	5079368	1.01302	5085172	1.07298	5073581	128589.309119248	5079368	1098081.97271525	5085172	2697089.41452776
44	5160473	116357	5166261	1153920	5172079	2991527	5160473	0.84724	5166261	1.01386	5172079	1.07407	5160473	137336.528020396	5166261	1138145.30605804	5172079	2785225.35775136	5177056	113372	5182828	1112498	5188631	2896765	5177056	0.8474	5182828	1.01352	5188631	1.07394	5177056	133788.057587916	5182828	1097657.66832426	5188631	2697324.80399277	5193592	108985	5199379	1114857	5205198	2891447	5193592	0.84757	5199379	1.01404	5205198	1.07307	5193592	128585.249595904	5199379	1099421.1273717	5205198	2694555.80717008
45	5280484	115838	5286272	1154018	5292075	2989847	5280484	0.84761	5286272	1.0138	5292075	1.07386	5280484	136664.267764656	5286272	1138309.33122904	5292075	2784205.57614587	5297051	112605	5302839	1111909	5308642	2894328	5297051	0.84775	5302839	1.01409	5308642	1.07338	5297051	132828.074314362	5302839	1096459.88028676	5308642	2696461.64452477	5313618	108932	5319406	1113729	5325225	2887952	5313618	0.84689	5319406	1.01351	5325225	1.0729	5313618	128625.913636954	5319406	1098883.08946138	5325225	2691725.23068319
46	5400495	115737	5406283	1153762	5412086	2979522	5400495	0.84773	5406283	1.01559	5412086	1.07395	5400495	136525.780614111	5406283	1136050.96544866	5412086	2774358.21034499	5417062	112863	5422834	1112153	5428637	2893908	5417062	0.84758	5422834	1.01372	5428637	1.07393	5417062	133159.111824253	5422834	1097100.77733496	5428637	2694689.59801849	5433614	109413	5439401	1114251	5445205	2885226	5433614	0.84741	5439401	1.01391	5445205	1.07365	5433614	129114.596240309	5439401	1098964.40512472	5445205	2687305.91906115
47	5520506	115726	5526294	1154335	5532097	2985533	5520506	0.84761	5526294	1.01427	5532097	1.07451	5520506	136532.131522752	5526294	1138094.39301172	5532097	2778506.48202437	5537089	113356	5542861	1113374	5548664	2894169	5537089	0.84803	5542861	1.01396	5548664	1.07382	5537089	133669.799417473	5542861	1098045.28778256	5548664	2695208.69419456	5553640	109124	5559428	1110068	5565216	2890040	5553640	0.84738	5559428	1.01351	5565216	1.07388	5553640	128778.116075433	5559428	1095270.89027242	5565216	2691213.17093158
48	5640517	116431	5646305	1154583	5652123	2983226	5640517	0.84856	5646305	1.01439	5652123	1.0742	5640517	137210.097105685	5646305	1138204.24097241	5652123	2777160.67771365	5657100	112795	5662887	1113047	5668675	2887774	5657100	0.84762	5662887	1.01426	5668675	1.07401	5657100	133072.60328921	5662887	1097398.1030505	5668675	2688777.57190343	5673667	108999	5679439	1115224	5685242	2887685	5673667	0.84767	5679439	1.01398	5685242	1.07298	5673667	128586.596198993	5679439	1099848.12323714	5685242	2691275.69945386
49	5760528	115833	5766316	1151739	5772134	2980204	5760528	0.84759	5766316	1.01369	5772134	1.07411	5760528	136661.593459102	5766316	1136184.63238268	5772134	2774579.88474179	5777111	113352	5782883	1114034	5788686	2887660	5777111	0.8472	5782883	1.0147	5788686	1.07431	5777111	133796.033994334	5782883	1097894.94431852	5788686	2687920.6188158	5793678	108962	5799466	1111609	5805269	2880864	5793678	0.84792	5799466	1.01404	5805269	1.0738	5793678	128505.047646004	5799466	1096218.09790541	5805269	2682868.31812256
50	5880539	115256	5886327	1150501	5892130	2968835	5880539	0.84723	5886327	1.01405	5892130	1.07328	5880539	136038.619973325	5886327	1134560.4260145	5892130	2766132.78920692	5897106	113683	5902909	1111831	5908697	2884469	5897106	0.84699	5902909	1.0144	5908697	1.07409	5897106	134220.002597433	5902909	1096047.91009464	5908697	2685500.28396131	5913689	108778	5919477	1111697	5925280	2877385	5913689	0.84699	5919477	1.01343	5925280	1.0738	5913689	128428.907070922	5919477	1096964.76322982	5925280	2679628.42242503
51	6000550	115288	6006338	1149679	6012141	2964323	6000550	0.84659	6006338	1.01368	6012141	1.0732	6000550	136179.260326723	6006338	1134163.64138584	6012141	2762134.73723444	6017133	113163	6022905	1110535	6028692	2885477	6017133	0.84697	6022905	1.01373	6028692	1.0732	6017133	133609.218744466	6022905	1095493.86917621	6028692	2688666.60454715	6033669	108948	6039457	1110792	6045260	2877981	6033669	0.84744	6039457	1.01321	6045260	1.07314	6033669	128561.314075333	6039457	1096309.74822594	6045260	2681831.8206385
52	6120561	116136	6126349	1151471	6132152	2967921	6120561	0.84746	6126349	1.01364	6132152	1.07376	6120561	137040.09628773	6126349	1135976.28349315	6132152	2764045.03799732	6137144	113446	6142931	1111508	6148719	2884887	6137144	0.84714	6142931	1.0135	6148719	1.07407	6137144	133916.471893666	6142931	1096702.51603355	6148719	2685939.46390831	6153711	109036	6159499	1110930	6165302	2873565	6153711	0.84709	6159499	1.01334	6165302	1.07336	6153711	128718.318006351	6159499	1096305.28746521	6165302	2677167.95856004
53	6240572	115593	6246360	1150251	6252163	2967597	6240572	0.84717	6246360	1.01295	6252163	1.07391	6240572	136446.049789299	6246360	1135545.68339997	6252163	2763357.26457524	6257139	113108	6262927	1110243	6268715	2876076	6257139	0.84728	6262927	1.01437	6268715	1.07288	6257139	133495.420640166	6262927	1094514.82200775	6268715	2680706.13675341	6273707	108518	6279494	1110646	6285297	2878323	6273707	0.84742	6279494	1.01386	6285297	1.07395	6273707	128056.925727502	6279494	1095462.88442191	6285297	2680127.56646026
54	6360583	115515	6366371	1149213	6372189	2961612	6360583	0.84745	6366371	1.01305	6372189	1.07255	6360583	136308.926780341	6366371	1134408.96303243	6372189	2761281.05915808	6377166	112963	6382938	1108343	6388741	2869895	6377166	0.84716	6382938	1.01335	6388741	1.0728	6377166	133343.170121347	6382938	1093741.55030345	6388741	2675144.48173005	6393733	108798	6399521	1106720	6405308	2871169	6393733	0.84678	6399521	1.01326	6405308	1.07357	6393733	128484.376107135	6399521	1092236.93819948	6405308	2674412.4742681
55	6480594	115903	6486382	1147763	6492185	2960509	6480594	0.84775	6486382	1.01305	6492185	1.07355	6480594	136718.372161604	6486382	1132977.64177484	6492185	2757681.52391598	6497177	113108	6502949	1113035	6508752	2872852	6497177	0.84779	6502949	1.0145	6508752	1.07363	6497177	133415.114592057	6502949	1097126.66338098	6508752	2675830.59340741	6513729	108583	6519516	1109532	6525319	2870478	6513729	0.8466	6519516	1.01411	6525319	1.07349	6513729	128257.736829672	6519516	1094094.32901756	6525319	2673968.08540368
56	6600605	107449	6606393	772897	6612196	2837240	6600605	0.84655	6606393	1.0119	6612196	1.07209	6600605	126925.757486268	6606393	763807.688506769	6612196	2646456.92059435	6617172	104173	6622960	730973	6628763	2757235	6617172	0.84589	6622960	1.01173	6628763	1.07186	6617172	123151.946470581	6622960	722498.097318455	6628763	2572383.52023585	6633740	102490	6639527	759721	6645315	2776787	6633740	0.84596	6639527	1.01306	6645315	1.07137	6633740	121152.30034517	6639527	749926.953981008	6645315	2591809.55225552
57	6720616	107003	6726388	421530	6732207	2835769	6720616	0.84679	6726388	1.01274	6732207	1.07272	6720616	126363.088841389	6726388	416227.26464838	6732207	2643531.39682303	6737183	103611	6742971	376053	6748774	2751317	6737183	0.84593	6742971	1.01209	6748774	1.07296	6737183	122481.765630726	6742971	371560.829570493	6748774	2564230.72621533	6753751	101368	6759538	382802	6765341	2769025	6753751	0.84595	6759538	1.01247	6765341	1.07234	6753751	119827.412967669	6759538	378087.25196796	6765341	2582226.71913759
58	6840627	105786	6846415	245561	6852234	2829857	6840627	0.84597	6846415	1.01209	6852234	1.0719	6840627	125046.987481826	6846415	242627.631929967	6852234	2640038.24983674	6857210	102451	6862998	210032	6868785	2738350	6857210	0.84591	6862998	1.01268	6868785	1.07271	6857210	121113.357212942	6862998	207402.140853972	6868785	2552740.25598717	6873762	100759	6879549	215770	6885368	2762857	6873762	0.84592	6879549	1.01266	6885368	1.07119	6873762	119111.736334405	6879549	213072.502123121	6885368	2579240.84429466
59	6960638	105485	6966426	151818	6972245	2823751	6960638	0.84641	6966426	1.01178	6972245	1.07256	6960638	124626.363110077	6966426	150050.40621479	6972245	2632720.78018945	6977221	101955	6983009	125064	6988812	2735527	6977221	0.84578	6983009	1.01172	6988812	1.07212	6977221	120545.531935019	6983009	123615.229510141	6988812	2551511.95761669	6993788	100348	6999560	129424	7005363	2758331	6993788	0.84614	6999560	1.01166	7005363	1.07172	6993788	118595.031555062	6999560	127932.309273867	7005363	2573742.20878588
60	7080649	105481	7086437	100376	7092240	2817063	7080649	0.84666	7086437	1.01285	7092240	1.07242	7080649	124584.839250703	7086437	99102.5324579158	7092240	2626828.10839037	7097216	102787	7103004	81262	7108792	2735088	7097216	0.84573	7103004	1.01258	7108792	1.07281	7097216	121536.424154281	7103004	80252.4244997926	7108792	2549461.6940558	7113768	100644	7119556	85002	7125359	2757314	7113768	0.8465	7119556	1.01194	7125359	1.07233	7113768	118894.270525694	7119556	83999.0513271538	7125359	2571329.72126118
61	7200660	105326	7206448	70963	7212251	2813727	7200660	0.84611	7206448	1.01232	7212251	1.07188	7200660	124482.632281855	7206448	70099.375691481	7212251	2625039.18349069	7217227	101975	7223015	57239	7228803	2734189	7217227	0.84606	7223015	1.01216	7228803	1.0724	7217227	120529.276883436	7223015	56551.3357571925	7228803	2549598.09772473	7233795	99806	7239582	59901	7245385	2752711	7233795	0.84582	7239582	1.01242	7245385	1.0723	7233795	117999.101463668	7239582	59166.1563382786	7245385	2567109.01799869
62	7320671	105022	7326459	53577	7332262	2815671	7320671	0.84682	7326459	1.01231	7332262	1.07242	7320671	124019.272100328	7326459	52925.4872519288	7332262	2625530.10947204	7337238	102383	7343026	43265	7348829	2728615	7337238	0.84595	7343026	1.01246	7348829	1.07182	7337238	121027.247473255	7343026	42732.5523971317	7348829	2545777.27603516	7353806	100124	7359578	46116	7365381	2751329	7353806	0.84684	7359578	1.01276	7365381	1.07285	7353806	118232.487837136	7359578	45534.9737351396	7365381	2564504.82360069
63	7440682	104777	7446470	43025	7452273	2810864	7440682	0.84594	7446470	1.01247	7452273	1.07288	7440682	123858.666099251	7446470	42495.0862741612	7452273	2619923.94303184	7457265	102939	7463037	35786	7468840	2724963	7457265	0.84675	7463037	1.01236	7468840	1.07242	7457265	121569.530558016	7463037	35349.0853056225	7468840	2540947.5765092	7473832	99819	7479604	38094	7485407	2750573	7473832	0.84686	7479604	1.01259	7485407	1.07198	7473832	117869.541600737	7479604	37620.3596717329	7485407	2565880.89330025
64	7560693	104596	7566481	36864	7572300	2808857	7560693	0.84676	7566481	1.0124	7572300	1.07353	7560693	123524.965751807	7566481	36412.4851837218	7572300	2616468.10056542	7577276	101886	7583064	30789	7588851	2723031	7577276	0.84649	7583064	1.01238	7588851	1.07256	7577276	120362.910371062	7583064	30412.4933325431	7588851	2538814.61176997	7593843	99709	7599615	32614	7605418	2742496	7593843	0.8469	7599615	1.01203	7605418	1.07317	7593843	117734.089030582	7599615	32226.3174016581	7605418	2555509.37875639
65	7680704	104743	7686492	32704	7692295	2803335	7680704	0.8468	7686492	1.0137	7692295	1.07297	7680704	123692.725555031	7686492	32262.0104567426	7692295	2612687.2139948	7697271	102204	7703059	27827	7708847	2722017	7697271	0.84709	7703059	1.01289	7708847	1.07317	7697271	120653.059297123	7703059	27472.8746458154	7708847	2536426.6612	7713823	99583	7719611	29274	7725414	2739678	7713823	0.84657	7719611	1.01289	7725414	1.07242	7713823	117631.146863225	7719611	28901.4601783017	7725414	2554668.87972996
66	7800715	104684	7806503	29644	7812306	2804377	7800715	0.84667	7806503	1.01324	7812306	1.07362	7800715	123642.032905382	7806503	29256.642059137	7812306	2612075.96728824	7817282	102298	7823054	25871	7828842	2722135	7817282	0.84707	7823054	1.01289	7828842	1.07363	7817282	120766.87877035	7823054	25541.766628163	7828842	2535449.82908451	7833818	99699	7839606	27094	7845425	2740160	7833818	0.84669	7839606	1.01194	7845425	1.07333	7833818	117751.479289941	7839606	26774.3146826887	7845425	2552952.02780133
67	7920726	103980	7926529	27733	7932333	2805734	7920726	0.84719	7926529	1.01384	7932333	1.07397	7920726	122735.159763453	7926529	27354.4148978142	7932333	2612488.24455059	7937293	102511	7943081	24212	7948869	2721376	7937293	0.8479	7943081	1.01355	7948869	1.07424	7937293	120899.87026772	7943081	23888.3133540526	7948869	2533303.5448317	7953861	99394	7959633	25385	7965436	2740134	7953861	0.84696	7959633	1.01295	7965436	1.07386	7953861	117353.830169075	7959633	25060.4669529592	7965436	2551667.81517144
68	8040737	104705	8046525	26347	8052344	2805587	8040737	0.84726	8046525	1.01385	8052344	1.07423	8040737	123580.719023676	8046525	25987.0789564531	8052344	2611719.0918146	8057304	101967	8063092	23317	8068895	2717138	8057304	0.8472	8063092	1.01428	8068895	1.07432	8057304	120357.648725212	8063092	22988.7210632173	8068895	2529170.07967831	8073872	99936	8079659	24270	8085463	2739574	8073872	0.84708	8079659	1.0144	8085463	1.07422	8073872	117977.050573736	8079659	23925.4731861199	8085463	2550291.3742064
69	8160748	104029	8166520	25114	8172323	2798442	8160748	0.84769	8166520	1.01554	8172323	1.07456	8160748	122720.570019701	8166520	24729.7004549304	8172323	2604267.79332936	8177300	102601	8183087	22602	8188875	2719006	8177300	0.84888	8183087	1.01509	8188875	1.07574	8177300	120866.317971916	8183087	22266.005969914	8188875	2527567.99970253	8193867	99535	8199655	23513	8205458	2735273	8193867	0.84862	8199655	1.01515	8205458	1.07457	8193867	117290.424453819	8199655	23162.0942717825	8205458	2545458.18327331
70	8280759	103986	8286547	24239	8292366	2795291	8280759	0.84875	8286547	1.01536	8292366	1.07485	8280759	122516.642120766	8286547	23872.3211471793	8292366	2600633.57677815	8297342	102455	8303114	21624	8308917	2714659	8297342	0.84805	8303114	1.01424	8308917	1.07449	8297342	120812.452095985	8303114	21320.397539044	8308917	2526462.78699662	8313941	99362	8319728	22661	8325516	2731225	8313941	0.8481	8319728	1.01484	8325516	1.07449	8313941	117158.353967692	8319728	22329.6283157936	8325516	2541880.33392586
71	8400770	104479	8406558	23449	8412361	2793457	8400770	0.84817	8406558	1.01508	8412361	1.07555	8400770	123181.673485268	8406558	23100.6423139063	8412361	2597235.83282972	8417337	102141	8423125	21058	8428928	2716551	8417337	0.84851	8423125	1.01447	8428928	1.07549	8417337	120376.895970584	8423125	20757.6369927154	8428928	2525872.85795312	8433905	99857	8439692	21801	8445480	2731808	8433905	0.84853	8439692	1.01509	8445480	1.0748	8433905	117682.34476094	8439692	21476.913377139	8445480	2541689.61667287
72	8520781	104464	8526569	22899	8532372	2794973	8520781	0.84942	8526569	1.01447	8532372	1.07513	8520781	122982.741164559	8526569	22572.3776947569	8532372	2599660.50617135	8537348	102602	8543136	20280	8548939	2714890	8537348	0.84831	8543136	1.0149	8548939	1.07494	8537348	120948.709787696	8543136	19982.2642624889	8548939	2525620.03460658	8553916	99668	8559703	21313	8565491	2730089	8553916	0.84822	8559703	1.01434	8565491	1.07494	8553916	117502.534719766	8559703	21011.6923319597	8565491	2539759.42843321
73	8640792	104521	8646580	22205	8652399	2792555	8640792	0.84855	8646580	1.01459	8652399	1.07509	8640792	123176.006128101	8646580	21885.6878147823	8652399	2597508.11559962	8657360	102041	8663147	20439	8668950	2709743	8657360	0.8484	8663147	1.01428	8668950	1.07559	8657360	120274.634606318	8663147	20151.2402886777	8668950	2519308.47255925	8673927	99683	8679714	20924	8685518	2728480	8673927	0.84785	8679714	1.01457	8685518	1.07457	8673927	117571.504393466	8679714	20623.5153809003	8685518	2539136.5848665
74	8760803	104000	8766591	21735	8772394	2788908	8760803	0.84816	8766591	1.01452	8772394	1.07533	8760803	122618.373891719	8766591	21423.9246145961	8772394	2593536.86775223	8777371	101564	8783158	19790	8788961	2706957	8777371	0.84794	8783158	1.01439	8788961	1.07493	8777371	119777.342736514	8783158	19509.2617237946	8788961	2518263.51483352	8793922	99959	8799710	20346	8805513	2722904	8793922	0.84868	8799710	1.01495	8805513	1.07482	8793922	117781.731630296	8799710	20046.3076998867	8805513	2533358.14368918
75	8880814	103827	8886602	21305	8892405	2784974	8880814	0.84816	8886602	1.01476	8892405	1.07435	8880814	122414.402942841	8886602	20995.1121447436	8892405	2592240.88984037	8897366	102440	8903154	19358	8908957	2701766	8897366	0.84814	8903154	1.01441	8908957	1.07507	8897366	120781.946376777	8903154	19083.0137715519	8908957	2513107.05349419	8913933	99498	8919721	19942	8925524	2723775	8913933	0.84814	8919721	1.01484	8925524	1.07516	8913933	117313.179427925	8919721	19650.3882385401	8925524	2533367.12675323
76	9000825	104454	9006613	20887	9012401	2780979	9000825	0.84777	9006613	1.01376	9012401	1.07453	9000825	123210.304681694	9006613	20603.4958964647	9012401	2588088.74577722	9017377	102436	9023165	18785	9028968	2701776	9017377	0.8484	9023165	1.01336	9028968	1.07509	9017377	120740.216878831	9023165	18537.341122602	9028968	2513069.60347506	9033944	99391	9039732	19666	9045535	2720702	9033944	0.84804	9039732	1.01457	9045535	1.07517	9033944	117200.839583039	9039732	19383.5812216013	9045535	2530485.41160933
77	9120836	104619	9126624	20781	9132427	2787838	9120836	0.84853	9126624	1.01507	9132427	1.0758	9120836	123294.403262112	9126624	20472.4797304619	9132427	2591409.18386317	9137404	102361	9143191	18818	9148979	2697574	9137404	0.84857	9143191	1.01444	9148979	1.07558	9137404	120627.644154283	9143191	18550.1360356453	9148979	2508017.99959092	9153971	99542	9159743	19402	9165546	2720707	9153971	0.84773	9159743	1.01359	9165546	1.07484	9153971	117421.820626851	9159743	19141.8620941406	9165546	2531266.97927133
78	9240847	104083	9246635	20596	9252438	2782773	9240847	0.84913	9246635	1.0147	9252438	1.07615	9240847	122576.048426036	9246635	20297.6249137676	9252438	2585859.777912	9257415	102376	9263187	18404	9268990	2690931	9257415	0.84858	9263187	1.01437	9268990	1.07507	9257415	120643.899219873	9263187	18143.2810512929	9268990	2503028.63999554	9273982	99676	9279754	19301	9285557	2722601	9273982	0.8485	9279754	1.01481	9285557	1.07615	9273982	117473.187978786	9279754	19019.3238143101	9285557	2529945.63954839
79	9360858	104033	9366646	20181	9372434	2777910	9360858	0.84905	9366646	1.01514	9372434	1.07547	9360858	122528.708556622	9366646	19880.0165494415	9372434	2582973.02574688	9377410	101879	9383182	18369	9388985	2690296	9377410	0.84868	9383182	1.01479	9388985	1.07601	9377410	120044.068435688	9383182	18101.2820386484	9388985	2500251.85639539	9393946	99790	9399734	18795	9405537	2711401	9393946	0.84883	9399734	1.01525	9405537	1.07528	9393946	117561.820388064	9399734	18512.6816055159	9405537	2521576.70560226
80	9480869	103707	9486641	19850	9492445	2775961	9480869	0.84817	9486641	1.0148	9492445	1.07563	9480869	122271.478595093	9486641	19560.5045329129	9492445	2580776.84705707	9497421	101962	9503209	17904	9508996	2691334	9497421	0.8485	9503209	1.01474	9508996	1.07467	9497421	120167.35415439	9503209	17643.9284939985	9508996	2504335.28431984	9513973	99668	9519760	18706	9525563	2712942	9513973	0.84926	9519760	1.01472	9525563	1.07532	9513973	117358.641640958	9519760	18434.642068748	9525563	2522915.96919987
81	9600880	99214	9606668	19273	9612471	2677012	9600880	0.84786	9606668	1.01414	9612471	1.07524	9600880	117016.960347227	9606668	19004.2794880391	9612471	2489687.88363528	9617448	97372	9623220	17120	9629038	2612719	9617448	0.84832	9623220	1.01461	9629038	1.07384	9617448	114782.157676349	9623220	16873.4784794157	9629038	2433061.72241675	9634030	94948	9639802	18646	9645606	2632671	9634030	0.84802	9639802	1.01477	9645606	1.07494	9634030	111964.340463668	9639802	18374.6070538151	9645606	2449132.97486371
