HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	3/5/2025 3:18 PM
Export Time Stamp:	3/6/2025 12:04 AM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
40	4680429	23511	4686217	16025	4692035	2600785	4680429	0.84006	4686217	1.02918	4692035	1.10703	4680429	27987.2866223841	4686217	15570.6484774286	4692035	2349335.60969441	4697012	21762	4702815	36044	4708634	2305772	4697012	0.84067	4702815	1.02867	4708634	1.10713	4697012	25886.4952954191	4702815	35039.4198333771	4708634	2082656.95988728	4713610	16604	4719413	72509	4725217	1930304	4713610	0.84021	4719413	1.02846	4725217	1.10699	4713610	19761.7262351079	4719413	70502.4988818233	4725217	1743741.13587295
41	4800440	23046	4806228	17742	4812046	2478217	4800440	0.83989	4806228	1.02764	4812046	1.1063	4800440	27439.3075283668	4806228	17264.80090304	4812046	2240094.91096448	4817023	20551	4822810	41213	4828629	2121179	4817023	0.84013	4822810	1.02843	4828629	1.10656	4817023	24461.690452668	4822810	40073.704578824	4828629	1916912.77472527	4833621	15153	4839409	84249	4845228	1770629	4833621	0.83985	4839409	1.02879	4845228	1.10731	4833621	18042.5075906412	4839409	81891.3480885312	4845228	1599036.4035365
42	4920451	22070	4926254	19843	4932057	2354465	4920451	0.84088	4926254	1.02912	4932057	1.10848	4920451	26246.3133859766	4926254	19281.5220771144	4932057	2124048.24624711	4937034	19430	4942837	47349	4948640	1962332	4937034	0.84084	4942837	1.02994	4948640	1.10837	4937034	23107.844536416	4942837	45972.5809270443	4948640	1770466.54095654	4953617	14122	4959404	97575	4965207	1647972	4953617	0.841	4959404	1.02959	4965207	1.10748	4953617	16791.9143876338	4959404	94770.7339814878	4965207	1488037.70722722
43	5040462	22080	5046250	21867	5052068	2230334	5040462	0.83961	5046250	1.02936	5052068	1.10712	5040462	26297.9240361596	5046250	21243.2968057822	5052068	2014536.81624395	5057045	18185	5062848	53704	5068651	1817367	5057045	0.84058	5062848	1.02932	5068651	1.10675	5057045	21633.871850389	5062848	52174.2509618	5068651	1642075.44612604	5073643	13176	5079431	110307	5085250	1566457	5073643	0.84077	5079431	1.0289	5085250	1.10674	5073643	15671.3488825719	5079431	107208.669452814	5085250	1415379.40256971
44	5160473	21461	5166261	23976	5172079	2110518	5160473	0.83978	5166261	1.02934	5172079	1.10773	5160473	25555.5026316416	5166261	23292.5952552121	5172079	1905263.91810279	5177056	17514	5182843	59362	5188662	1701430	5177056	0.84039	5182843	1.02988	5188662	1.10729	5177056	20840.3241352229	5182843	57639.7250165068	5188662	1536571.26859269	5193654	12554	5199442	123290	5205261	1510151	5193654	0.84017	5199442	1.02892	5205261	1.10654	5193654	14942.2140757228	5199442	119824.670528321	5205261	1364750.48348907
45	5280484	21403	5286287	25653	5292090	1989289	5280484	0.83981	5286287	1.02927	5292090	1.10771	5280484	25485.5264881342	5286287	24923.4894634061	5292090	1795857.2189472	5297067	16844	5302870	64802	5308673	1605795	5297067	0.84044	5302870	1.02978	5308673	1.10744	5297067	20041.882823283	5302870	62928.0040396978	5308673	1450006.3208842	5313665	11728	5319468	135978	5325272	1477955	5313665	0.84004	5319468	1.02981	5325272	1.1075	5313665	13961.2399409552	5319468	132041.832959478	5325272	1334496.61399549
46	5400495	20832	5406283	216682	5412101	1884861	5400495	0.83966	5406283	1.0296	5412101	1.10788	5400495	24810.0421599219	5406283	210452.602952603	5412101	1701322.34538037	5417093	16747	5422881	565650	5428700	1527725	5417093	0.8409	5422881	1.02996	5428700	1.1058	5417093	19915.5666547746	5422881	549196.085284865	5428700	1381556.33930186	5433676	12658	5439464	1111345	5445283	1456074	5433676	0.84031	5439464	1.02941	5445283	1.10782	5433676	15063.4884744916	5439464	1079594.13644709	5445283	1314359.73353072
47	5520506	20686	5526294	217718	5532112	1776742	5520506	0.8407	5526294	1.03	5532112	1.10784	5520506	24605.6857380754	5526294	211376.699029126	5532112	1603789.35586366	5537089	16041	5542861	572954	5548664	1475013	5537089	0.84161	5542861	1.02999	5548664	1.10733	5537089	19059.8971019831	5542861	556271.420110875	5548664	1332044.64793693	5553640	12584	5559428	1127176	5565231	1463539	5553640	0.84155	5559428	1.03016	5565231	1.10685	5553640	14953.3598716654	5559428	1094175.66203308	5565231	1322255.95157429
48	5640517	20401	5646305	218222	5652123	1696131	5640517	0.84111	5646305	1.03012	5652123	1.10821	5640517	24254.8537052229	5646305	211841.338873141	5652123	1530514.07224263	5657100	15988	5662887	575950	5668691	1437264	5657100	0.84201	5662887	1.0299	5668691	1.10805	5657100	18987.8980059619	5662887	559229.05136421	5668691	1297111.14119399	5673683	12067	5679470	1128457	5685273	1482563	5673683	0.84107	5679470	1.02928	5685273	1.10816	5673683	14347.200589725	5679470	1096355.70495881	5685273	1337860.05630956
49	5760528	20123	5766316	218463	5772134	1619370	5760528	0.84109	5766316	1.02982	5772134	1.10786	5760528	23924.9069659608	5766316	212137.072498106	5772134	1461709.96335277	5777095	15553	5782883	576989	5788670	1412954	5777095	0.84081	5782883	1.03016	5788670	1.10865	5777095	18497.6391812657	5782883	560096.489865652	5788670	1274481.57669237	5793647	11982	5799434	1133642	5805238	1513074	5793647	0.84088	5799434	1.03008	5805238	1.10788	5793647	14249.3578156217	5799434	1100537.82230506	5805238	1365738.16658844
50	5880539	20353	5886327	218431	5892130	1559693	5880539	0.84128	5886327	1.02975	5892130	1.10759	5880539	24192.8965386078	5886327	212120.417577082	5892130	1408186.24220154	5897106	15258	5902894	577502	5908697	1397913	5897106	0.84078	5902894	1.02939	5908697	1.10835	5897106	18147.4345250839	5902894	561013.804291862	5908697	1261255.92096359	5913673	11736	5919461	1135020	5925264	1550212	5913673	0.8417	5919461	1.02983	5925264	1.10783	5913673	13943.2101698943	5919461	1102143.07215754	5925264	1399323.00082143
51	6000550	19599	6006338	217960	6012141	1506893	6000550	0.84182	6006338	1.03002	6012141	1.10866	6000550	23281.6991755957	6006338	211607.541601134	6012141	1359202.09983223	6017133	14956	6022905	578329	6028708	1392391	6017133	0.84179	6022905	1.03065	6028708	1.10884	6017133	17766.901483743	6022905	561130.354630573	6028708	1255718.5887955	6033669	11412	6039457	1132518	6045275	1596132	6033669	0.84111	6039457	1.02889	6045275	1.10855	6033669	13567.7854264008	6039457	1100718.24976431	6045275	1439837.6257273
52	6120561	19462	6126349	217548	6132152	1459845	6120561	0.84064	6126349	1.02918	6132152	1.1083	6120561	23151.4084507042	6126349	211379.933539323	6132152	1317192.99828566	6137128	15191	6142916	579293	6148703	1389463	6137128	0.84194	6142916	1.03026	6148703	1.10853	6137128	18042.8534099817	6142916	562278.45398249	6148703	1253428.4142062	6153680	11474	6159468	1136612	6165271	1649883	6153680	0.84155	6159468	1.03065	6165271	1.10817	6153680	13634.3651595271	6159468	1102810.84752341	6165271	1488835.64796015
53	6240572	19230	6246360	218676	6252163	1423627	6240572	0.84062	6246360	1.02964	6252163	1.1076	6240572	22875.9724964907	6246360	212381.026378152	6252163	1285325.92993861	6257139	14921	6262927	579228	6268730	1388615	6257139	0.84092	6262927	1.02993	6268730	1.10796	6257139	17743.6617038482	6262927	562395.502606973	6268730	1253307.88115094	6273707	11342	6279494	1135717	6285297	1706125	6273707	0.84217	6279494	1.03022	6285297	1.10829	6273707	13467.5896790434	6279494	1102402.39948749	6285297	1539421.09014789
54	6360583	19463	6366371	218471	6372174	1388069	6360583	0.84175	6366371	1.03057	6372174	1.10863	6360583	23122.0671220671	6366371	211990.45188585	6372174	1252057.94539206	6377150	15120	6382938	579302	6388741	1394700	6377150	0.8414	6382938	1.03076	6388741	1.10817	6377150	17970.0499168053	6382938	562014.435950173	6388741	1258561.41205772	6393733	11305	6399521	1136622	6405324	1769363	6393733	0.84152	6399521	1.03007	6405324	1.10857	6393733	13434.024146782	6399521	1103441.51368354	6405324	1596076.92793419
55	6480594	19454	6486382	218387	6492201	1359132	6480594	0.8417	6486382	1.03029	6492201	1.10927	6480594	23112.7480099798	6486382	211966.533694397	6492201	1225249.03765539	6497177	14864	6502949	578761	6508752	1400752	6497177	0.84188	6502949	1.03018	6508752	1.10855	6497177	17655.7229058773	6502949	561805.703857578	6508752	1263589.37350593	6513744	11305	6519547	1139113	6525351	1835709	6513744	0.8417	6519547	1.03075	6525351	1.10958	6513744	13431.151241535	6519547	1105130.24496726	6525351	1654417.88784946
56	6600605	19365	6606393	218242	6612212	1335394	6600605	0.84184	6606393	1.03015	6612212	1.10847	6600605	23003.1835028034	6606393	211854.584283842	6612212	1204718.21519752	6617188	14801	6622960	578786	6628763	1410569	6617188	0.8418	6622960	1.03019	6628763	1.10889	6617188	17582.5611784272	6622960	561824.517807395	6628763	1272054.9378207	6633740	11279	6639527	1139802	6645330	1898079	6633740	0.8418	6639527	1.03037	6645330	1.10855	6633740	13398.6695177002	6639527	1106206.50834166	6645330	1712217.76194127
57	6720616	19171	6726404	218374	6732223	1313720	6720616	0.84121	6726404	1.02983	6732223	1.10784	6720616	22789.7908964468	6726404	212048.59054407	6732223	1185839.11034084	6737199	14900	6742971	579982	6748790	1416659	6737199	0.84165	6742971	1.03043	6748790	1.1079	6737199	17703.3208578388	6742971	562854.342361927	6748790	1278688.5097933	6753766	11164	6759554	1140221	6765357	1965261	6753766	0.84169	6759554	1.03001	6765357	1.10856	6753766	13263.7907067923	6759554	1106999.93203949	6765357	1772805.26087898
58	6840627	19016	6846415	218500	6852218	1294589	6840627	0.84111	6846415	1.02968	6852218	1.10884	6840627	22608.220090119	6846415	212201.849118173	6852218	1167516.50373363	6857194	15078	6862982	581130	6868785	1427816	6857194	0.84106	6862982	1.03022	6868785	1.1073	6857194	17927.3773571446	6862982	564083.399662208	6868785	1289457.23832746	6873762	11336	6879549	1140730	6885368	2032345	6873762	0.84116	6879549	1.03041	6885368	1.10833	6873762	13476.6275143849	6879549	1107064.17833678	6885368	1833700.25173008
59	6960638	18996	6966426	219001	6972245	1279278	6960638	0.84162	6966426	1.02987	6972245	1.10928	6960638	22570.7563983746	6966426	212649.169312632	6972245	1153250.75724794	6977221	14961	6983009	579890	6988812	1435037	6977221	0.84212	6983009	1.03045	6988812	1.10824	6977221	17765.8765971595	6983009	562754.136542287	6988812	1294879.26802859	6993788	11240	6999560	1139911	7005363	2096072	6993788	0.84073	6999560	1.03012	7005363	1.10751	6993788	13369.3337932511	6999560	1106580.78670446	7005363	1892598.71242698
60	7080649	18811	7086437	218488	7092240	1259855	7080649	0.84186	7086437	1.03036	7092240	1.10829	7080649	22344.5703561162	7086437	212050.1572266	7092240	1136755.72278014	7097201	15117	7103020	580845	7108807	1440413	7097201	0.84165	7103020	1.02971	7108807	1.10902	7097201	17961.1477454999	7103020	564086.004797467	7108807	1298816.07184722	7113799	11355	7119571	1138649	7125390	2154451	7113799	0.84195	7119571	1.03045	7125390	1.10827	7113799	13486.5490824871	7119571	1105001.69828716	7125390	1943976.64828968
61	7200660	18952	7206448	218567	7212251	1243847	7200660	0.84144	7206448	1.03059	7212251	1.1084	7200660	22523.2934017874	7206448	212079.488448365	7212251	1122200.46914471	7217243	15140	7223015	580250	7228818	1447368	7217243	0.84176	7223015	1.03002	7228818	1.10845	7217243	17986.1243109675	7223015	563338.575949982	7228818	1305758.49158735	7233795	11344	7239567	1140501	7245370	2214494	7233795	0.84138	7239567	1.02999	7245370	1.10796	7233795	13482.6118994984	7239567	1107293.27469199	7245370	1998712.94992599
62	7320671	18683	7326459	218073	7332278	1233710	7320671	0.84139	7326459	1.02997	7332278	1.1077	7320671	22204.9228063086	7326459	211727.526044448	7332278	1113758.23779002	7337254	15014	7343042	580369	7348829	1449286	7337254	0.84149	7343042	1.03105	7348829	1.10798	7337254	17842.1609288286	7343042	562891.227389554	7348829	1308043.46648856	7353806	11425	7359593	1140245	7365381	2262270	7353806	0.84163	7359593	1.02965	7365381	1.10813	7353806	13574.8488052945	7359593	1107410.28504832	7365381	2041520.39923114
63	7440682	18675	7446470	218841	7452273	1216932	7440682	0.84138	7446470	1.0294	7452273	1.10804	7440682	22195.6785281324	7446470	212590.829609481	7452273	1098274.43052597	7457265	15102	7463037	581024	7468840	1451365	7457265	0.84128	7463037	1.03042	7468840	1.10796	7457265	17951.217192849	7463037	563871.042875721	7468840	1309943.49976533	7473817	11656	7479589	1143605	7485392	2313834	7473817	0.84198	7479589	1.03112	7485392	1.10842	7473817	13843.5592294354	7479589	1109090.11560245	7485392	2087506.54084192
64	7560693	19048	7566481	219760	7572284	1209342	7560693	0.8415	7566481	1.03035	7572284	1.10896	7560693	22635.7694592989	7566481	213286.747221818	7572284	1090519.04487087	7577260	15363	7583048	581335	7588851	1453225	7577260	0.84169	7583048	1.03089	7588851	1.10828	7577260	18252.563295275	7583048	563915.645704197	7588851	1311243.54856174	7593828	11575	7599600	1143328	7605387	2354513	7593828	0.84161	7599600	1.03053	7605387	1.10858	7593828	13753.401219092	7599600	1109456.29918586	7605387	2123899.9440726
65	7680704	18770	7686492	219108	7692295	1197225	7680704	0.84148	7686492	1.02996	7692295	1.10799	7680704	22305.9371583401	7686492	212734.475125248	7692295	1080537.73048493	7697271	15464	7703059	579932	7708862	1454570	7697271	0.84138	7703059	1.02975	7708862	1.10849	7697271	18379.3291972711	7703059	563177.470259772	7708862	1312208.49985115	7713823	11695	7719611	1144866	7725414	2386359	7713823	0.84177	7719611	1.03051	7725414	1.10724	7713823	13893.3437874954	7719611	1110970.29626107	7725414	2155231.92803728
66	7800715	18758	7806503	219035	7812306	1188676	7800715	0.84207	7806503	1.02936	7812306	1.10845	7800715	22276.0578099208	7806503	212787.557317168	7812306	1072376.7422978	7817298	15514	7823086	579486	7828873	1449036	7817298	0.84199	7823086	1.02916	7828873	1.10725	7817298	18425.3969762111	7823086	563066.967235415	7828873	1308680.06321969	7833850	11811	7839637	1141924	7845425	2412975	7833850	0.84152	7839637	1.02998	7845425	1.10748	7833850	14035.3170453465	7839637	1108685.60554574	7845425	2178797.81124716
67	7920726	18823	7926514	219189	7932317	1175683	7920726	0.84177	7926514	1.03038	7932317	1.10817	7920726	22361.2150587453	7926514	212726.372794503	7932317	1060922.96308328	7937293	15617	7943081	581360	7948884	1446023	7937293	0.84234	7943081	1.03204	7948884	1.10736	7937293	18540.0194695729	7943081	563311.499554281	7948884	1305829.17930935	7953861	12032	7959648	1142963	7965451	2441062	7953861	0.84256	7959648	1.03088	7965451	1.10801	7953861	14280.2886441322	7959648	1108725.55486575	7965451	2203104.66512035
68	8040737	18623	8046525	218704	8052328	1168654	8040737	0.84111	8046525	1.03035	8052328	1.10897	8040737	22140.9803711762	8046525	212261.852768477	8052328	1053819.30981	8057304	15762	8063092	581486	8068895	1443324	8057304	0.84185	8063092	1.02993	8068895	1.10869	8057304	18723.05042466	8063092	564587.884613518	8068895	1301828.28383047	8073872	12068	8079659	1143625	8085478	2458696	8073872	0.84188	8079659	1.03025	8085478	1.10774	8073872	14334.5845013541	8079659	1110046.10531424	8085478	2219560.54669868
69	8160748	18632	8166536	218921	8172339	1158681	8160748	0.84143	8166536	1.03055	8172339	1.10832	8160748	22143.256123504	8166536	212431.226044345	8172339	1045439.0428757	8177331	15604	8183103	581582	8188906	1434207	8177331	0.84158	8183103	1.02966	8188906	1.10809	8177331	18541.3151453219	8183103	564829.166909465	8188906	1294305.51669991	8193883	12513	8199655	1142907	8205458	2474167	8193883	0.84149	8199655	1.03025	8205458	1.10705	8193883	14870.0519316926	8199655	1109349.18709051	8205458	2234918.92868434
70	8280759	18656	8286547	219096	8292350	1150434	8280759	0.84203	8286547	1.03008	8292350	1.10769	8280759	22155.9801907295	8286547	212698.042870457	8292350	1038588.41372586	8297326	15658	8303114	582194	8308917	1430093	8297326	0.84165	8303114	1.03055	8308917	1.10918	8297326	18603.9327511436	8303114	564935.228761341	8308917	1289324.54606105	8313909	12373	8319697	1143041	8325516	2483438	8313909	0.84136	8319697	1.03004	8325516	1.10667	8313909	14705.952267757	8319697	1109705.4483321	8325516	2244063.72269963
71	8400770	18577	8406558	219042	8412361	1144290	8400770	0.84116	8406558	1.02987	8412361	1.10958	8400770	22084.9778876789	8406558	212688.980162545	8412361	1031282.10674309	8417337	15574	8423125	580593	8428928	1421660	8417337	0.84227	8423125	1.0303	8428928	1.10885	8417337	18490.5077944127	8423125	563518.392701155	8428928	1282103.07976733	8433905	12485	8439692	1144838	8445496	2497842	8433905	0.84236	8439692	1.03006	8445496	1.10856	8433905	14821.4540101619	8439692	1111428.46047803	8445496	2253231.21887855
72	8520781	18646	8526569	218188	8532372	1132235	8520781	0.84222	8526569	1.03074	8532372	1.10739	8520781	22139.1085464605	8526569	211680.92826513	8532372	1022435.63694814	8537364	15902	8543136	583031	8548955	1413159	8537364	0.84257	8543136	1.03086	8548955	1.10915	8537364	18873.2093475913	8543136	565577.284985352	8548955	1274091.87215435	8553931	12586	8559735	1142030	8565538	2500210	8553931	0.8427	8559735	1.03006	8565538	1.10857	8553931	14935.326925359	8559735	1108702.40568511	8565538	2255346.97853992
73	8640792	18752	8646580	218643	8652383	1125011	8640792	0.8423	8646580	1.03062	8652383	1.10776	8640792	22262.8517155408	8646580	212147.057111253	8652383	1015572.86776919	8657360	15902	8663147	580787	8668950	1401449	8657360	0.84106	8663147	1.02983	8668950	1.10808	8657360	18907.0934297196	8663147	563963.95521591	8668950	1264754.34986644	8673911	12441	8679699	1144658	8685486	2505057	8673911	0.84211	8679699	1.03041	8685486	1.10875	8673911	14773.6043984753	8679699	1110876.25314195	8685486	2259352.42390079
74	8760803	18726	8766591	217814	8772394	1118541	8760803	0.84121	8766591	1.03028	8772394	1.10845	8760803	22260.7910034355	8766591	211412.431572	8772394	1009103.70336957	8777386	15862	8783158	581445	8788961	1392899	8777386	0.84186	8783158	1.0311	8788961	1.10927	8777386	18841.6126196755	8783158	563907.477451266	8788961	1255689.77796208	8793938	12767	8799725	1142957	8805529	2504585	8793938	0.84143	8799725	1.03001	8805529	1.10968	8793938	15172.9793328025	8799725	1109656.21692993	8805529	2257033.55922428
75	8880814	18767	8886602	219001	8892405	1111947	8880814	0.84274	8886602	1.03013	8892405	1.10918	8880814	22269.0272207324	8886602	212595.497655636	8892405	1002494.63567681	8897382	15820	8903154	582682	8908957	1379383	8897382	0.8427	8903154	1.03038	8908957	1.10724	8897382	18772.9915747004	8903154	565502.047788195	8908957	1245785.01499223	8913933	12912	8919721	1144366	8925524	2496875	8913933	0.84209	8919721	1.03034	8925524	1.10788	8913933	15333.2779156622	8919721	1110668.32307782	8925524	2253741.37993284
76	9000825	18452	9006613	219259	9012416	1107976	9000825	0.84193	9006613	1.03066	9012416	1.1093	9000825	21916.311332296	9006613	212736.498942425	9012416	998806.454520869	9017393	15998	9023180	581702	9028983	1368190	9017393	0.84249	9023180	1.0302	9028983	1.10767	9017393	18988.949423732	9023180	564649.582605319	9028983	1235196.4032609	9033960	13147	9039747	1144739	9045535	2497026	9033960	0.84273	9039747	1.03037	9045535	1.10952	9033960	15600.4888873067	9039747	1110997.99101294	9045535	2250546.18213281
77	9120836	18468	9126640	219517	9132443	1098614	9120836	0.84285	9126640	1.03094	9132443	1.10819	9120836	21911.3721302723	9126640	212928.977438066	9132443	991358.882502098	9137419	16221	9143207	583406	9149010	1358616	9137419	0.84187	9143207	1.03164	9149010	1.10879	9137419	19267.8204473375	9143207	565513.16350665	9149010	1225314.08111545	9153971	13232	9159758	1146173	9165577	2488287	9153971	0.84305	9159758	1.03165	9165577	1.10928	9153971	15695.3917324002	9159758	1111009.54781176	9165577	2243155.01947209
78	9240847	18751	9246635	218987	9252438	1096482	9240847	0.84291	9246635	1.03062	9252438	1.10929	9240847	22245.5540923705	9246635	212480.836777862	9252438	988453.875902605	9257415	16122	9263187	582805	9269005	1343732	9257415	0.8419	9263187	1.0305	9269005	1.10977	9257415	19149.5427010334	9263187	565555.555555556	9269005	1210820.26005389	9273982	13412	9279769	1146610	9285573	2482047	9273982	0.84138	9279769	1.03141	9285573	1.10973	9273982	15940.4787373125	9279769	1111691.76176302	9285573	2236622.42167014
79	9360858	18800	9366646	218322	9372449	1088818	9360858	0.84256	9366646	1.0321	9372449	1.11016	9360858	22312.9510064565	9366646	211531.82831121	9372449	980775.744036896	9377426	16095	9383213	582983	9389016	1330710	9377426	0.84264	9383213	1.03126	9389016	1.10877	9377426	19100.6835659356	9383213	565311.366677656	9389016	1200167.75345653	9394008	13520	9399796	1148743	9405599	2469753	9394008	0.84239	9399796	1.03148	9405599	1.1092	9394008	16049.5732380489	9399796	1113684.22073138	9405599	2226607.46483952
80	9480869	18436	9486657	218931	9492460	1084232	9480869	0.84172	9486657	1.03095	9492460	1.1099	9480869	21902.7705175118	9486657	212358.504292158	9492460	976873.592215515	9497452	16337	9503224	583507	9509027	1321079	9497452	0.84249	9503224	1.03072	9509027	1.10982	9497452	19391.3280869803	9503224	566115.918969264	9509027	1190354.29168694	9514004	13584	9519776	1145293	9525579	2456401	9514004	0.84226	9519776	1.03073	9525579	1.10847	9514004	16128.036473298	9519776	1111147.43919358	9525579	2216028.39950563
81	9600880	18512	9606668	218676	9612471	1077216	9600880	0.84261	9606668	1.03098	9612471	1.10874	9600880	21969.8318320457	9606668	212104.987487633	9612471	971567.725526273	9617432	16255	9623235	582880	9629038	1308012	9617432	0.84273	9623235	1.031	9629038	1.10861	9617432	19288.5028419541	9623235	565354.025218235	9629038	1179866.67989645	9634015	13396	9639787	1145534	9645606	2441687	9634015	0.84251	9639787	1.03147	9645606	1.10753	9634015	15900.1080105874	9639787	1110583.92391441	9645606	2204623.80251551
82	9720891	18546	9726679	219088	9732482	1074468	9720891	0.84183	9726679	1.03139	9732482	1.10851	9720891	22030.57624461	9726679	212420.1320548	9732482	969290.308612462	9737459	16270	9743246	581947	9749049	1292722	9737459	0.84205	9743246	1.03021	9749049	1.10796	9737459	19321.8929992281	9743246	564881.917279001	9749049	1166758.7277519	9754026	13607	9759813	1144640	9765617	2433463	9754026	0.84203	9759813	1.03069	9765617	1.1078	9754026	16159.7567782621	9759813	1110557.00550117	9765617	2196662.75500993
83	9840902	18800	9846690	220078	9852493	1068307	9840902	0.84257	9846690	1.03099	9852493	1.10891	9840902	22312.6861863109	9846690	213462.788193872	9852493	963384.765219901	9857470	16552	9863257	582045	9869045	1278891	9857470	0.84211	9863257	1.03107	9869045	1.10764	9857470	19655.3894384344	9863257	564505.804649539	9869045	1154608.89819797	9874021	13925	9879809	1143491	9885612	2413940	9874021	0.84219	9879809	1.03047	9885612	1.10731	9874021	16534.273738705	9879809	1109679.07847875	9885612	2180003.79297577
84	9960913	18535	9966717	218806	9972520	1063310	9960913	0.84207	9966717	1.03069	9972520	1.10911	9960913	22011.234220433	9966717	212290.795486519	9972520	958705.628837536	9977481	16618	9983268	581542	9989056	1270258	9977481	0.84271	9983268	1.03154	9989056	1.10929	9977481	19719.7137805414	9983268	563760.97873083	9989056	1145109.03370624	9994032	14186	9999820	1145358	10005623	2401865	9994032	0.84314	9999820	1.03034	10005623	1.10901	9994032	16825.2010342292	9999820	1111631.1120601	10005623	2165773.97859352
85	10080924	18669	10086712	218367	10092531	1059497	10080924	0.84247	10086712	1.03208	10092531	1.10925	10080924	22159.8395195081	10086712	211579.528718704	10092531	955147.171512283	10097492	16577	10103295	582788	10109098	1255627	10097492	0.84275	10103295	1.03107	10109098	1.10928	10097492	19670.127558588	10103295	565226.415277333	10109098	1131929.72017885	10114074	14385	10119846	1145000	10125665	2389702	10114074	0.84362	10119846	1.03155	10125665	1.10892	10114074	17051.5160854413	10119846	1109980.12699336	10125665	2154981.42336688
86	10200935	18752	10206723	219213	10212542	1056539	10200935	0.84233	10206723	1.03146	10212542	1.10931	10200935	22262.0588130543	10206723	212526.903612355	10212542	952428.987388557	10217549	16684	10223337	583673	10229140	1243905	10217549	0.84311	10223337	1.03166	10229140	1.10878	10217549	19788.6396792827	10223337	565761.00653316	10229140	1121868.17944047	10234117	14335	10239920	1146946	10245723	2374404	10234117	0.84254	10239920	1.03137	10245723	1.10918	10234117	17014.0290075249	10239920	1112060.65718413	10245723	2140684.10898141
87	10320946	18678	10326750	217778	10332553	1056725	10320946	0.84381	10326750	1.03068	10332553	1.1097	10320946	22135.3148220571	10326750	211295.455427485	10332553	952261.872578174	10337545	16813	10343332	582937	10349151	1232195	10337545	0.84229	10343332	1.03164	10349151	1.10912	10337545	19961.0585427822	10343332	565058.547555349	10349151	1110966.35170225	10354112	14342	10359900	1146395	10365703	2355154	10354112	0.84335	10359900	1.03179	10365703	1.10796	10354112	17005.9880239521	10359900	1111073.95884822	10365703	2125666.99158814
88	10440957	18736	10446745	218817	10452548	1049524	10440957	0.84209	10446745	1.03164	10452548	1.10876	10440957	22249.4032704343	10446745	212105.96719786	10452548	946574.551751506	10457525	16500	10463312	582708	10469115	1218127	10457525	0.84313	10463312	1.03121	10469115	1.10823	10457525	19569.9358343316	10463312	565072.099766294	10469115	1099164.43337574	10474107	14330	10479895	1141198	10485698	2335317	10474107	0.8421	10479895	1.03008	10485698	1.10882	10474107	17016.9813561335	10479895	1107873.17489904	10485698	2106128.13621688
89	10560968	18457	10566772	218090	10572575	1047268	10560968	0.84295	10566772	1.03119	10572575	1.10885	10560968	21895.723352512	10566772	211493.517198576	10572575	944463.182576543	10577551	16851	10583339	581528	10589158	1207185	10577551	0.84231	10583339	1.03112	10589158	1.10801	10577551	20005.6986145243	10583339	563977.034680735	10589158	1089507.31491593	10594134	14573	10599922	1143091	10605725	2321276	10594134	0.84269	10599922	1.03001	10605725	1.10918	10594134	17293.4293749778	10599922	1109786.31275425	10605725	2092785.66147965
90	10680979	18676	10686767	218390	10692570	1043799	10680979	0.84252	10686767	1.03003	10692570	1.10839	10680979	22166.8328348288	10686767	212022.950787841	10692570	941725.385469014	10697547	16950	10703334	580719	10709138	1195269	10697547	0.84283	10703334	1.03036	10709138	1.1091	10697547	20110.8171280092	10703334	563607.865212159	10709138	1077692.72383013	10714130	14725	10719917	1140211	10725705	2302445	10714130	0.84175	10719917	1.03024	10725705	1.10866	10714130	17493.3174933175	10719917	1106743.08898897	10725705	2076781.88082911
