HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	2/19/2025 3:59 PM
Export Time Stamp:	2/20/2025 11:28 AM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	30852	605842	307286	611661	3626743	600055	0.83669	605842	1.02681	611661	1.10875	600055	36873.8720434092	605842	299262.765263291	611661	3271019.61668546	616622	33661	622409	816393	628197	3777809	616622	0.83718	622409	1.02629	628197	1.10917	616622	40207.6017105043	622409	795479.835134319	628197	3405978.34416726	633173	33671	638961	1520465	644764	3828785	633173	0.83723	638961	1.02665	644764	1.10921	633173	40217.1446317022	638961	1480996.44474748	644764	3451812.55127523
7	720066	31291	725869	307880	731672	3623699	720066	0.83805	725869	1.02698	731672	1.11031	720066	37337.8676689935	725869	299791.62203743	731672	3263682.21487693	736648	33848	742436	818266	748239	3777465	736648	0.83792	742436	1.02729	748239	1.11006	736648	40395.264464388	742436	796528.730932843	748239	3402937.67904438	753216	34046	758988	1516134	764791	3819539	753216	0.83768	758988	1.02684	764791	1.1095	753216	40643.2050424983	758988	1476504.61610377	764791	3442576.8364128
8	840077	31572	845880	307234	851683	3620127	840077	0.83819	845880	1.02819	851683	1.11064	840077	37666.8774382897	845880	298810.531127515	851683	3259496.32644241	856659	33964	862431	815062	868250	3772077	856659	0.8382	862431	1.02797	868250	1.11062	856659	40520.1622524457	862431	792885.006371781	868250	3396370.49575913	873211	34200	878999	1518930	884802	3807967	873211	0.83744	878999	1.02673	884802	1.11023	873211	40838.7466564769	878999	1479386.01190186	884802	3429890.20293092
9	960088	31172	965875	306633	971694	3615270	960088	0.8385	965875	1.02791	971694	1.11071	960088	37175.9093619559	965875	298307.244797696	971694	3254918.02540717	976655	33610	982442	818344	988246	3766343	976655	0.83784	982442	1.0277	988246	1.11013	976655	40115.0577675929	982442	796286.854140313	988246	3392704.45803645	993222	34695	999010	1512999	1004813	3805286	993222	0.83797	999010	1.0269	1004813	1.11092	993222	41403.6302015585	999010	1473365.46888694	1004813	3425346.55960825
10	1080099	31204	1085886	306865	1091689	3608531	1080099	0.83814	1085886	1.02743	1091689	1.11052	1080099	37230.0570310449	1085886	298672.415639022	1091689	3249406.58430285	1096666	33787	1102438	811974	1108241	3758003	1096666	0.83784	1102438	1.02752	1108241	1.10991	1096666	40326.3152869283	1102438	790226.954219869	1108241	3385862.81770594	1113217	35110	1119005	1513207	1124793	3797061	1113217	0.8383	1119005	1.02768	1124793	1.11079	1113217	41882.3810091853	1119005	1472449.59520473	1124793	3418342.80106951
11	1200110	29144	1205897	205784	1211700	3457755	1200110	0.83785	1205897	1.02763	1211700	1.1107	1200110	34784.2692606075	1205897	200251.063125833	1211700	3113131.35860268	1216677	32067	1222464	527006	1228252	3640858	1216677	0.83798	1222464	1.02679	1228252	1.1107	1216677	38267.0230793098	1222464	513255.875105913	1228252	3277985.05447015	1233228	28960	1239016	1042281	1244819	3633103	1233228	0.83874	1239016	1.02836	1244819	1.11027	1233228	34527.9824498653	1239016	1013537.08817924	1244819	3272269.80824484
12	1320121	29377	1325908	118492	1331711	3451108	1320121	0.83825	1325908	1.02767	1331711	1.11035	1320121	35045.6307784074	1325908	115301.604600699	1331711	3108126.26649255	1336688	31402	1342475	270358	1348279	3627489	1336688	0.83786	1342475	1.02706	1348279	1.11077	1336688	37478.8150765044	1342475	263234.864564875	1348279	3265742.68300368	1353255	28042	1359043	562541	1364846	3624796	1353255	0.83882	1359043	1.02814	1364846	1.11101	1353255	33430.2949381274	1359043	547144.357772288	1364846	3262613.2978101
13	1440132	29145	1445919	72877	1451722	3441601	1440132	0.83881	1445919	1.02783	1451722	1.1111	1440132	34745.6515778305	1445919	70903.7486743917	1451722	3097471.87471875	1456699	30981	1462486	147387	1468274	3620440	1456699	0.83884	1462486	1.02822	1468274	1.11102	1456699	36933.1457727338	1462486	143341.891813036	1468274	3258663.21038325	1473250	27433	1479038	322954	1484841	3613484	1473250	0.83879	1479038	1.02734	1484841	1.11137	1473250	32705.4447477915	1479038	314359.41363132	1484841	3251378.02891926
14	1560143	29264	1565946	46685	1571749	3436204	1560143	0.83857	1565946	1.0276	1571749	1.11118	1560143	34897.504084334	1565946	45431.1015959517	1571749	3092391.87170395	1576710	31352	1582482	85368	1588285	3612487	1576710	0.83859	1582482	1.0274	1588285	1.11055	1576710	37386.565544545	1582482	83091.2984232042	1588285	3252881.00490748	1593277	27821	1599049	194203	1604852	3609176	1593277	0.83827	1599049	1.02808	1604852	1.11112	1593277	33188.5907881709	1599049	188898.723834721	1604852	3248232.41414069
15	1680154	29300	1685957	31873	1691760	3427604	1680154	0.83821	1685957	1.02758	1691760	1.11042	1680154	34955.4407606686	1685957	31017.536347535	1691760	3086763.56693864	1696736	30880	1702524	53639	1708343	3607651	1696736	0.83779	1702524	1.02726	1708343	1.11074	1696736	36858.8787166235	1702524	52215.6026711835	1708343	3247970.72222122	1713319	27498	1719107	122835	1724910	3596159	1713319	0.83807	1719107	1.02806	1724910	1.11046	1713319	32811.1016979489	1719107	119482.325934284	1724910	3238440.82632423
16	1800180	29229	1805952	23565	1811755	3424989	1800180	0.83846	1805952	1.02851	1811755	1.11115	1800180	34860.3391932829	1805952	22911.7850093825	1811755	3082382.21662242	1816732	30996	1822504	36297	1828307	3598542	1816732	0.83841	1822504	1.02805	1828307	1.11014	1816732	36969.9788886106	1822504	35306.6485093138	1828307	3241520.88925721	1833284	27370	1839071	82356	1844874	3595814	1833284	0.83905	1839071	1.0289	1844874	1.11125	1833284	32620.2252547524	1839071	80042.7641170182	1844874	3235828.12148481
17	1920191	29338	1925979	18770	1931782	3415898	1920191	0.83805	1925979	1.0267	1931782	1.11088	1920191	35007.4577889147	1925979	18281.873965131	1931782	3074947.78914014	1936759	30947	1942546	27384	1948334	3599387	1936759	0.8386	1942546	1.02877	1948334	1.112	1936759	36903.1719532554	1942546	26618.194542998	1948334	3236858.81294964	1953310	27430	1959098	58074	1964901	3589855	1953310	0.83932	1959098	1.02759	1964901	1.1116	1953310	32681.2181289615	1959098	56514.7578314308	1964901	3229448.54264124
18	2040202	29171	2045990	15879	2051793	3414827	2040202	0.83864	2045990	1.02817	2051793	1.11193	2040202	34783.6974148622	2045990	15443.9440948481	2051793	3071080.91336685	2056770	30831	2062557	21673	2068360	3591328	2056770	0.83893	2062557	1.02788	2068360	1.11153	2056770	36750.3844182471	2062557	21085.1461260069	2068360	3230977.12162515	2073337	27422	2079124	43618	2084928	3586843	2073337	0.83899	2079124	1.02885	2084928	1.11103	2073337	32684.5373603976	2079124	42394.9069349273	2084928	3228394.37278921
19	2160213	29179	2166017	14071	2171820	3407811	2160213	0.83872	2166017	1.02771	2171820	1.11149	2160213	34789.9179702404	2166017	13691.6056085861	2171820	3065984.39931983	2176796	30920	2182568	19086	2188387	3582715	2176796	0.83857	2182568	1.02799	2188387	1.1111	2176796	36872.2945013535	2182568	18566.3284662302	2188387	3224475.74475745	2193363	27583	2199151	35305	2204939	3580193	2193363	0.83803	2199151	1.02804	2204939	1.1111	2193363	32914.0961540756	2199151	34342.0489475118	2204939	3222205.92205922
20	2280224	29563	2286012	13200	2291815	3403406	2280224	0.8393	2286012	1.02846	2291815	1.11128	2280224	35223.4004527583	2286012	12834.7237617409	2291815	3062599.88481751	2296792	30778	2302579	17020	2308367	3578519	2296792	0.83851	2302579	1.02816	2308367	1.11151	2296792	36705.5849065604	2302579	16553.8437597261	2308367	3219511.29544494	2313343	27369	2319131	29928	2324934	3578327	2313343	0.83878	2319131	1.02802	2324934	1.11208	2313343	32629.5333698944	2319131	29112.2740802708	2324934	3217688.47564923
21	2400235	29407	2406039	12624	2411842	3395822	2400235	0.83894	2406039	1.02846	2411842	1.1127	2400235	35052.5663337068	2406039	12274.6630885013	2411842	3051875.61786645	2416818	30699	2422621	16115	2428425	3574031	2416818	0.83954	2422621	1.02922	2428425	1.11206	2416818	36566.4530576268	2422621	15657.4881949437	2428425	3213883.24370987	2433385	27372	2439173	25807	2444961	3572811	2433385	0.83977	2439173	1.02908	2444961	1.11215	2433385	32594.6390082999	2439173	25077.739339993	2444961	3212526.18801421
22	2520246	29336	2526034	11891	2531837	3394721	2520246	0.83926	2526034	1.02942	2531837	1.11185	2520246	34954.6028644282	2526034	11551.1647335393	2531837	3053218.50969106	2536798	31003	2542586	14874	2548389	3573267	2536798	0.83966	2542586	1.02973	2548389	1.11235	2536798	36923.2784698569	2542586	14444.5631379099	2548389	3212358.52024992	2553365	27152	2559137	23499	2564956	3570659	2553365	0.83868	2559137	1.02889	2564956	1.11218	2553365	32374.684027281	2559137	22839.1761995937	2564956	3210504.59458001
23	2640257	29575	2646061	11719	2651864	3387249	2640257	0.83907	2646061	1.02941	2651864	1.11199	2640257	35247.3571930828	2646061	11384.1909443273	2651864	3046114.62333294	2656840	31056	2662659	14362	2668462	3570837	2656840	0.83914	2662659	1.02832	2668462	1.11269	2656840	37009.3190647568	2662659	13966.4695814532	2668462	3209193.03669486	2673439	27409	2679211	21777	2685014	3569303	2673439	0.83987	2679211	1.02978	2685014	1.11348	2673439	32634.8125305107	2679211	21147.2353318184	2685014	3205538.49193519
24	2760268	29345	2766056	11474	2771859	3387145	2760268	0.83973	2766056	1.02986	2771859	1.11276	2760268	34945.7563740726	2766056	11141.3201794419	2771859	3043913.3326144	2776836	31027	2782608	13665	2788411	3569690	2776836	0.84037	2782608	1.02955	2788411	1.11389	2776836	36920.6420981234	2782608	13272.7890826089	2788411	3204706.03021842	2793403	27523	2799175	20412	2804978	3565387	2793403	0.84016	2799175	1.0298	2804978	1.11318	2793403	32759.236335936	2799175	19821.3245290348	2804978	3202884.52900699
25	2880279	29452	2886067	11557	2891886	3382753	2880279	0.84028	2886067	1.03015	2891886	1.11343	2880279	35050.2213547865	2886067	11218.7545503082	2891886	3038137.1078559	2896847	31082	2902634	13309	2908422	3563603	2896847	0.84017	2902634	1.02964	2908422	1.11392	2896847	36994.8938905222	2902634	12925.8770055553	2908422	3199155.23556449	2913398	27516	2919186	19468	2924989	3554289	2913398	0.84035	2919186	1.02943	2924989	1.11187	2913398	32743.4997322544	2919186	18911.4364259833	2924989	3196676.76976625
26	3000290	28282	3006078	10789	3011897	3273407	3000290	0.8402	3006078	1.02947	3011897	1.11293	3000290	33661.0330873602	3006078	10480.1499800868	3011897	2941251.47134141	3016858	29727	3022645	13695	3028433	3445765	3016858	0.8401	3022645	1.02916	3028433	1.11204	3016858	35385.0732055708	3022645	13306.9687900812	3028433	3098598.0720118	3033425	25920	3039197	18856	3045000	3430291	3033425	0.84018	3039197	1.03044	3045000	1.11275	3033425	30850.532028851	3039197	18298.9790768992	3045000	3082714.89552909
27	3120301	28015	3126089	10647	3131908	3262104	3120301	0.84075	3126089	1.03006	3131908	1.11264	3120301	33321.4391911983	3126089	10336.2910898394	3131908	2931859.36151855	3136884	29357	3142687	12467	3148506	3435470	3136884	0.84066	3142687	1.02989	3148506	1.11301	3136884	34921.3713034996	3142687	12105.176280962	3148506	3086647.91870693	3153483	25981	3159255	17681	3165042	3418177	3153483	0.83955	3159255	1.03057	3165042	1.11155	3153483	30946.3403013519	3159255	17156.5250298379	3165042	3075144.61787594
28	3240312	28041	3246100	10626	3251903	3258252	3240312	0.84083	3246100	1.03019	3251903	1.11364	3240312	33349.190680637	3246100	10314.6021607665	3251903	2925767.75259509	3256880	29339	3262667	12161	3268470	3424350	3256880	0.84036	3262667	1.0297	3268470	1.11204	3256880	34912.418487315	3262667	11810.2359910654	3268470	3079340.67119888	3273462	26077	3279234	17216	3285038	3415731	3273462	0.84042	3279234	1.03008	3285038	1.11336	3273462	31028.5333523714	3279234	16713.2649891271	3285038	3067948.37249407
29	3360323	27895	3366127	10442	3371930	3251669	3360323	0.8405	3366127	1.02904	3371930	1.11314	3360323	33188.5782272457	3366127	10147.3217756355	3371930	2921168.04714591	3376891	29403	3382678	11931	3388466	3423403	3376891	0.83996	3382678	1.03025	3388466	1.11301	3376891	35005.2383446831	3382678	11580.6842999272	3388466	3075806.14729427	3393458	26132	3399230	16622	3405033	3409032	3393458	0.84114	3399230	1.02949	3405033	1.11385	3393458	31067.3609625033	3399230	16145.8586290299	3405033	3060584.45930781
30	3480350	28245	3486138	10532	3491941	3247167	3480350	0.83967	3486138	1.02884	3491941	1.11275	3480350	33638.2150130408	3486138	10236.7715096614	3491941	2918146.03459897	3496917	29727	3502689	11561	3508492	3414065	3496917	0.83979	3502689	1.02916	3508492	1.11273	3496917	35398.1352480977	3502689	11233.4330910646	3508492	3068188.14986565	3513469	26189	3519256	16149	3525044	3404046	3513469	0.84048	3519256	1.03017	3525044	1.11311	3513469	31159.5754806777	3519256	15676.0534669035	3525044	3058139.80648813
31	3600361	25908	3606149	8647	3611952	3109889	3600361	0.84036	3606149	1.02932	3611952	1.11363	3600361	30829.644438098	3606149	8400.69171880465	3611952	2792569.34529422	3616928	28705	3622716	13538	3628503	3284761	3616928	0.83978	3622716	1.02998	3628503	1.11349	3616928	34181.5713639286	3622716	13143.9445426125	3628503	2949969.01633602	3633480	25120	3639267	17307	3645055	3262458	3633480	0.84056	3639267	1.02966	3645055	1.11326	3633480	29884.8386789759	3639267	16808.4610453936	3645055	2930544.526885
32	3720372	25371	3726175	8333	3731978	3099276	3720372	0.84022	3726175	1.02948	3731978	1.11273	3720372	30195.6630406322	3726175	8094.37774410382	3731978	2785290.23213178	3736955	27756	3742727	12933	3748530	3271333	3736955	0.84012	3742727	1.03003	3748530	1.11258	3736955	33038.1374089416	3742727	12555.9449724765	3748530	2940312.6067339	3753506	24833	3759294	17731	3765097	3243802	3753506	0.83981	3759294	1.02917	3765097	1.11226	3753506	29569.783641538	3759294	17228.446223656	3765097	2916406.23595203
33	3840383	25377	3846171	8464	3851974	3081180	3840383	0.83983	3846171	1.02927	3851974	1.11276	3840383	30216.829596466	3846171	8223.30389499354	3851974	2768952.87393508	3856950	27518	3862722	13907	3868525	3248519	3856950	0.84061	3862722	1.0302	3868525	1.1134	3856950	32735.7514186127	3862722	13499.3205202873	3868525	2917656.72714209	3873502	24339	3879290	19509	3885093	3213676	3873502	0.83955	3879290	1.02943	3885093	1.11287	3873502	28990.530641415	3879290	18951.2642918897	3885093	2887737.11215146
34	3960394	25203	3966182	9045	3971985	3062543	3960394	0.83996	3966182	1.03053	3971985	1.11331	3960394	30005.0002381066	3966182	8777.03705860091	3971985	2750844.77818397	3976961	27215	3982749	15592	3988537	3203907	3976961	0.84035	3982749	1.03063	3988537	1.11407	3976961	32385.3156422919	3982749	15128.6106556184	3988537	2875857.89043777	3993513	23686	3999301	23204	4005104	3141987	3993513	0.84064	3999301	1.03057	4005104	1.11383	3993513	28176.1515036163	3999301	22515.6951978032	4005104	2820885.59295404
35	4080405	24883	4086193	9812	4091996	3025025	4080405	0.8406	4086193	1.02984	4091996	1.11435	4080405	29601.475136807	4086193	9527.69362231026	4091996	2714609.41355947	4096972	26501	4102760	17351	4108548	3129875	4096972	0.84004	4102760	1.03102	4108548	1.11378	4096972	31547.3072710823	4102760	16828.9654904852	4108548	2810137.54960585	4113524	22614	4119312	27186	4125115	3016122	4113524	0.84125	4119312	1.0307	4125115	1.11366	4113524	26881.426448737	4119312	26376.2491510624	4125115	2708296.96675826
36	4200416	24225	4206204	10740	4212007	2970591	4200416	0.84085	4206204	1.03144	4212007	1.11506	4200416	28810.1326039127	4206204	10412.627006903	4212007	2664063.81719369	4216983	25567	4222771	19626	4228559	3021607	4216983	0.84109	4222771	1.03126	4228559	1.11377	4216983	30397.4604382409	4222771	19031.0881833873	4228559	2712954.20059797	4233551	21087	4239323	32730	4245126	2838655	4233551	0.84115	4239323	1.02893	4245126	1.11408	4233551	25069.2504309576	4239323	31809.7441030974	4245126	2547981.29398248
37	4320427	23682	4326230	11611	4332018	2895849	4320427	0.84116	4326230	1.02968	4332018	1.11389	4320427	28153.9778401255	4326230	11276.3188563437	4332018	2599762.0950004	4336994	24423	4342766	22282	4348570	2885794	4336994	0.84117	4342766	1.03085	4348570	1.11384	4336994	29034.5590070973	4342766	21615.1719454819	4348570	2590851.46879265	4353546	18806	4359334	39608	4365121	2617286	4353546	0.8405	4359334	1.03038	4365121	1.11441	4353546	22374.7769185009	4359334	38440.1871154331	4365121	2348584.45275976
38	4440438	23478	4446241	12897	4452045	2806741	4440438	0.84107	4446241	1.03001	4452045	1.11383	4440438	27914.4423175241	4446241	12521.2376578868	4452045	2519900.70297981	4457021	22806	4462793	25514	4468596	2717784	4457021	0.84081	4462793	1.03096	4468596	1.11413	4457021	27123.8448638813	4462793	24747.8078683945	4468596	2439377.8104889	4473573	16535	4479360	47455	4485163	2387424	4473573	0.84106	4479360	1.03097	4485163	1.11466	4473573	19659.7151213944	4479360	46029.4673947836	4485163	2141840.56124738
39	4560449	22642	4566237	14916	4572040	2702023	4560449	0.84197	4566237	1.03106	4572040	1.11532	4560449	26891.6944784256	4566237	14466.6653734991	4572040	2422643.72556755	4577016	20977	4582788	29371	4588592	2543400	4577016	0.84172	4582788	1.03287	4588592	1.11623	4577016	24921.5891270256	4582788	28436.2988565841	4588592	2278562.66181701	4593568	14324	4599356	57985	4605143	2166964	4593568	0.84233	4599356	1.03251	4605143	1.11596	4593568	17005.2117341185	4599356	56159.2623800254	4605143	1941793.61267429
