HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	2/19/2025 3:59 PM
Export Time Stamp:	2/20/2025 11:28 AM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
40	4680460	21875	4686263	16723	4692067	2589154	4680460	0.84127	4686263	1.03148	4692067	1.11502	4680460	26002.3535844616	4686263	16212.6265172374	4692067	2322069.55929042	4697043	19144	4702831	34194	4708634	2359745	4697043	0.84177	4702831	1.031	4708634	1.11507	4697043	22742.5543794623	4702831	33165.8583899127	4708634	2116230.37118746	4713610	12764	4719398	69937	4725185	1975785	4713610	0.84207	4719398	1.0324	4725185	1.11524	4713610	15157.8847364233	4719398	67742.154203797	4725185	1771623.14838062
41	4800471	21021	4806259	19230	4812062	2465636	4800471	0.84217	4806259	1.032	4812062	1.11477	4800471	24960.518660128	4806259	18633.7209302326	4812062	2211788.97889251	4817038	17650	4822810	39451	4828614	2190899	4817038	0.84219	4822810	1.03125	4828614	1.11563	4817038	20957.2661750911	4822810	38255.5151515152	4828614	1963822.23497038	4833606	11537	4839378	83184	4845165	1818275	4833606	0.84146	4839378	1.03106	4845165	1.11525	4833606	13710.6933187555	4839378	80678.1370628286	4845165	1630374.35552567
42	4920482	20272	4926270	21700	4932073	2350819	4920482	0.84147	4926270	1.03188	4932073	1.1161	4920482	24091.1737792197	4926270	21029.5770826065	4932073	2106279.90323448	4937049	15744	4942837	45052	4948625	2038998	4937049	0.8415	4942837	1.03194	4948625	1.11621	4937049	18709.4474153298	4942837	43657.5769909103	4948625	1826715.40301556	4953617	10720	4959404	97902	4965192	1702122	4953617	0.84213	4959404	1.0314	4965192	1.11539	4953617	12729.6260672343	4959404	94921.4659685864	4965192	1526033.04673702
43	5040493	20009	5046281	24602	5052100	2218521	5040493	0.84247	5046281	1.03065	5052100	1.11483	5040493	23750.4006077368	5046281	23870.3730655412	5052100	1990008.34207906	5057060	14679	5062848	51499	5068636	1907703	5057060	0.84191	5062848	1.03108	5068636	1.11539	5057060	17435.3553230155	5062848	49946.6578732979	5068636	1710346.15694959	5073612	10137	5079400	113578	5085203	1616395	5073612	0.84218	5079400	1.03083	5085203	1.11514	5073612	12036.6192500416	5079400	110181.116187926	5085203	1449499.61439819
44	5160504	19502	5166292	27748	5172095	2098811	5160504	0.84201	5166292	1.03156	5172095	1.11459	5160504	23161.2451158537	5166292	26899.0654930397	5172095	1883034.12016975	5177071	13710	5182843	57404	5188647	1803061	5177071	0.84184	5182843	1.03162	5188647	1.11513	5177071	16285.755012829	5182843	55644.5202690913	5188647	1616906.54901222	5193623	9597	5199411	129531	5205214	1564141	5193623	0.84173	5199411	1.03145	5205214	1.11525	5193623	11401.5183015931	5199411	125581.462988996	5205214	1402502.57789733
45	5280515	18640	5286303	30768	5292106	1981341	5280515	0.84282	5286303	1.03221	5292106	1.11459	5280515	22116.2288507629	5286303	29807.8879297817	5292106	1777641.10569806	5297067	12924	5302854	64259	5308658	1718594	5297067	0.842	5302854	1.03152	5308658	1.11463	5297067	15349.1686460808	5302854	62295.4474949589	5308658	1541851.55612176	5313634	9194	5319422	145661	5325225	1530561	5313634	0.84166	5319422	1.03166	5325225	1.11435	5313634	10923.650880403	5319422	141190.896225501	5325225	1373501.14416476
46	5400526	18376	5406314	230579	5412133	1887745	5400526	0.84185	5406314	1.03071	5412133	1.11458	5400526	21828.1166478589	5406314	223708.899690505	5412133	1693682.822229	5417093	13479	5422897	617839	5428684	1658618	5417093	0.84151	5422897	1.03007	5428684	1.11534	5417093	16017.6349657164	5422897	599802.926014737	5428684	1487096.31143866	5433661	10400	5439448	1146172	5445236	1506297	5433661	0.84145	5439448	1.0316	5445236	1.1138	5433661	12359.6173272328	5439448	1111062.4272974	5445236	1352394.50529718
47	5520537	18033	5526325	232288	5532144	1786950	5520537	0.84138	5526325	1.03236	5532144	1.11405	5520537	21432.6463666833	5526325	225006.780580418	5532144	1604012.38723576	5537120	13078	5542892	627218	5548695	1612608	5537120	0.84149	5542892	1.03145	5548695	1.11499	5537120	15541.4799938205	5542892	608093.460662175	5548695	1446298.17307779	5553672	10171	5559459	1159682	5565262	1507318	5553672	0.84184	5559459	1.03158	5565262	1.11486	5553672	12081.8682885109	5559459	1124180.3834894	5565262	1352024.46944011
48	5640564	17433	5646336	234021	5652155	1703887	5640564	0.84177	5646336	1.03191	5652155	1.11453	5640564	20709.9326419331	5646336	226784.3125854	5652155	1528794.20024584	5657131	12214	5662903	628922	5668706	1594183	5657131	0.84114	5662903	1.03241	5668706	1.11499	5657131	14520.7694319614	5662903	609178.524035994	5668706	1429773.36119606	5673667	10223	5679455	1162731	5685258	1523563	5673667	0.84153	5679455	1.03049	5685258	1.1138	5673667	12148.1111784488	5679455	1128328.2710167	5685258	1367896.39073442
49	5760575	17279	5766362	233889	5772166	1630571	5760575	0.84139	5766362	1.03162	5772166	1.11472	5760575	20536.255482	5766362	226720.110118067	5772166	1462762.8462753	5777142	11684	5782914	629877	5788717	1581760	5777142	0.84165	5782914	1.03184	5788717	1.11454	5777142	13882.2550941603	5782914	610440.572181734	5788717	1419204.33542089	5793694	9721	5799481	1160472	5805284	1548069	5793694	0.84158	5799481	1.02976	5805284	1.11504	5793694	11550.8923691152	5799481	1126934.4313238	5805284	1388352.88420146
50	5880586	17061	5886373	233292	5892192	1572110	5880586	0.84164	5886373	1.03169	5892192	1.11542	5880586	20271.1373033601	5886373	226126.065000145	5892192	1409433.21798067	5897184	11674	5902987	628606	5908775	1584275	5897184	0.84131	5902987	1.02998	5908775	1.11458	5897184	13875.9791277888	5902987	610308.938037632	5908775	1421409.85842201	5913736	9905	5919508	1167019	5925311	1585385	5913736	0.84148	5919508	1.03143	5925311	1.11447	5913736	11770.9274136046	5919508	1131457.29715056	5925311	1422546.14300968
51	6000597	17032	6006369	233543	6012172	1517510	6000597	0.84137	6006369	1.03071	6012172	1.1148	6000597	20243.1748220165	6006369	226584.587323301	6012172	1361239.6842483	6017164	11371	6022936	631371	6028739	1598793	6017164	0.84171	6022936	1.03184	6028739	1.11358	6017164	13509.4034762567	6022936	611888.471080788	6028739	1435723.52233338	6033716	9561	6039519	1169421	6045322	1630753	6033716	0.84212	6039519	1.03157	6045322	1.11596	6033716	11353.4888139458	6039519	1133632.23048363	6045322	1461300.58425033
52	6120608	16793	6126395	234192	6132199	1476857	6120608	0.84181	6126395	1.03135	6132199	1.11575	6120608	19948.6820066286	6126395	227073.253502691	6132199	1323645.08178355	6137175	11268	6142963	631655	6148766	1623215	6137175	0.84145	6142963	1.03089	6148766	1.11498	6137175	13391.1700041595	6142963	612727.837111622	6148766	1455824.31971874	6153727	9315	6159514	1170870	6165318	1686014	6153727	0.84183	6159514	1.03206	6165318	1.11558	6153727	11065.1794305264	6159514	1134497.99430266	6165318	1511334.01459331
53	6240619	16590	6246406	234653	6252225	1439700	6240619	0.84164	6246406	1.03298	6252225	1.11489	6240619	19711.5156123758	6246406	227161.222869755	6252225	1291338.15892151	6257202	11327	6262989	630202	6268777	1654361	6257202	0.84232	6262989	1.03152	6268777	1.11456	6257202	13447.3834172286	6262989	610945.013184427	6268777	1484317.57823715	6273753	9721	6279541	1170457	6285329	1745046	6273753	0.84223	6279541	1.03098	6285329	1.1142	6273753	11541.9778445318	6279541	1135285.84453627	6285329	1566187.39903069
54	6360630	16398	6366417	235416	6372221	1409176	6360630	0.8412	6366417	1.03244	6372221	1.11488	6360630	19493.5805991441	6366417	228019.061640386	6372221	1263971.01033295	6377197	11061	6382985	630985	6388772	1692780	6377197	0.84144	6382985	1.0313	6388772	1.1142	6377197	13145.3223046207	6382985	611834.577717444	6388772	1519278.40603123	6393764	9589	6399536	1170647	6405340	1816894	6393764	0.84147	6399536	1.03105	6405340	1.11442	6393764	11395.5340059658	6399536	1135393.04592406	6405340	1630349.41942894
55	6480641	16354	6486428	234066	6492247	1383247	6480641	0.84182	6486428	1.03194	6492247	1.11386	6480641	19426.9558813048	6486428	226821.326821327	6492247	1241849.96319107	6497224	11084	6502996	633220	6508799	1733453	6497224	0.84234	6502996	1.03261	6508799	1.11359	6497224	13158.5820452549	6502996	613222.804350142	6508799	1556634.84765488	6513775	9496	6519563	1168894	6525366	1891034	6513775	0.84192	6519563	1.03177	6525366	1.11456	6513775	11278.9813759027	6519563	1132901.71259098	6525366	1696664.15446454
56	6600652	16061	6606440	234063	6612243	1365443	6600652	0.84275	6606440	1.03118	6612243	1.1149	6600652	19057.8463363987	6606440	226985.589324851	6612243	1224722.3966275	6617219	11054	6623007	631302	6628810	1782670	6617219	0.84171	6623007	1.03157	6628810	1.11437	6617219	13132.7892029321	6623007	611981.736576287	6628810	1599711.04749769	6633786	9495	6639574	1172339	6645377	1972468	6633786	0.84216	6639574	1.03144	6645377	1.11444	6633786	11274.5796523226	6639574	1136604.1650508	6645377	1769918.52410179
57	6720663	15981	6726435	234479	6732254	1343842	6720663	0.8407	6726435	1.03096	6732254	1.11425	6720663	19009.1590341382	6726435	227437.533948941	6732254	1206050.70675342	6737246	11181	6743018	631174	6748821	1833101	6737246	0.84119	6743018	1.03091	6748821	1.1142	6737246	13291.8841165492	6743018	612249.371914134	6748821	1645217.19619458	6753797	9274	6759585	1169383	6765373	2051763	6753797	0.84146	6759585	1.03005	6765373	1.1133	6753797	11021.3200865163	6759585	1135268.19086452	6765373	1842956.07652924
58	6840674	15896	6846462	233631	6852265	1332325	6840674	0.84163	6846462	1.03108	6852265	1.11522	6840674	18887.1594406093	6846462	226588.625518873	6852265	1194674.59335378	6857241	11347	6863029	632721	6868832	1881456	6857241	0.84268	6863029	1.03215	6868832	1.11338	6857241	13465.3723833484	6863029	613012.643511118	6868832	1689859.70647937	6873824	9680	6879596	1172623	6885399	2142215	6873824	0.84197	6879596	1.03111	6885399	1.11385	6873824	11496.8466809981	6879596	1137243.35909845	6885399	1923252.68213853
59	6960685	16021	6966473	234094	6972276	1318797	6960685	0.84273	6966473	1.03142	6972276	1.11603	6960685	19010.8338376467	6966473	226962.827945939	6972276	1181685.97618344	6977252	11275	6983024	632837	6988827	1936814	6977252	0.8424	6983024	1.03222	6988827	1.11456	6977252	13384.3779677113	6983024	613083.451202263	6988827	1737738.65920184	6993804	9639	6999591	1171944	7005395	2225780	6993804	0.8425	6999591	1.03216	7005395	1.11451	6993804	11440.9495548961	6999591	1135428.61571849	7005395	1997092.8928408
60	7080696	15957	7086484	234149	7092302	1309695	7080696	0.84163	7086484	1.03182	7092302	1.11519	7080696	18959.6378456091	7086484	226928.146382121	7092302	1174414.22537864	7097279	11427	7103066	631042	7108870	1988192	7097279	0.8415	7103066	1.03105	7108870	1.1143	7097279	13579.3226381462	7103066	612038.213471704	7108870	1784251.99676927	7113846	9568	7119634	1168702	7125452	2307551	7113846	0.8418	7119634	1.03037	7125452	1.11445	7113846	11366.1202185792	7119634	1134254.68521017	7125452	2070573.82565391
61	7200707	15967	7206510	233002	7212313	1298332	7200707	0.84223	7206510	1.03148	7212313	1.11578	7200707	18958.0043456063	7206510	225890.952805677	7212313	1163609.31366398	7217274	11291	7223077	632301	7228896	2037947	7217274	0.84222	7223077	1.03211	7228896	1.11501	7217274	13406.2359003586	7223077	612629.467789286	7228896	1827738.76467476	7233873	9529	7239660	1169419	7245463	2385652	7233873	0.84213	7239660	1.03084	7245463	1.11474	7233873	11315.3551114436	7239660	1134433.08369873	7245463	2140097.2424063
62	7320718	15748	7326506	233743	7332309	1289862	7320718	0.84208	7326506	1.03125	7332309	1.1146	7320718	18701.3110393312	7326506	226659.878787879	7332309	1157242.05993181	7337285	11375	7343073	632122	7348876	2085987	7337285	0.84259	7343073	1.03052	7348876	1.11466	7337285	13500.0415385894	7343073	613401.001436168	7348876	1871411.01322376	7353868	9446	7359640	1172971	7365459	2456761	7353868	0.8418	7359640	1.03213	7365459	1.11303	7353868	11221.1926823474	7359640	1136456.64790288	7365459	2207272.93963325
63	7440729	15412	7446532	234385	7452335	1283863	7440729	0.84131	7446532	1.03109	7452335	1.11427	7440729	18319.0500528937	7446532	227317.692926903	7452335	1152200.9925781	7457312	11391	7463099	631541	7468918	2129229	7457312	0.84165	7463099	1.03165	7468918	1.11382	7457312	13534.1293887008	7463099	612165.947753599	7468918	1911645.50825088	7473879	9662	7479667	1171016	7485470	2522391	7473879	0.84125	7479667	1.03112	7485470	1.11478	7473879	11485.2897473997	7479667	1135673.83039801	7485470	2262680.52889359
64	7560740	15792	7566528	234011	7572346	1279039	7560740	0.84151	7566528	1.03076	7572346	1.1138	7560740	18766.2654038574	7566528	227027.63009818	7572346	1148356.07829054	7577354	11695	7583142	632969	7588945	2168991	7577354	0.8404	7583142	1.0305	7588945	1.1144	7577354	13915.9923845788	7583142	614234.837457545	7588945	1946330.7609476	7593921	9657	7599709	1170642	7605512	2581257	7593921	0.84081	7599709	1.03098	7605512	1.11445	7593921	11485.3534092125	7599709	1135465.28545656	7605512	2316171.20552739
65	7680751	15772	7686554	234308	7692357	1273630	7680751	0.84226	7686554	1.03179	7692357	1.11444	7680751	18725.8091325719	7686554	227088.845598426	7692357	1142843.04224543	7697318	11617	7703090	631935	7708893	2207528	7697318	0.84244	7703090	1.03145	7708893	1.11449	7697318	13789.7060918285	7703090	612666.634349702	7708893	1980751.73397698	7713870	9895	7719642	1170438	7725445	2635214	7713870	0.842	7719642	1.03046	7725445	1.11458	7713870	11751.7814726841	7719642	1135840.3043301	7725445	2364311.22037
66	7800762	15897	7806550	234867	7812368	1271520	7800762	0.84233	7806550	1.03245	7812368	1.11468	7800762	18872.6508613014	7806550	227485.108237687	7812368	1140704.05856389	7817345	11720	7823117	632257	7828920	2241496	7817345	0.84191	7823117	1.03176	7828920	1.11481	7817345	13920.7278687746	7823117	612794.642164845	7828920	2010652.93637481	7833912	9630	7839684	1174618	7845487	2676512	7833912	0.84193	7839684	1.03146	7845487	1.11438	7833912	11438.005534902	7839684	1138791.61576794	7845487	2401794.71993395
67	7920773	15669	7926561	234118	7932379	1266236	7920773	0.84183	7926561	1.03078	7932379	1.11375	7920773	18613.0216314458	7926561	227127.030016104	7932379	1136912.23344557	7937340	11914	7943128	633514	7948931	2265500	7937340	0.84141	7943128	1.0311	7948931	1.11327	7937340	14159.5654912587	7943128	614405.974202308	7948931	2034996.00276662	7953907	9891	7959695	1170646	7965483	2710241	7953907	0.84181	7959695	1.03098	7965483	1.11457	7953907	11749.6822323327	7959695	1135469.16526024	7965483	2431647.18232143
68	8040784	15552	8046572	234497	8052375	1264188	8040784	0.84101	8046572	1.03085	8052375	1.11487	8040784	18492.0512241234	8046572	227479.264684484	8052375	1133933.10430813	8057351	11793	8063139	631117	8068942	2289425	8057351	0.84194	8063139	1.03179	8068942	1.11372	8057351	14006.9363612609	8063139	611671.948749261	8068942	2055655.82013432	8073918	9676	8079722	1169662	8085509	2735665	8073918	0.84194	8079722	1.03077	8085509	1.11351	8073918	11492.5054041856	8079722	1134745.86959263	8085509	2456794.281147
69	8160795	15751	8166583	233540	8172401	1257590	8160795	0.84226	8166583	1.0315	8172401	1.11356	8160795	18700.8762139957	8166583	226408.143480368	8172401	1129341.93038543	8177362	11830	8183150	631913	8188953	2308400	8177362	0.84173	8183150	1.03139	8188953	1.11368	8177362	14054.3879866466	8183150	612680.945132297	8188953	2072767.76093671	8193929	10145	8199733	1169576	8205536	2755173	8193929	0.84133	8199733	1.03138	8205536	1.11325	8193929	12058.2886619995	8199733	1133991.35139328	8205536	2474891.53379744
70	8280806	15767	8286594	233469	8292397	1256502	8280806	0.84182	8286594	1.03027	8292397	1.11462	8280806	18729.6571713668	8286594	226609.5295408	8292397	1127291.81245626	8297373	12227	8303145	631893	8308948	2323597	8297373	0.84195	8303145	1.03107	8308948	1.11429	8297373	14522.240038007	8303145	612851.69775088	8308948	2085271.33869998	8313925	9974	8319713	1173501	8325516	2778171	8313925	0.84216	8319713	1.03175	8325516	1.11458	8313925	11843.3551819132	8319713	1137388.90235038	8325516	2492572.08993522
71	8400817	15643	8406605	234136	8412423	1251402	8400817	0.84173	8406605	1.03252	8412423	1.11444	8400817	18584.3441483611	8406605	226761.709216286	8412423	1122897.59879401	8417400	12185	8423187	630286	8429006	2331442	8417400	0.84211	8423187	1.03115	8429006	1.11279	8417400	14469.6061084656	8423187	611245.696552393	8429006	2095132.05546419	8433983	10175	8439770	1170191	8445558	2787304	8433983	0.84148	8439770	1.02974	8445558	1.11467	8433983	12091.790654561	8439770	1136394.62388564	8445558	2500564.2925709
72	8520828	15565	8526631	233561	8532434	1249393	8520828	0.84193	8526631	1.03122	8532434	1.11475	8520828	18487.2851662252	8526631	226489.982738892	8532434	1120783.13523211	8537395	12279	8543199	632512	8549017	2342551	8537395	0.84082	8543199	1.03108	8549017	1.11495	8537395	14603.6012464023	8543199	613446.095356326	8549017	2101036.81779452	8553978	10235	8559766	1171932	8565569	2798937	8553978	0.84256	8559766	1.03164	8565569	1.11525	8553978	12147.5028484618	8559766	1135989.29859253	8565569	2509694.68728985
73	8640839	15621	8646611	233865	8652445	1248584	8640839	0.84144	8646611	1.03074	8652445	1.11478	8640839	18564.6035367941	8646611	226890.389428954	8652445	1120027.26995461	8657422	12335	8663210	631997	8668997	2348288	8657422	0.84202	8663210	1.03126	8668997	1.11462	8657422	14649.2957411938	8663210	612839.633070225	8668997	2106805.90694587	8673974	10239	8679761	1172127	8685549	2799343	8673974	0.84143	8679761	1.03212	8685549	1.11459	8673974	12168.5701722068	8679761	1135649.92442739	8685549	2511545.05244081
74	8760850	15709	8766653	233605	8772457	1245844	8760850	0.84176	8766653	1.03184	8772457	1.11447	8760850	18662.0889564722	8766653	226396.53434641	8772457	1117880.24801026	8777417	12411	8783205	632300	8789008	2352912	8777417	0.84243	8783205	1.03198	8789008	1.11467	8777417	14732.3813254514	8783205	612705.672590554	8789008	2110859.7163286	8794000	10192	8799772	1170704	8805575	2804984	8794000	0.84234	8799772	1.03196	8805575	1.11425	8794000	12099.6272289099	8799772	1134447.07159192	8805575	2517374.01839803
75	8880861	15416	8886649	233725	8892452	1243590	8880861	0.84218	8886649	1.03124	8892452	1.11586	8880861	18304.8754423045	8886649	226644.622008456	8892452	1114467.76477336	8897444	12578	8903216	631211	8909019	2353344	8897444	0.8424	8903216	1.03149	8909019	1.11537	8897444	14931.1490978158	8903216	611940.978584378	8909019	2109922.26794696	8913996	10332	8919783	1170668	8925586	2804430	8913996	0.84162	8919783	1.03146	8925586	1.11484	8913996	12276.3242318386	8919783	1134962.09256782	8925586	2515544.83154533
76	9000872	15529	9006660	234642	9012463	1238190	9000872	0.84241	9006660	1.03202	9012463	1.11433	9000872	18434.0166902102	9006660	227361.872831922	9012463	1111151.99267721	9017439	12516	9023227	632122	9029030	2348945	9017439	0.84212	9023227	1.03075	9029030	1.11455	9017439	14862.4899064266	9023227	613264.128062091	9029030	2107527.70176304	9034007	10430	9039810	1172005	9045613	2808293	9034007	0.84067	9039810	1.03238	9045613	1.11513	9034007	12406.7707899651	9039810	1135245.74284663	9045613	2518354.81064988
77	9120883	15489	9126671	234058	9132474	1235959	9120883	0.84228	9126671	1.03163	9132474	1.1144	9120883	18389.3717053711	9126671	226881.730853116	9132474	1109080.22254128	9137450	12585	9143238	632244	9149041	2340416	9137450	0.84214	9143238	1.03204	9149041	1.11445	9137450	14944.0710570689	9143238	612615.790085656	9149041	2100063.70855579	9154002	10418	9159774	1172225	9165577	2802757	9154002	0.84198	9159774	1.03159	9165577	1.11479	9154002	12373.215515808	9159774	1136328.38627749	9165577	2514156.92641664
78	9240894	15326	9246682	234533	9252485	1234288	9240894	0.84229	9246682	1.03179	9252485	1.11621	9240894	18195.6333329376	9246682	227306.913228467	9252485	1105784.75376497	9257461	12894	9263249	634509	9269052	2336948	9257461	0.84216	9263249	1.03299	9269052	1.11502	9257461	15310.6298090624	9263249	614245.055615253	9269052	2095879.89453104	9274029	10639	9279816	1170514	9285619	2802306	9274029	0.84303	9279816	1.03186	9285619	1.11445	9274029	12619.9542127801	9279816	1134372.88004187	9285619	2514519.26959487
79	9360905	15491	9366693	234059	9372512	1231276	9360905	0.84218	9366693	1.03215	9372512	1.11499	9360905	18393.9300387091	9366693	226768.396066463	9372512	1104293.31204764	9377472	13118	9383260	634097	9389063	2329966	9377472	0.842	9383260	1.03216	9389063	1.11502	9377472	15579.5724465558	9383260	614339.831033948	9389063	2089618.12344173	9394040	10652	9399827	1169797	9405630	2795865	9394040	0.84182	9399827	1.03045	9405630	1.11381	9394040	12653.5363854506	9399827	1135229.26876607	9405630	2510181.26969591
80	9480916	15318	9486704	233723	9492523	1225934	9480916	0.84286	9486704	1.03231	9492523	1.11614	9480916	18173.8366988586	9486704	226407.765109318	9492523	1098369.38018528	9497499	12898	9503287	632554	9509074	2315783	9497499	0.84167	9503287	1.03141	9509074	1.11354	9497499	15324.2957453634	9503287	613290.544012566	9509074	2079658.56637391	9514066	10527	9519838	1170450	9525657	2795553	9514066	0.8422	9519838	1.0303	9525657	1.11372	9514066	12499.4063167894	9519838	1136028.34125983	9525657	2510103.97586467
81	9600927	15523	9606730	234364	9612534	1222671	9600927	0.8412	9606730	1.03216	9612534	1.11519	9600927	18453.3999048978	9606730	227061.695861107	9612534	1096379.09235198	9617510	13226	9623282	633204	9629085	2306770	9617510	0.84254	9623282	1.03257	9629085	1.11469	9617510	15697.771025708	9623282	613231.064237776	9629085	2069427.37442697	9634062	10652	9639849	1171974	9645652	2789629	9634062	0.84191	9639849	1.03165	9645652	1.1149	9634062	12652.1837251013	9639849	1136018.99869142	9645652	2502133.82366132
82	9720938	15546	9726726	233914	9732529	1216988	9720938	0.84169	9726726	1.03156	9732529	1.11348	9720938	18469.983010372	9726726	226757.532281205	9732529	1092959.01138772	9737505	12949	9743293	633792	9749096	2295510	9737505	0.84225	9743293	1.03121	9749096	1.11388	9737505	15374.2950430395	9743293	614610.021237187	9749096	2060823.42801738	9754088	10700	9759876	1171325	9765679	2788820	9754088	0.84114	9759876	1.03084	9765679	1.11453	9754088	12720.8312528236	9759876	1136282.06123162	9765679	2502238.61179152
83	9840949	15566	9846737	233948	9852540	1217445	9840949	0.84206	9846737	1.03111	9852540	1.11441	9840949	18485.6186019999	9846737	226889.468630893	9852540	1092456.99518131	9857516	13209	9863304	631942	9869107	2281294	9857516	0.84227	9863304	1.03131	9869107	1.11501	9857516	15682.6195875432	9863304	612756.591131667	9869107	2045985.23780056	9874084	10765	9879871	1172538	9885674	2784750	9874084	0.84249	9879871	1.03217	9885674	1.11421	9874084	12777.5997341215	9879871	1135993.10191151	9885674	2499304.43991707
84	9960960	15316	9966763	233340	9972551	1211929	9960960	0.84188	9966763	1.03237	9972551	1.11408	9960960	18192.6165249204	9966763	226023.615564187	9972551	1087829.41979032	9977543	13479	9983315	631530	9989118	2266557	9977543	0.8419	9983315	1.03179	9989118	1.11387	9977543	16010.2149899038	9983315	612072.22399907	9989118	2034848.77050284	9994079	10946	9999867	1169918	10005670	2779940	9994079	0.84291	9999867	1.03183	10005670	1.11524	9994079	12985.9652869227	9999867	1133828.24690114	10005670	2492683.18926868
85	10080971	15603	10086759	233935	10092562	1208810	10080971	0.84164	10086759	1.03158	10092562	1.11388	10080971	18538.8051898674	10086759	226773.493088272	10092562	1085224.62024635	10097538	13627	10103326	632108	10109129	2253276	10097538	0.84097	10103326	1.03108	10109129	1.11451	10097538	16203.9073926537	10103326	613054.273189277	10109129	2021763.82446097	10114106	11181	10119893	1173452	10125696	2773006	10114106	0.84165	10119893	1.03128	10125696	1.11361	10114106	13284.6194974158	10119893	1137859.74711039	10125696	2490105.15350976
86	10200982	15710	10206770	233577	10212573	1204952	10200982	0.84215	10206770	1.03158	10212573	1.11444	10200982	18654.6339725702	10206770	226426.452626069	10212573	1081217.47245253	10217549	13729	10223337	631792	10229140	2235967	10217549	0.84206	10223337	1.03146	10229140	1.11526	10217549	16304.0638434316	10223337	612522.056114634	10229140	2004884.0629091	10234117	11291	10239904	1171886	10245707	2765655	10234117	0.84154	10239904	1.03163	10245707	1.11386	10234117	13417.0687073698	10239904	1135955.72055873	10245707	2482946.68988921
87	10320993	15488	10326781	233887	10332584	1201875	10320993	0.84191	10326781	1.03241	10332584	1.11346	10320993	18396.2656340939	10326781	226544.686703926	10332584	1079405.63648447	10337560	13793	10343348	632690	10349136	2220169	10337560	0.84193	10343348	1.03226	10349136	1.11405	10337560	16382.5971280273	10343348	612917.288280085	10349136	1992880.92994031	10354112	11161	10359884	1169560	10365687	2763900	10354112	0.84184	10359884	1.03098	10365687	1.11409	10354112	13257.863727074	10359884	1134415.79856059	10365687	2480858.81751026
88	10441004	15522	10446792	233351	10452595	1200226	10441004	0.84131	10446792	1.03194	10452595	1.11434	10441004	18449.7985284853	10446792	226128.457080838	10452595	1077073.42462803	10457571	13768	10463359	630539	10469162	2204890	10457571	0.84234	10463359	1.03226	10469162	1.11493	10457571	16344.9438469027	10463359	610833.510937167	10469162	1977603.97513745	10474123	11323	10479895	1171565	10485698	2757137	10474123	0.84225	10479895	1.03194	10485698	1.11484	10474123	13443.7518551499	10479895	1135303.40911293	10485698	2473123.49754225
89	10561015	15546	10566803	232623	10572606	1193893	10561015	0.84222	10566803	1.03145	10572606	1.11506	10561015	18458.3600484434	10566803	225530.079014979	10572606	1070698.43775223	10577598	13834	10583370	631057	10589173	2185888	10577598	0.84236	10583370	1.03155	10589173	1.11562	10577598	16422.9070706111	10583370	611756.095196549	10589173	1959348.16514584	10594150	11485	10599953	1169852	10605756	2752634	10594150	0.84217	10599953	1.03048	10605756	1.11443	10594150	13637.389125711	10599953	1135249.59242295	10605756	2469992.73171038
90	10681026	15546	10686814	233532	10692617	1190931	10681026	0.8424	10686814	1.03114	10692617	1.11424	10681026	18454.415954416	10686814	226479.430533196	10692617	1068828.08012636	10697593	13740	10703365	631701	10709169	2165250	10697593	0.8424	10703365	1.03136	10709169	1.11407	10697593	16310.5413105413	10703365	612493.212845175	10709169	1943549.32813917	10714145	11310	10719917	1170462	10725720	2749664	10714145	0.84291	10719917	1.03206	10725720	1.1156	10714145	13417.8026123785	10719917	1134102.66844951	10725720	2464740.0501972
