WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
39	4560418	78628	4566206	859911	4572009	1690063	4560418	0.83437	4566206	1.0031	4572009	1.04951	4560418	94236.369955775	4566206	857253.514106271	4572009	1610335.29933016	4576985	63368	4582773	910984	4588576	1813477	4576985	0.83524	4582773	1.0037	4588576	1.04957	4576985	75868.0139840046	4582773	907625.784596991	4588576	1727828.53930657	4593552	34655	4599340	907511	4605143	1866996	4593552	0.8355	4599340	1.00301	4605143	1.04939	4593552	41478.1567923399	4599340	904787.589356038	4605143	1779125.01548519
40	4680429	78532	4686217	860510	4692020	1564472	4680429	0.83474	4686217	1.00307	4692020	1.0491	4680429	94079.5936459257	4686217	857876.319698526	4692020	1491251.54894672	4696996	61176	4702784	910078	4708587	1693482	4696996	0.83502	4702784	1.00281	4708587	1.04943	4696996	73262.9158583028	4702784	907527.846750631	4708587	1613716.01726652	4713563	32700	4719367	908158	4725170	1758538	4713563	0.83468	4719367	1.00274	4725170	1.04823	4713563	39176.6904682034	4719367	905676.44653649	4725170	1677626.09351001
41	4800440	77455	4806228	862230	4812031	1466183	4800440	0.83478	4806228	1.00354	4812031	1.04931	4800440	92784.9253695584	4806228	859188.472806266	4812031	1397282.97643213	4817007	60072	4822810	910537	4828598	1594503	4817007	0.83483	4822810	1.00267	4828598	1.04959	4817007	71957.1649317825	4822810	908112.340052061	4828598	1519167.48444631	4833590	31663	4839378	906119	4845181	1670613	4833590	0.83547	4839378	1.0027	4845181	1.04909	4833590	37898.4284295067	4839378	903679.066520395	4845181	1592440.11476613
42	4920451	76585	4926254	862126	4932042	1383211	4920451	0.83514	4926254	1.00267	4932042	1.04951	4920451	91703.1874895227	4926254	859830.253223892	4932042	1317958.85699041	4937034	59097	4942806	911571	4948625	1522873	4937034	0.83505	4942806	1.00308	4948625	1.05018	4937034	70770.6125381714	4942806	908771.982294533	4948625	1450106.64838409	4953601	30619	4959404	906517	4965207	1605116	4953601	0.83472	4959404	1.00288	4965207	1.04935	4953601	36681.7615487828	4959404	903913.728462029	4965207	1529628.81783962
43	5040462	75237	5046250	861871	5052053	1316619	5040462	0.8346	5046250	1.00302	5052053	1.04906	5040462	90147.3759884975	5046250	859275.986520708	5052053	1255046.42251158	5057029	58162	5062817	910191	5068620	1461505	5057029	0.83462	5062817	1.0031	5068620	1.04872	5057029	69686.8035752798	5062817	907378.127803808	5068620	1393608.39880998	5073596	30271	5079415	907669	5085203	1553692	5073596	0.83441	5079415	1.00259	5085203	1.04862	5073596	36278.3283997076	5079415	905324.210295335	5085203	1481653.98333047
44	5160473	74625	5166261	860495	5172064	1264344	5160473	0.83432	5166261	1.00246	5172064	1.04837	5160473	89444.0981877457	5166261	858383.376892844	5172064	1206009.32876752	5177056	58224	5182828	912793	5188631	1416118	5177056	0.83461	5182828	1.00222	5188631	1.04743	5177056	69761.9247313116	5182828	910771.088184231	5188631	1351992.97327745	5193623	29956	5199411	909323	5205214	1521864	5193623	0.83498	5199411	1.00256	5205214	1.04918	5193623	35876.3084145728	5199411	907001.07724226	5205214	1450527.07828971
45	5280484	74789	5286272	865189	5292122	1219823	5280484	0.83417	5286272	1.00309	5292122	1.04824	5280484	89656.7845882734	5286272	862523.801453509	5292122	1163686.7511257	5297098	58260	5302870	912210	5308689	1381429	5297098	0.83496	5302870	1.00251	5308689	1.04876	5297098	69775.7976430009	5302870	909926.085525331	5308689	1317202.21976429	5313681	29800	5319453	912011	5325272	1492844	5313681	0.83485	5319453	1.00291	5325272	1.04879	5313681	35695.0350362341	5319453	909364.748581627	5325272	1423396.48547374
46	5400488	73842	5406276	865784	5412079	1188680	5400488	0.83503	5406276	1.00287	5412079	1.04989	5400488	88430.3557956002	5406276	863306.310887752	5412079	1132194.80136014	5417055	58179	5422843	912977	5428646	1352943	5417055	0.83479	5422843	1.00259	5428646	1.04897	5417055	69692.976676769	5422843	910618.498089947	5428646	1289782.35793207	5433623	29800	5439395	910567	5445198	1473236	5433623	0.83482	5439395	1.00238	5445198	1.04887	5433623	35696.3177690999	5439395	908404.99610926	5445198	1404593.51492559
47	5520499	74063	5526287	866443	5532090	1155848	5520499	0.83468	5526287	1.00313	5532090	1.04941	5520499	88732.2087506589	5526287	863739.495379462	5532090	1101426.51585176	5537051	57820	5542870	913430	5548688	1335564	5537051	0.83501	5542870	1.00256	5548688	1.04972	5537051	69244.6797044347	5542870	911097.590169167	5548688	1272304.99561788	5553680	29721	5559452	911805	5565271	1462188	5553680	0.83492	5559452	1.00239	5565271	1.04858	5553680	35597.4225075456	5559452	909630.981953132	5565271	1394445.82196876
48	5640510	73726	5646298	864409	5652101	1128831	5640510	0.83471	5646298	1.00306	5652101	1.04941	5640510	88325.286626493	5646298	861771.977748091	5652101	1075681.57345556	5657077	57482	5662881	912212	5668684	1320285	5657077	0.83503	5662881	1.00236	5668684	1.04948	5657077	68838.245332503	5662881	910064.248373838	5668684	1258037.31371727	5673660	29975	5679448	910122	5685282	1457985	5673660	0.83494	5679448	1.00316	5685282	1.04922	5673660	35900.7832898172	5679448	907255.073966267	5685282	1389589.40927546
49	5760521	72821	5766309	864762	5772112	1111806	5760521	0.8352	5766309	1.00318	5772112	1.05016	5760521	87189.8946360153	5766309	862020.773938875	5772112	1058701.53119525	5777073	58326	5782860	913032	5788664	1306754	5777073	0.83511	5782860	1.00374	5788664	1.04987	5777073	69842.2962244495	5782860	909629.983860362	5788664	1244681.72249898	5793640	29956	5799443	913618	5805246	1456910	5793640	0.83532	5799443	1.00383	5805246	1.0505	5793640	35861.7056936264	5799443	910132.193698136	5805246	1386872.91765826
50	5880532	72672	5886320	864794	5892123	1091413	5880532	0.8352	5886320	1.00324	5892123	1.04914	5880532	87011.4942528736	5886320	862001.116382919	5892123	1040293.00188726	5897099	58324	5902887	913430	5908706	1292725	5897099	0.83521	5902887	1.00276	5908706	1.04854	5897099	69831.5393733313	5902887	910915.872192748	5908706	1232880.95828485	5913682	30511	5919454	913975	5925258	1458778	5913682	0.83506	5919454	1.00328	5925258	1.04939	5913682	36537.494311786	5919454	910986.96276214	5925258	1390119.97446135
51	6000543	72288	6006331	866117	6012134	1076215	6000543	0.83488	6006331	1.00302	6012134	1.04935	6000543	86584.8984285167	6006331	863509.202209328	6012134	1025601.56287225	6017110	57984	6022898	915389	6028701	1287414	6017110	0.83518	6022898	1.00317	6028701	1.04895	6017110	69426.949879068	6022898	912496.386454938	6028701	1227335.90733591	6033678	30611	6039465	914669	6045269	1462280	6033678	0.83511	6039465	1.00322	6045269	1.05039	6033678	36655.0514303505	6039465	911733.219034708	6045269	1392130.54198917
52	6120554	72025	6126342	864459	6132145	1061614	6120554	0.83533	6126342	1.00344	6132145	1.04967	6120554	86223.4087127243	6126342	861495.455632624	6132145	1011378.81429402	6137106	58333	6142893	914072	6148697	1281620	6137106	0.83493	6142893	1.00313	6148697	1.04928	6137106	69865.7372474339	6142893	911219.88177006	6148697	1221428.02683745	6153673	31140	6159461	916625	6165264	1467153	6153673	0.83485	6159461	1.00311	6165264	1.04904	6153673	37300.1137928969	6159461	913783.134451855	6165264	1398567.26149623
53	6240565	72305	6246353	868004	6252156	1051082	6240565	0.8347	6246353	1.00275	6252156	1.0489	6240565	86623.9367437403	6246353	865623.535277986	6252156	1002080.27457336	6257148	58373	6262920	914612	6268739	1278675	6257148	0.83494	6262920	1.00209	6268739	1.04872	6257148	69912.8081059717	6262920	912704.447704298	6268739	1219272.06499352	6273715	31281	6279487	912427	6285306	1469961	6273715	0.83476	6279487	1.00225	6285306	1.04877	6273715	37473.0461449998	6279487	910378.648041906	6285306	1401604.7369776
54	6360576	71704	6366364	863578	6372167	1041477	6360576	0.83491	6366364	1.00249	6372167	1.04917	6360576	85882.3106682157	6366364	861433.03175094	6372167	992667.537196069	6377144	59070	6382931	914166	6388750	1274911	6377144	0.83492	6382931	1.00312	6388750	1.04932	6377144	70749.2933454702	6382931	911322.673259431	6388750	1214987.80162391	6393726	31790	6399514	912618	6405317	1478754	6393726	0.83509	6399514	1.00277	6405317	1.04965	6393726	38067.7531763044	6399514	910097.031223511	6405317	1408806.74510551
55	6480587	71403	6486375	863957	6492178	1029725	6480587	0.83475	6486375	1.00267	6492178	1.04812	6480587	85538.1850853549	6486375	861656.377472149	6492178	982449.528679922	6497155	58609	6502942	913175	6508761	1268652	6497155	0.83504	6502942	1.00282	6508761	1.04864	6497155	70187.0569074535	6502942	910607.088011807	6508761	1209806.98809887	6513737	32251	6519509	911381	6525313	1483863	6513737	0.83501	6519509	1.00331	6525313	1.04903	6513737	38623.4895390474	6519509	908374.281129462	6525313	1414509.59457785
56	6600598	71449	6606386	863331	6612189	1020259	6600598	0.83383	6606386	1.00204	6612189	1.04919	6600598	85687.7301128527	6606386	861573.390283821	6612189	972425.394828391	6617166	59183	6622953	911575	6628772	1265752	6617166	0.83516	6622953	1.00257	6628772	1.04891	6617166	70864.2655299583	6622953	909238.257677768	6628772	1206730.79673185	6633733	32225	6639520	910585	6645308	1485794	6633733	0.83483	6639520	1.00286	6645308	1.04883	6633733	38600.6731909491	6639520	907988.153879904	6645308	1416620.42466367
57	6720609	71286	6726397	862188	6732200	1011301	6720609	0.83438	6726397	1.00248	6732200	1.04867	6720609	85435.8925189961	6726397	860055.063442662	6732200	964365.33895315	6737177	59223	6742964	911431	6748767	1262662	6737177	0.83442	6742964	1.00272	6748767	1.04838	6737177	70975.0485367081	6742964	908958.632519547	6748767	1204393.44512486	6753744	32825	6759531	912016	6765335	1490323	6753744	0.83459	6759531	1.00346	6765335	1.04946	6753744	39330.6893205047	6759531	908871.305283719	6765335	1420085.56781583
58	6840620	71444	6846408	864129	6852211	1008299	6840620	0.83494	6846408	1.00402	6852211	1.04922	6840620	85567.8252329509	6846408	860669.110177088	6852211	960998.646613675	6857188	59999	6862975	911756	6868778	1259386	6857188	0.83537	6862975	1.00324	6868778	1.0483	6857188	71823.2639429235	6862975	908811.450899087	6868778	1201360.29762473	6873770	33315	6879542	911379	6885361	1494636	6873770	0.83544	6879542	1.00323	6885361	1.04942	6873770	39877.1904625108	6879542	908444.723542956	6885361	1424249.58548532
59	6960631	70386	6966419	862703	6972222	1001399	6960631	0.83471	6966419	1.00267	6972222	1.04903	6960631	84323.8969222844	6966419	860405.716736314	6972222	954595.197468137	6977214	59743	6982986	911035	6988789	1259061	6977214	0.83486	6982986	1.00288	6988789	1.04938	6977214	71560.5011618715	6982986	908418.753988513	6988789	1199814.17598963	6993766	33763	6999553	911611	7005357	1499656	6993766	0.83437	6999553	1.00369	7005357	1.04901	6993766	40465.2612150485	6999553	908259.522362483	7005357	1429591.71027922
60	7080642	70992	7086430	863874	7092233	993877	7080642	0.83546	7086430	1.00405	7092233	1.04935	7080642	84973.5475067628	7086430	860389.422837508	7092233	947135.845999905	7097210	59397	7102997	912356	7108816	1251588	7097210	0.83515	7102997	1.00396	7108816	1.05025	7097210	71121.3554451296	7102997	908757.321008805	7108816	1191704.83218281	7113792	34333	7119580	910503	7125368	1498759	7113792	0.83481	7119580	1.00319	7125368	1.04966	7113792	41126.7234460536	7119580	907607.731337035	7125368	1427851.87584551
61	7200653	70322	7206441	861900	7212244	989208	7200653	0.83524	7206441	1.00297	7212244	1.04946	7200653	84193.7646664432	7206441	859347.737220455	7212244	942587.61648848	7217221	59339	7223008	907688	7228811	1246438	7217221	0.83464	7223008	1.00344	7228811	1.04946	7217221	71095.3225342663	7223008	904576.257673603	7228811	1187694.62390182	7233772	34790	7239560	907940	7245363	1500373	7233772	0.83511	7239560	1.00292	7245363	1.04934	7233772	41659.1826226485	7239560	905296.534120369	7245363	1429825.4140698
62	7320664	70704	7326452	859613	7332271	981920	7320664	0.83486	7326452	1.00288	7332271	1.04941	7320664	84689.6485638311	7326452	857144.424058711	7332271	935687.672120525	7337247	60323	7343019	906794	7348822	1245831	7337247	0.83509	7343019	1.00231	7348822	1.04877	7337247	72235.3279287262	7343019	904704.133451727	7348822	1187897.25106553	7353799	35685	7359571	908846	7365374	1500265	7353799	0.83509	7359571	1.00273	7365374	1.04852	7353799	42731.9211102995	7359571	906371.605516939	7365374	1430840.61343608
63	7440675	70364	7446479	860369	7452282	979424	7440675	0.83429	7446479	1.0032	7452282	1.04961	7440675	84339.977705594	7446479	857624.601275917	7452282	933131.353550366	7457258	60701	7463030	910026	7468833	1241518	7457258	0.83514	7463030	1.00365	7468833	1.05021	7457258	72683.6219077041	7463030	906716.484830369	7468833	1182161.66290551	7473810	35295	7479597	909527	7485385	1497621	7473810	0.83466	7479597	1.0036	7485385	1.04969	7473810	42286.6796060671	7479597	906264.447987246	7485385	1426726.93842944
64	7560686	70588	7566474	861689	7572293	974693	7560686	0.83494	7566474	1.00318	7572293	1.04976	7560686	84542.601863607	7566474	858957.515101976	7572293	928491.274196007	7577254	61032	7583026	906416	7588829	1236373	7577254	0.83546	7583026	1.00359	7588829	1.05008	7577254	73051.9713690662	7583026	903173.606751761	7588829	1177408.38793235	7593821	36489	7599593	909127	7605412	1495598	7593821	0.83481	7599593	1.00325	7605412	1.04961	7593821	43709.3470370503	7599593	906181.908796412	7605412	1424908.29927306
65	7680697	69929	7686485	861752	7692288	968138	7680697	0.83507	7686485	1.00269	7692288	1.04974	7680697	83740.2852455483	7686485	859440.106114552	7692288	922264.560748376	7697249	61271	7703052	906254	7708840	1232563	7697249	0.83525	7703052	1.0028	7708840	1.0494	7697249	73356.4800957797	7703052	903723.57399282	7708840	1174540.68991805	7713832	36857	7719604	907456	7725407	1489157	7713832	0.83531	7719604	1.00335	7725407	1.04954	7713832	44123.7384922963	7719604	904426.172322719	7725407	1418866.36050079
66	7800708	69703	7806496	861573	7812315	965528	7800708	0.83506	7806496	1.00356	7812315	1.04894	7800708	83470.648815654	7806496	858516.680617003	7812315	920479.722386409	7817276	61103	7823063	907154	7828866	1226700	7817276	0.83534	7823063	1.00325	7828866	1.05002	7817276	73147.4609141188	7823063	904215.300274109	7828866	1168263.46164835	7833858	37200	7839646	908730	7845434	1486197	7833858	0.83483	7839646	1.00271	7845434	1.04994	7833858	44559.9702933531	7839646	906273.997466865	7845434	1415506.60037716
67	7920719	70015	7926507	857111	7932310	962543	7920719	0.83489	7926507	1.00296	7932310	1.04925	7920719	83861.3470037969	7926507	854581.438940735	7932310	917362.878246366	7937287	61505	7943074	905395	7948862	1223428	7937287	0.83516	7943074	1.00287	7948862	1.0501	7937287	73644.5711001485	7943074	902803.952655878	7948862	1165058.56585087	7953854	37916	7959626	904663	7965413	1480547	7953854	0.836	7959626	1.00283	7965413	1.04929	7953854	45354.0669856459	7959626	902110.028619008	7965413	1410998.8658998
68	8040730	69806	8046502	859645	8052321	959267	8040730	0.83458	8046502	1.00254	8052321	1.04939	8040730	83642.0714610942	8046502	857467.033734315	8052321	914118.678470349	8057282	61904	8063070	906986	8068857	1215189	8057282	0.83479	8063070	1.00301	8068857	1.04869	8057282	74155.1767510392	8063070	904264.16486376	8068857	1158768.55886868	8073834	38718	8079637	907100	8085425	1475480	8073834	0.83469	8079637	1.00274	8085425	1.04936	8073834	46386.0834561334	8079637	904621.337535154	8085425	1406076.08447053
69	8160741	69595	8166513	859029	8172332	955466	8160741	0.83513	8166513	1.00286	8172332	1.04898	8160741	83334.3311819717	8166513	856579.18353509	8172332	910852.447139126	8177309	61774	8183081	905108	8188884	1206386	8177309	0.83499	8183081	1.00252	8188884	1.04897	8177309	73981.7243320279	8183081	902832.861189802	8188884	1150067.20878576	8193860	38764	8199648	906495	8205451	1466095	8193860	0.83441	8199648	1.00268	8205451	1.04847	8193860	46456.7778430268	8199648	904072.086807356	8205451	1398318.50219844
70	8280752	69664	8286540	859288	8292328	952390	8280752	0.83536	8286540	1.00246	8292328	1.04908	8280752	83393.98582647	8286540	857179.338826487	8292328	907833.530331338	8297304	62195	8303092	903838	8308895	1203701	8297304	0.83497	8303092	1.00268	8308895	1.04967	8297304	74487.706145131	8303092	901422.188534727	8308895	1146742.30948774	8313887	39345	8319659	905160	8325462	1455188	8313887	0.83478	8319659	1.00279	8325462	1.04882	8313887	47132.1785380579	8319659	902641.629852711	8325462	1387452.56574055
71	8400763	69619	8406551	855586	8412354	949501	8400763	0.83505	8406551	1.00249	8412354	1.04861	8400763	83371.0556254117	8406551	853460.882402817	8412354	905485.356805676	8417331	62888	8423118	903021	8428922	1198839	8417331	0.83428	8423118	1.00312	8428922	1.04901	8417331	75379.9683559477	8423118	900212.337506978	8428922	1142828.95301284	8433882	39949	8439670	905905	8445473	1450011	8433882	0.83436	8439670	1.00327	8445473	1.04906	8433882	47879.8120715279	8439670	902952.345829139	8445473	1382200.2554668
72	8520774	69573	8526562	857941	8532365	946503	8520774	0.83421	8526562	1.00281	8532365	1.04829	8520774	83399.8633437624	8526562	855536.941195241	8532365	902901.868757691	8537342	63107	8543114	903325	8548917	1188723	8537342	0.83493	8543114	1.00233	8548917	1.0483	8537342	75583.5818571617	8543114	901225.145411192	8548917	1133953.06687017	8553893	39943	8559681	903348	8565484	1441613	8553893	0.83435	8559681	1.00274	8565484	1.04922	8553893	47873.194702463	8559681	900879.589923609	8565484	1373985.43680067
73	8640785	68977	8646557	856802	8652361	944680	8640785	0.83421	8646557	1.0022	8652361	1.04887	8640785	82685.4149434795	8646557	854921.173418479	8652361	900664.52467894	8657337	63082	8663125	905704	8668912	1182368	8657337	0.8345	8663125	1.00275	8668912	1.04858	8657337	75592.570401438	8663125	903220.144602344	8668912	1127589.69272731	8673889	40957	8679692	905727	8685495	1433774	8673889	0.83479	8679692	1.0023	8685495	1.04871	8673889	49062.6385078882	8679692	903648.608201137	8685495	1367178.72433752
74	8760796	69788	8766584	856336	8772372	942850	8760796	0.83499	8766584	1.00233	8772372	1.04915	8760796	83579.4440651984	8766584	854345.375275608	8772372	898679.883715389	8777364	63545	8783136	905168	8788923	1174659	8777364	0.83444	8783136	1.00249	8788923	1.0487	8777364	76152.8689899813	8783136	902919.729872618	8788923	1120109.65957853	8793915	41205	8799703	902675	8805506	1419977	8793915	0.83446	8799703	1.00286	8805506	1.04921	8793915	49379.239268509	8799703	900100.711963784	8805506	1353377.30292315
75	8880807	69507	8886580	854331	8892398	938036	8880807	0.83466	8886580	1.00218	8892398	1.04894	8880807	83275.8248867802	8886580	852472.60971083	8892398	894270.406314946	8897375	63614	8903162	902222	8908966	1167883	8897375	0.83434	8903162	1.00199	8908966	1.04904	8897375	76244.6964067407	8903162	900430.144013413	8908966	1113287.38656295	8913942	41860	8919730	900693	8925533	1410727	8913942	0.83478	8919730	1.00225	8925533	1.04826	8913942	50144.9483696303	8919730	898670.990271888	8925533	1345779.67298189
76	9000819	69589	9006622	852359	9012425	936073	9000819	0.83414	9006622	1.00187	9012425	1.04842	9000819	83426.0435898051	9006622	850768.063720842	9012425	892841.609278724	9017401	63996	9023189	903943	9029008	1158424	9017401	0.83389	9023189	1.00199	9029008	1.04814	9017401	76743.9350513857	9023189	902147.72602521	9029008	1105218.76848513	9033969	42107	9039756	901648	9045559	1401595	9033969	0.83384	9039756	1.00153	9045559	1.04876	9033969	50497.6973999808	9039756	900270.586003415	9045559	1336430.64190091
77	9120830	69267	9126617	855781	9132420	933594	9120830	0.83423	9126617	1.0023	9132420	1.04875	9120830	83031.0585809669	9126617	853817.220393096	9132420	890196.901072706	9137397	64612	9143184	904278	9148988	1149652	9137397	0.83443	9143184	1.00195	9148988	1.04881	9137397	77432.4988315377	9143184	902518.089725036	9148988	1096148.96883134	9153964	42687	9159752	904108	9165555	1392736	9153964	0.83443	9159752	1.00212	9165555	1.04864	9153964	51157.0772862912	9159752	902195.345866763	9165555	1328135.48977724
78	9240841	68805	9246613	852577	9252416	932734	9240841	0.83405	9246613	1.00108	9252416	1.04896	9240841	82495.0542533421	9246613	851657.21021297	9252416	889198.825503356	9257392	64631	9263164	904235	9268967	1140224	9257392	0.83464	9263164	1.00296	9268967	1.04891	9257392	77435.7806958689	9263164	901566.363563851	9268967	1087056.08679486	9273944	42933	9279731	899662	9285550	1385934	9273944	0.83408	9279731	1.0017	9285550	1.04868	9273944	51473.4797621331	9279731	898135.170210642	9285550	1321598.58107335
79	9360852	69162	9366639	855486	9372442	931390	9360852	0.83458	9366639	1.00251	9372442	1.04909	9360852	82870.425842939	9366639	853344.106293204	9372442	887807.528429401	9377419	65504	9383206	903741	9388994	1132130	9377419	0.83404	9383206	1.00217	9388994	1.04898	9377419	78538.1996067335	9383206	901784.128441282	9388994	1079267.47888425	9393986	43628	9399774	901450	9405561	1372254	9393986	0.83479	9399774	1.00294	9405561	1.04953	9393986	52262.2455947005	9399774	898807.505932558	9405561	1307493.83057178
80	9480863	68918	9486650	852987	9492453	929012	9480863	0.83512	9486650	1.00217	9492453	1.04898	9480863	82524.6671137082	9486650	851140.026143269	9492453	885633.663177563	9497430	65310	9503217	902714	9509005	1122858	9497430	0.83467	9503217	1.00231	9509005	1.04882	9497430	78246.4926258282	9503217	900633.536530614	9509005	1070591.71259129	9513997	43992	9519785	899468	9525588	1363027	9513997	0.83453	9519785	1.00222	9525588	1.04882	9513997	52714.7016883755	9519785	897475.604158767	9525588	1299581.43437387
81	9600874	69251	9606661	854155	9612480	927721	9600874	0.83462	9606661	1.00286	9612480	1.04902	9600874	82973.0895497352	9606661	851719.083421415	9612480	884369.220796553	9617456	65754	9623244	904651	9629032	1117781	9617456	0.83389	9623244	1.00271	9629032	1.04944	9617456	78852.1267793114	9623244	902206.021681244	9629032	1065121.39807898	9634008	44231	9639796	898612	9645599	1354536	9634008	0.83432	9639796	1.00249	9645599	1.04899	9634008	53014.4309137981	9639796	896380.013765724	9645599	1291276.3706041
82	9720885	69362	9726672	854715	9732491	926224	9720885	0.83487	9726672	1.00294	9732491	1.04914	9720885	83081.1982703894	9726672	852209.504058069	9732491	882841.184208018	9737452	65965	9743239	902389	9749043	1107939	9737452	0.83473	9743239	1.00273	9749043	1.04948	9737452	79025.5531728823	9743239	899932.185134583	9749043	1055702.82425582	9754019	45223	9759807	900464	9765610	1346911	9754019	0.83486	9759807	1.00362	9765610	1.05055	9754019	54168.3635579618	9759807	897216.07779837	9765610	1282100.80434058
83	9840896	68902	9846683	853962	9852486	925910	9840896	0.83492	9846683	1.0024	9852486	1.0488	9840896	82525.271882336	9846683	851917.398244214	9852486	882827.993897788	9857463	66144	9863250	901626	9869038	1096360	9857463	0.83424	9863250	1.00235	9869038	1.04874	9857463	79286.5362485616	9863250	899512.146455829	9869038	1045406.86919542	9874014	45127	9879802	899004	9885605	1335449	9874014	0.83386	9879802	1.00276	9885605	1.04876	9874014	54118.1972993068	9879802	896529.578363716	9885605	1273359.96796216
84	9960907	69108	9966694	852965	9972497	922125	9960907	0.83388	9966694	1.00249	9972497	1.0492	9960907	82875.2338465966	9966694	850846.392482718	9972497	878883.911551659	9977474	67262	9983246	902590	9989049	1087185	9977474	0.8347	9983246	1.00268	9989049	1.04951	9977474	80582.2451180065	9983246	900177.52423505	9989049	1035897.70464312	9994041	45403	9999813	899324	10005616	1323862	9994041	0.83361	9999813	1.003	10005616	1.04941	9994041	54465.5174482072	9999813	896634.097706879	10005616	1261529.81198959
85	10080918	69432	10086705	850780	10092493	921173	10080918	0.83418	10086705	1.00254	10092493	1.04878	10080918	83233.834424225	10086705	848624.493785784	10092493	878328.152710769	10097485	67791	10103257	905356	10109060	1073115	10097485	0.8341	10103257	1.00235	10109060	1.04845	10097485	81274.4275266755	10103257	903233.40150646	10109060	1023525.20387238	10114036	46074	10119824	895358	10125627	1318397	10114036	0.83427	10119824	1.00147	10125627	1.04922	10114036	55226.7251609191	10119824	894043.755679152	10125627	1256549.62734222
86	10200929	69198	10206732	851258	10212535	920757	10200929	0.83465	10206732	1.00286	10212535	1.04907	10200929	82906.6075600551	10206732	848830.345212692	10212535	877688.810088936	10217511	68610	10223299	904816	10229087	1067738	10217511	0.83399	10223299	1.00235	10229087	1.04835	10217511	82267.1734673078	10223299	902694.667531302	10229087	1018493.82362761	10234063	46643	10239851	897850	10245654	1307776	10234063	0.83416	10239851	1.00223	10245654	1.04849	10234063	55916.1311978517	10239851	895852.249483652	10245654	1247294.68092209
87	10320940	69664	10326727	850749	10332515	918489	10320940	0.8342	10326727	1.00231	10332515	1.04851	10320940	83509.9496523615	10326727	848788.299029242	10332515	875994.506490162	10337491	68024	10343263	903679	10349066	1060250	10337491	0.83339	10343263	1.0015	10349066	1.04904	10337491	81623.2496190259	10343263	902325.511732402	10349066	1010685.96049722	10354043	47134	10359846	898001	10365634	1299795	10354043	0.83408	10359846	1.00181	10365634	1.04787	10354043	56510.1668904661	10359846	896378.554815784	10365634	1240416.27301096
88	10440951	68935	10446738	850822	10452557	918166	10440951	0.83381	10446738	1.00201	10452557	1.04859	10440951	82674.7100658423	10446738	849115.278290636	10452557	875619.641613977	10457518	69017	10463305	903593	10469109	1049037	10457518	0.83399	10463305	1.00239	10469109	1.04864	10457518	82755.188911138	10463305	901438.561837209	10469109	1000378.58559658	10474085	47356	10479873	896931	10485676	1290654	10474085	0.83388	10479873	1.0021	10485676	1.04894	10474085	56789.9457955581	10479873	895051.392076639	10485676	1230436.44059717
89	10560962	69399	10566749	850569	10572568	916716	10560962	0.83496	10566749	1.00257	10572568	1.0499	10560962	83116.5564817476	10566749	848388.641192136	10572568	873146.013906086	10577529	69231	10583316	904487	10589120	1044172	10577529	0.83417	10583316	1.00242	10589120	1.04894	10577529	82993.8741503531	10583316	902303.425709783	10589120	995454.458786966	10594096	47628	10599884	897353	10605687	1281656	10594096	0.83506	10599884	1.00235	10605687	1.04972	10594096	57035.4226043638	10599884	895249.164463511	10605687	1220950.34866441
90	10680973	69243	10686760	850153	10692579	915614	10680973	0.8348	10686760	1.00328	10692579	1.04865	10680973	82945.6157163392	10686760	847373.614544295	10692579	873135.936680494	10697540	69652	10703328	906742	10709131	1039786	10697540	0.83496	10703328	1.00261	10709131	1.0494	10697540	83419.5650091022	10703328	904381.564117653	10709131	990838.57442348	10714107	48249	10719895	895983	10725698	1274959	10714107	0.83402	10719895	1.00256	10725698	1.04961	10714107	57851.1306683293	10719895	893695.140440473	10725698	1214697.84015015
91	10800984	69448	10806787	852564	10812590	915150	10800984	0.83429	10806787	1.00283	10812590	1.04912	10800984	83242.0381402151	10806787	850158.052710828	10812590	872302.501143816	10817567	69814	10823339	906587	10829142	1037719	10817567	0.83427	10823339	1.0024	10829142	1.04939	10817567	83682.7405995661	10823339	904416.400638468	10829142	988878.300727089	10834118	47864	10839906	894014	10845693	1267668	10834118	0.83393	10839906	1.002	10845693	1.04925	10834118	57395.7046754524	10839906	892229.540918164	10845693	1208165.83273767
