WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
92	10920995	69350	10926782	850735	10932601	914207	10920995	0.83374	10926782	1.00227	10932601	1.04903	10920995	83179.408448677	10926782	848808.205373802	10932601	871478.413391419	10937578	69980	10943350	905648	10949153	1033189	10937578	0.83397	10943350	1.00325	10949153	1.04848	10937578	83911.8913150353	10943350	902714.178918515	10949153	985416.030825576	10954129	49291	10959917	895192	10965704	1258629	10954129	0.83337	10959917	1.00221	10965704	1.04833	10954129	59146.5975497078	10959917	893217.988245977	10965704	1200603.81750021
93	11041006	69269	11046778	849721	11052581	914045	11041006	0.83433	11046778	1.00282	11052581	1.04854	11041006	83023.5038893483	11046778	847331.52509922	11052581	871731.169054113	11057557	69808	11063345	904833	11069148	1030924	11057557	0.83445	11063345	1.0021	11069148	1.04944	11057557	83657.4989514051	11063345	902936.832651432	11069148	982356.304314682	11074125	48575	11079912	894539	11085715	1252431	11074125	0.8348	11079912	1.00312	11085715	1.04963	11074125	58187.5898418783	11079912	891756.719036606	11085715	1193211.89371493
94	11161017	68692	11166804	849583	11172608	911239	11161017	0.83478	11166804	1.00261	11172608	1.0495	11161017	82287.5488152567	11166804	847371.360748447	11172608	868260.123868509	11177584	70040	11183372	900522	11189175	1030827	11177584	0.83524	11183372	1.00172	11189175	1.04894	11177584	83856.1371581821	11183372	898975.761689893	11189175	982732.091444697	11194151	49147	11199939	895411	11205742	1244031	11194151	0.83429	11199939	1.00254	11205742	1.04837	11194151	58908.7727289072	11199939	893142.418257626	11205742	1186633.53586997
95	11281028	68592	11286815	851018	11292619	913453	11281028	0.83441	11286815	1.00277	11292619	1.04916	11281028	82204.1921836987	11286815	848667.191878497	11292619	870651.75950284	11297595	69624	11303367	903294	11309170	1031753	11297595	0.83448	11303367	1.00238	11309170	1.04914	11297595	83433.9948231234	11303367	901149.264749895	11309170	983427.378614866	11314162	49708	11319934	894848	11325737	1235352	11314162	0.83419	11319934	1.00191	11325737	1.04911	11314162	59588.3431832077	11319934	893142.09859169	11325737	1177523.80589261
96	11401039	69225	11406826	848724	11412630	908577	11401039	0.83443	11406826	1.0021	11412630	1.04882	11401039	82960.8235562	11406826	846945.414629278	11412630	866284.967868652	11417606	69757	11423394	904046	11429197	1030037	11417606	0.83499	11423394	1.00207	11429197	1.04861	11417606	83542.3178720703	11423394	902178.490524614	11429197	982287.981232298	11434173	50272	11439961	895922	11445764	1232224	11434173	0.83435	11439961	1.00188	11445764	1.04911	11434173	60252.8914724037	11439961	894240.82724478	11445764	1174542.23103392
97	11521050	69322	11526853	849079	11532656	910082	11521050	0.83397	11526853	1.00262	11532656	1.04895	11521050	83122.8941089008	11526853	846860.226207337	11532656	867612.374279041	11537633	69831	11543451	902203	11549255	1030180	11537633	0.83515	11543451	1.00314	11549255	1.04961	11537633	83614.9194755433	11543451	899378.950096697	11549255	981488.362344109	11554231	50156	11560019	894690	11565806	1221626	11554231	0.83468	11560019	1.00273	11565806	1.0492	11554231	60090.0944074376	11560019	892254.146180926	11565806	1164340.44986657
98	11641061	68886	11646848	847284	11652652	909191	11641061	0.83488	11646848	1.00243	11652652	1.04854	11641061	82510.0613261786	11646848	845230.090879164	11652652	867101.874988079	11657628	69717	11663400	902134	11669203	1027565	11657628	0.83479	11663400	1.00236	11669203	1.04952	11657628	83514.4167994346	11663400	900009.976455565	11669203	979080.913179358	11674180	50689	11679967	894867	11685770	1216538	11674180	0.83449	11679967	1.00269	11685770	1.04902	11674180	60742.4894246785	11679967	892466.265745146	11685770	1159689.99637757
99	11761072	69115	11766859	848313	11772678	907862	11761072	0.83439	11766859	1.00346	11772678	1.04874	11761072	82832.9677968336	11766859	845387.957666474	11772678	865669.279325667	11777639	69749	11783427	901769	11789230	1024174	11777639	0.83455	11783427	1.00229	11789230	1.04849	11777639	83576.7779042598	11783427	899708.667152222	11789230	976808.553252773	11794206	50681	11799994	894312	11805797	1210964	11794206	0.83464	11799994	1.00212	11805797	1.04884	11794206	60721.9879229368	11799994	892420.06945276	11805797	1154574.57762862
100	11881083	69145	11886870	847420	11892674	907691	11881083	0.83434	11886870	1.00237	11892674	1.04866	11881083	82873.8883428818	11886870	845416.363219171	11892674	865572.254114775	11897666	69903	11903438	899653	11909241	1024492	11897666	0.83414	11903438	1.00194	11909241	1.04874	11897666	83802.4792001343	11903438	897911.052558037	11909241	976878.921372314	11914217	51362	11920005	893980	11925808	1205300	11914217	0.83422	11920005	1.0018	11925808	1.04869	11914217	61568.8907002949	11920005	892373.727290876	11925808	1149338.6987575
101	12001094	69494	12006881	847863	12012685	908128	12001094	0.83464	12006881	1.00224	12012685	1.04862	12001094	83262.2448001534	12006881	845968.031609195	12012685	866022.009879651	12017661	70390	12023449	898269	12029236	1024104	12017661	0.83393	12023449	1.0021	12029236	1.04893	12017661	84407.5641840442	12023449	896386.588164854	12029236	976332.071730239	12034213	51537	12040000	893692	12045803	1198656	12034213	0.83411	12040000	1.00195	12045803	1.04851	12034213	61786.8146887101	12040000	891952.692250112	12045803	1143199.39723989
102	12121105	68933	12126908	845765	12132711	907860	12121105	0.83333	12126908	1.0022	12132711	1.04959	12121105	82719.9308797235	12126908	843908.401516663	12132711	864966.320182166	12137688	70564	12143475	899012	12149278	1022590	12137688	0.83469	12143475	1.0028	12149278	1.04916	12137688	84539.1702308642	12143475	896501.794974073	12149278	974674.9780777	12154255	51895	12160042	892717	12165846	1191137	12154255	0.83386	12160042	1.00214	12165846	1.0485	12154255	62234.6676900199	12160042	890810.665176522	12165846	1136039.10348116
103	12241116	69375	12246903	846056	12252707	907191	12241116	0.83395	12246903	1.00243	12252707	1.04955	12241116	83188.44055399	12246903	844005.067685524	12252707	864361.869372588	12257667	69740	12263455	899173	12269258	1019789	12257667	0.83386	12263455	1.00231	12269258	1.04844	12257667	83635.1425898832	12263455	897100.697389031	12269258	972672.732822098	12274250	51952	12280038	893864	12285841	1191353	12274250	0.83449	12280038	1.00229	12285841	1.05045	12274250	62255.9886877015	12280038	891821.728242325	12285841	1134135.84654196
104	12361127	69066	12366914	846983	12372702	904178	12361127	0.83421	12366914	1.00212	12372702	1.04903	12361127	82792.1027079512	12366914	845191.194667305	12372702	861918.152960354	12377678	69934	12383466	898776	12389269	1019557	12377678	0.83402	12383466	1.00279	12389269	1.04939	12377678	83851.7061940961	12383466	896275.391657276	12389269	971571.103212342	12394246	52210	12400018	890576	12405821	1180832	12394246	0.83357	12400018	1.00187	12405821	1.04792	12394246	62634.211883825	12400018	888913.731322427	12405821	1126834.10947401
105	12481138	69019	12486925	847013	12492729	904786	12481138	0.83416	12486925	1.00196	12492729	1.04735	12481138	82740.7212045651	12486925	845356.102040002	12492729	863881.224041629	12497705	70721	12503493	899208	12509296	1015927	12497705	0.83379	12503493	1.00163	12509296	1.04828	12497705	84818.7193418007	12503493	897744.67617783	12509296	969137.062616858	12514272	52903	12520060	892327	12525863	1177206	12514272	0.83401	12520060	1.00164	12525863	1.04827	12514272	63432.09314037	12520060	890865.979793139	12525863	1122998.84571723
106	12601149	68811	12606936	848196	12612740	905286	12601149	0.83418	12606936	1.00303	12612740	1.04828	12601149	82489.3907789686	12606936	845633.72979871	12612740	863591.788453467	12617732	70172	12623504	899832	12629307	1011570	12617732	0.83498	12623504	1.00235	12629307	1.04805	12617732	84040.3362954801	12623504	897722.352471692	12629307	965192.500357808	12634283	53340	12640071	893905	12645874	1172204	12634283	0.83397	12640071	1.00171	12645874	1.04871	12634283	63959.1352206914	12640071	892379.031855527	12645874	1117758.00745678
107	12721160	69082	12726947	845935	12732751	903346	12721160	0.83411	12726947	1.00252	12732751	1.04819	12721160	82821.2106316913	12726947	843808.602322148	12732751	861815.128936548	12737743	70280	12743515	897556	12749318	1010270	12737743	0.83438	12743515	1.00199	12749318	1.04915	12737743	84230.2068601836	12743515	895773.410912284	12749318	962941.428775675	12754294	53424	12760082	891961	12765885	1164334	12754294	0.83465	12760082	1.00229	12765885	1.04885	12754294	64007.6678847421	12760082	889923.076155604	12765885	1110105.35348239
108	12841171	68893	12846958	847988	12852762	903130	12841171	0.83423	12846958	1.00201	12852762	1.04869	12841171	82582.7409707155	12846958	846286.96320396	12852762	861198.25687286	12857738	70884	12863526	899139	12869329	1008017	12857738	0.83489	12863526	1.00249	12869329	1.04909	12857738	84902.2026853837	12863526	896905.704795061	12869329	960848.926212241	12874305	53509	12880093	892712	12885912	1161767	12874305	0.83469	12880093	1.0028	12885912	1.04909	12874305	64106.4347242689	12880093	890219.385719984	12885912	1107404.51248225
109	12961182	69568	12966969	848384	12972773	903733	12961182	0.83524	12966969	1.00294	12972773	1.04949	12961182	83291.0301230784	12966969	845897.062635851	12972773	861116.351751803	12977733	70647	12983521	898216	12989324	1004418	12977733	0.83503	12983521	1.00209	12989324	1.04856	12977733	84604.1459588278	12983521	896342.643874303	12989324	957902.265964752	12994301	53670	13000088	893637	13005892	1158574	12994301	0.83532	13000088	1.00281	13005892	1.04984	12994301	64250.8260307427	13000088	891132.916504622	13005892	1103571.97287206
110	13081193	69253	13086980	846043	13092784	904698	13081193	0.83501	13086980	1.00339	13092784	1.04961	13081193	82936.7312966312	13086980	843184.60419179	13092784	861937.290993798	13097745	71145	13103532	901531	13109335	1004321	13097745	0.83534	13103532	1.00368	13109335	1.04854	13097745	85168.9132568774	13103532	898225.530049418	13109335	957828.02754306	13114312	53926	13120084	896868	13125903	1155373	13114312	0.83453	13120084	1.00335	13125903	1.04922	13114312	64618.4079661606	13120084	893873.52369562	13125903	1101173.25251139
111	13201204	68951	13206991	848228	13212810	904936	13201204	0.83483	13206991	1.00294	13212810	1.04917	13201204	82592.8632176611	13206991	845741.519931402	13212810	862525.615486527	13217787	71258	13223559	898026	13229346	1001120	13217787	0.8352	13223559	1.00252	13229346	1.04944	13217787	85318.4865900383	13223559	895768.662969317	13229346	953956.395792042	13234338	53974	13240126	892298	13245914	1149620	13234338	0.8348	13240126	1.00249	13245914	1.04899	13234338	64655.0071873503	13240126	890081.696575527	13245914	1095930.37111889
112	13321215	69210	13327003	846011	13332821	904210	13321215	0.83503	13327003	1.00251	13332821	1.04848	13321215	82883.2497036035	13327003	843892.828999212	13332821	862400.808789867	13337798	70874	13343585	897143	13349373	998311	13337798	0.83451	13343585	1.00214	13349373	1.04925	13337798	84928.8804208458	13343585	895227.213762548	13349373	951451.989516321	13354365	54271	13360137	892103	13365940	1144377	13354365	0.83393	13360137	1.00291	13365940	1.04929	13354365	65078.6037197367	13360137	889514.512767845	13365940	1090620.32421923
113	13441226	68945	13447014	844798	13452832	900446	13441226	0.83374	13447014	1.0018	13452832	1.04825	13441226	82693.6455009955	13447014	843280.09582751	13452832	858999.284521822	13457793	71662	13463581	897071	13469446	996668	13457793	0.83335	13463581	1.00155	13469446	1.04839	13457793	85992.6801463971	13463581	895682.691827667	13469446	950665.305849922	13474423	54787	13480210	891703	13486014	1142057	13474423	0.83491	13480210	1.00132	13486014	1.0492	13474423	65620.2464936341	13480210	890527.503695122	13486014	1088502.66869996
114	13561237	69335	13567025	846220	13572843	902753	13561237	0.83421	13567025	1.00131	13572843	1.04873	13561237	83114.5634792199	13567025	845112.902098251	13572843	860805.927169052	13577820	70933	13583607	899466	13589411	996834	13577820	0.83384	13583607	1.00153	13589411	1.04909	13577820	85067.8787297323	13583607	898091.919363374	13589411	950189.211602437	13594387	55258	13600175	891958	13605978	1138182	13594387	0.83466	13600175	1.00241	13605978	1.04973	13594387	66204.2029089689	13600175	889813.549346076	13605978	1084261.66728587
115	13681248	68648	13687036	846323	13692839	904213	13681248	0.83451	13687036	1.00252	13692839	1.0499	13681248	82261.4468370661	13687036	844195.62701991	13692839	861237.260691495	13697815	71533	13703603	898031	13709406	994408	13697815	0.83423	13703603	1.00309	13709406	1.04971	13697815	85747.3358666075	13703603	895264.632286236	13709406	947316.877994875	13714382	55180	13720170	895231	13725973	1134897	13714382	0.83421	13720170	1.00231	13725973	1.04951	13714382	66146.4139725009	13720170	893167.782422604	13725973	1081358.91987689
116	13801259	69418	13807047	844627	13812865	901829	13801259	0.83463	13807047	1.00207	13812865	1.04927	13801259	83172.1840815691	13807047	842882.233776084	13812865	859482.306746595	13817826	72024	13823614	897578	13829417	992729	13817826	0.83458	13823614	1.00239	13829417	1.04888	13817826	86299.6956552997	13823614	895437.903410848	13829417	946465.753947068	13834393	55606	13840181	892561	13845984	1132219	13834393	0.83388	13840181	1.00214	13845984	1.04948	13834393	66683.4556530916	13840181	890654.99830363	13845984	1078838.09124519
117	13921270	69500	13927058	845935	13932861	899615	13921270	0.83431	13927058	1.00198	13932861	1.049	13921270	83302.3696228021	13927058	844263.358550071	13932861	857592.945662536	13937853	71886	13943625	897891	13949428	992782	13937853	0.83495	13943625	1.00253	13949428	1.04909	13937853	86096.1734235583	13943625	895625.068576502	13949428	946326.816574365	13954404	55395	13960192	890948	13965995	1125104	13954404	0.83401	13960192	1.00342	13965995	1.0499	13954404	66420.0669056726	13960192	887911.343206235	13965995	1071629.67901705
118	14041281	69112	14047069	845605	14052872	901321	14041281	0.83478	14047069	1.00334	14052872	1.04971	14041281	82790.6753875273	14047069	842790.081129029	14052872	858638.10004668	14057864	72041	14063636	897531	14069423	991384	14057864	0.8348	14063636	1.00289	14069423	1.04979	14057864	86297.3167225683	14063636	894944.610076878	14069423	944364.110917422	14074415	56280	14080203	892775	14086006	1126310	14074415	0.83489	14080203	1.00297	14086006	1.0509	14074415	67410.0779743439	14080203	890131.310009273	14086006	1071757.5411552
119	14161292	69184	14167080	846066	14172883	899840	14161292	0.83399	14167080	1.00232	14172883	1.04992	14161292	82955.4311202772	14167080	844107.670205124	14172883	857055.775678147	14177859	72037	14183647	899953	14189434	987655	14177859	0.83436	14183647	1.00279	14189434	1.04904	14177859	86338.0315451364	14183647	897449.116963672	14189434	941484.59543964	14194426	56489	14200214	893431	14206017	1121024	14194426	0.8343	14200214	1.00211	14206017	1.0498	14194426	67708.2584202325	14200214	891549.829858997	14206017	1067845.3038674
120	14281303	69802	14287091	844985	14292894	900697	14281303	0.83476	14287091	1.00249	14292894	1.04767	14281303	83619.2438545211	14287091	842886.213328812	14292894	859714.41388987	14297870	72415	14303642	897030	14309445	987259	14297870	0.83482	14303642	1.00309	14309445	1.0493	14297870	86743.2500419252	14303642	894266.71584803	14309445	940873.915943963	14314437	56907	14320225	895165	14326028	1120056	14314437	0.83474	14320225	1.00233	14326028	1.04955	14314437	68173.3234300501	14320225	893084.114014347	14326028	1067177.36172645
121	14401314	69794	14407102	846677	14412920	901361	14401314	0.83416	14407102	1.00324	14412920	1.04948	14401314	83669.7995588376	14407102	843942.625892109	14412920	858864.389983611	14417897	72877	14423684	897916	14429488	987748	14417897	0.83504	14423684	1.00312	14429488	1.04968	14417897	87273.6635370761	14423684	895123.21556743	14429488	940999.161649265	14434464	57225	14440252	891203	14446055	1115302	14434464	0.83538	14440252	1.00299	14446055	1.05007	14434464	68501.7596782303	14440252	888546.2467223	14446055	1062121.57284752
122	14521325	69434	14527113	845362	14532931	900697	14521325	0.83433	14527113	1.00314	14532931	1.05077	14521325	83221.2673642324	14527113	842715.872161413	14532931	857178.069415762	14537892	72148	14543680	898270	14549483	985823	14537892	0.83491	14543680	1.00275	14549483	1.04979	14537892	86414.104514259	14543680	895806.532036899	14549483	939066.860991246	14554459	56561	14560247	892083	14566050	1111735	14554459	0.83502	14560247	1.00279	14566050	1.04941	14554459	67736.1021292903	14560247	889601.013173247	14566050	1059390.51467015
123	14641336	69185	14647124	845957	14652911	899384	14641336	0.83479	14647124	1.00296	14652911	1.04895	14641336	82877.1307754046	14647124	843460.357342267	14652911	857413.604080271	14657888	72670	14663691	898844	14669494	984362	14657888	0.83498	14663691	1.0025	14669494	1.04928	14657888	87032.024719155	14663691	896602.493765586	14669494	938130.908813663	14674486	57086	14680274	891865	14686061	1109773	14674486	0.83454	14680274	1.00211	14686061	1.04911	14674486	68404.1507896566	14680274	889987.127161689	14686061	1057823.29784293
124	14761347	69448	14767135	847168	14772938	900310	14761347	0.83424	14767135	1.00224	14772938	1.04878	14761347	83247.027234369	14767135	845274.584929757	14772938	858435.515551403	14777914	72414	14783702	899842	14789505	984994	14777914	0.83496	14783702	1.00224	14789505	1.04878	14777914	86727.5079045703	14783702	897830.858876118	14789505	939180.762409657	14794481	57820	14800253	890771	14806057	1106712	14794481	0.8347	14800253	1.00256	14806057	1.04878	14794481	69270.3965496586	14800253	888496.449090329	14806057	1055237.51406396
125	14881358	69509	14887146	844459	14892964	899838	14881358	0.83471	14887146	1.00296	14892964	1.04993	14881358	83273.2326197122	14887146	841966.778336125	14892964	857045.707809092	14897941	73372	14903728	897843	14909516	982435	14897941	0.83521	14903728	1.00321	14909516	1.04907	14897941	87848.5650315489	14903728	894970.14583188	14909516	936481.836293098	14914508	58066	14920280	892691	14926083	1103812	14914508	0.83394	14920280	1.00279	14926083	1.04929	14914508	69628.5104443965	14920280	890207.321572812	14926083	1051960.84971743
126	15001369	69735	15007157	846461	15012960	899467	15001369	0.83434	15007157	1.00327	15012960	1.04997	15001369	83581.0341107942	15007157	843702.094152123	15012960	856659.714087069	15017936	72579	15023724	898639	15029527	981083	15017936	0.83535	15023724	1.00277	15029527	1.04957	15017936	86884.5394146166	15023724	896156.64609033	15029527	934747.563287823	15034504	57949	15040291	891134	15046094	1101516	15034504	0.83463	15040291	1.003	15046094	1.04976	15034504	69430.7657285264	15040291	888468.594217348	15046094	1049302.69775949
127	15121380	69485	15127168	845200	15132971	900494	15121380	0.83441	15127168	1.00216	15132971	1.04854	15121380	83274.4094629738	15127168	843378.30286581	15132971	858807.484693002	15137947	73056	15143750	898291	15149554	980945	15137947	0.83423	15143750	1.00215	15149554	1.04891	15137947	87572.9714826846	15143750	896363.817791748	15149554	935204.164322964	15154530	58132	15160318	890867	15166137	1099271	15154530	0.83427	15160318	1.00235	15166137	1.04912	15154530	69680.0795905402	15160318	888778.370828553	15166137	1047802.92054293
128	15241391	69904	15247179	844997	15252982	900109	15241391	0.83427	15247179	1.00268	15252982	1.04885	15241391	83790.6193438575	15247179	842738.460924722	15252982	858186.585307718	15257958	72985	15263746	899230	15269549	981148	15257958	0.8342	15263746	1.00388	15269549	1.04996	15257958	87491.0093502757	15263746	895754.472646133	15269549	934462.265229152	15274526	58592	15280298	892874	15286101	1095756	15274526	0.83469	15280298	1.00286	15286101	1.04859	15274526	70196.1207154752	15280298	890327.662884151	15286101	1044980.40225446
129	15361402	69465	15367190	845555	15372993	897830	15361402	0.83428	15367190	1.0016	15372993	1.0495	15361402	83263.4127631011	15367190	844204.273162939	15372993	855483.563601715	15377969	73177	15383757	897529	15389560	977634	15377969	0.83387	15383757	1.00234	15389560	1.0486	15377969	87755.8852099248	15383757	895433.685176687	15389560	932323.097463284	15394537	58848	15400324	894199	15406127	1095661	15394537	0.83405	15400324	1.00269	15406127	1.04898	15394537	70556.9210478988	15400324	891800.057844399	15406127	1044501.32509676
130	15481413	69134	15487201	845036	15493004	901014	15481413	0.83394	15487201	1.00163	15493004	1.04912	15481413	82900.4484735113	15487201	843660.832842467	15493004	858828.351380204	15497996	72577	15503768	896819	15509556	977052	15497996	0.83364	15503768	1.00177	15509556	1.04866	15497996	87060.3617868624	15503768	895234.435049962	15509556	931714.759788683	15514532	58843	15520320	892812	15526107	1092273	15514532	0.83363	15520320	1.0026	15526107	1.04897	15514532	70586.471216247	15520320	890496.70855775	15526107	1041281.44751518
131	15601424	69744	15607212	844958	15613015	899300	15601424	0.83428	15607212	1.00167	15613015	1.04957	15601424	83597.8328618689	15607212	843549.272714567	15613015	856827.081566737	15617991	72577	15623779	896514	15629582	977321	15617991	0.83419	15623779	1.00136	15629582	1.04842	15617991	87002.9609561371	15623779	895296.396900216	15629582	932184.62066729	15634543	59762	15640331	893606	15646134	1089241	15634543	0.83391	15640331	1.00208	15646134	1.0483	15634543	71664.8079528966	15640331	891751.157592208	15646134	1039054.65992559
132	15721435	69197	15727223	843290	15733042	899559	15721435	0.83421	15727223	1.00204	15733042	1.04832	15721435	82949.1375073423	15727223	841573.190690991	15733042	858095.810439561	15738018	73637	15743790	897520	15749656	977691	15738018	0.83453	15743790	1.00227	15749656	1.04806	15738018	88237.690676189	15743790	895487.243956219	15749656	932857.851649715	15754648	59728	15760435	890952	15766238	1086953	15754648	0.83426	15760435	1.00209	15766238	1.04836	15754648	71593.9874859157	15760435	889093.793970602	15766238	1036812.73608303
133	15841446	69503	15847234	846400	15853053	900995	15841446	0.83369	15847234	1.00167	15853053	1.04843	15841446	83367.9185308688	15847234	844988.868589456	15853053	859375.447097088	15858029	73405	15863817	897880	15869620	975535	15858029	0.83353	15863817	1.00162	15869620	1.04771	15858029	88065.2166088803	15863817	896427.786985084	15869620	931111.662578385	15874596	59475	15880384	890149	15886187	1083413	15874596	0.83368	15880384	1.00124	15886187	1.04816	15874596	71340.3224258708	15880384	889046.582238025	15886187	1033633.22393528
134	15961457	69392	15967229	845817	15973032	900456	15961457	0.83369	15967229	1.00182	15973032	1.04799	15961457	83234.7755160791	15967229	844280.409654429	15973032	859221.939140641	15978009	73082	15983796	896030	15989600	975703	15978009	0.83414	15983796	1.00211	15989600	1.04821	15978009	87613.5900448366	15983796	894143.357515642	15989600	930827.792140888	15994576	59966	16000364	893120	16006167	1083243	15994576	0.83403	16000364	1.00203	16006167	1.0476	15994576	71899.0923587881	16000364	891310.639402014	16006167	1034023.48224513
135	16081468	69302	16087256	846530	16093059	900016	16081468	0.83379	16087256	1.00152	16093059	1.0486	16081468	83116.8519651231	16087256	845245.227254573	16093059	858302.498569521	16098035	73517	16103823	896756	16109611	977108	16098035	0.83443	16103823	1.00147	16109611	1.04816	16098035	88104.4545378282	16103823	895439.703635656	16109611	932212.639291711	16114587	60010	16120359	892985	16126162	1079827	16114587	0.83326	16120359	1.00217	16126162	1.04862	16114587	72018.33761371	16120359	891051.418422024	16126162	1029760.06561004
136	16201479	69515	16207267	845914	16213070	900853	16201479	0.83334	16207267	1.0021	16213070	1.04785	16201479	83417.3326613387	16207267	844141.303263147	16213070	859715.608150022	16218046	73892	16223818	898452	16229622	976605	16218046	0.83399	16223818	1.00164	16229622	1.04928	16218046	88600.5827408003	16223818	896980.951239967	16229622	930738.220494053	16234598	60368	16240370	891644	16246173	1077621	16234598	0.83406	16240370	1.001	16246173	1.04859	16234598	72378.4859602427	16240370	890753.246753247	16246173	1027685.74943496
137	16321490	69754	16327278	846509	16333081	898604	16321490	0.83385	16327278	1.00154	16333081	1.04877	16321490	83652.9351801883	16327278	845207.380633824	16333081	856817.033286612	16338057	74073	16343845	898348	16349648	976425	16338057	0.83395	16343845	1.00167	16349648	1.04813	16338057	88821.871814857	16343845	896850.260065691	16349648	931587.684733764	16354625	60186	16360412	897592	16366215	1076406	16354625	0.83449	16360412	1.00193	16366215	1.04838	16354625	72123.0931467124	16360412	895862.984440031	16366215	1026732.67326733
138	16441501	69416	16447289	849161	16453108	901687	16441501	0.83389	16447289	1.00193	16453108	1.04822	16441501	83243.5932796892	16447289	847525.276216902	16453108	860207.780809372	16458068	73655	16463856	899293	16469659	974000	16458068	0.8337	16463856	1.00106	16469659	1.04763	16458068	88347.1272640039	16463856	898340.758795677	16469659	929717.552952856	16474636	60994	16480423	891609	16486226	1074591	16474636	0.83401	16480423	1.00055	16486226	1.04792	16474636	73133.4156664788	16480423	891118.884613463	16486226	1025451.37033361
139	16561512	69155	16567300	848250	16573119	901033	16561512	0.83349	16567300	1.00098	16573119	1.0481	16561512	82970.4015645059	16567300	847419.528861716	16573119	859682.282224979	16578095	73753	16583867	900887	16589670	972288	16578095	0.83359	16583867	1.0017	16589670	1.04831	16578095	88476.3492844204	16583867	899358.091244884	16589670	927481.374784177	16594647	60699	16600419	897448	16606237	1076186	16594647	0.83349	16600419	1.00158	16606237	1.04935	16594647	72825.1088795307	16600419	896032.269014956	16606237	1025573.92671654
140	16681523	69981	16687311	848071	16693114	899931	16681523	0.83459	16687311	1.00252	16693114	1.04897	16681523	83850.7530643789	16687311	845939.233132506	16693114	857918.720268454	16698090	74277	16703878	899255	16709666	977071	16698090	0.83474	16703878	1.00234	16709666	1.0494	16698090	88982.1980496921	16703878	897155.655765509	16709666	931075.852868306	16714642	60910	16720414	892476	16726217	1070474	16714642	0.83407	16720414	1.00238	16726217	1.04839	16714642	73027.4437397341	16720414	890356.95045791	16726217	1021064.68012858
141	16801534	69652	16807322	848521	16813125	899904	16801534	0.83422	16807322	1.00184	16813125	1.04902	16801534	83493.5628491285	16807322	846962.588836541	16813125	857852.090522583	16818101	74667	16823889	898062	16829677	973898	16818101	0.83438	16823889	1.00189	16829677	1.04852	16818101	89488.0030681464	16823889	896367.864735649	16829677	928831.114332583	16834653	61421	16840441	893720	16846244	1072601	16834653	0.83404	16840441	1.00225	16846244	1.04889	16834653	73642.7509471968	16840441	891713.644300324	16846244	1022605.80232436
142	16921545	70013	16927333	847024	16933136	900054	16921545	0.83375	16927333	1.00084	16933136	1.04841	16921545	83973.6131934033	16927333	846313.096998521	16933136	858494.291355481	16938112	74548	16943900	899648	16949703	971965	16938112	0.83403	16943900	1.00141	16949703	1.04821	16938112	89382.8759157344	16943900	898381.282391828	16949703	927261.71282472	16954664	61481	16960452	894429	16966239	1070018	16954664	0.83423	16960452	1.00187	16966239	1.04856	16954664	73697.9010584611	16960452	892759.539660834	16966239	1020464.25574121
143	17041556	70153	17047344	847427	17053147	900640	17041556	0.83427	17047344	1.00183	17053147	1.04832	17041556	84089.0838697304	17047344	845879.041354322	17053147	859126.984126984	17058123	74516	17063911	898304	17069714	974082	17058123	0.83468	17063911	1.0022	17069714	1.04876	17058123	89274.9317103561	17063911	896332.069447216	17069714	928794.004347992	17074706	61301	17080494	894003	17086297	1068262	17074706	0.8345	17080494	1.00204	17086297	1.04876	17074706	73458.3582983823	17080494	892182.946788552	17086297	1018595.29348945
144	17161567	70152	17167355	847091	17173158	899872	17161567	0.83442	17167355	1.00128	17173158	1.04825	17161567	84072.7691090818	17167355	846008.109619687	17173158	858451.705222991	17178134	74406	17183906	898339	17189710	972925	17178134	0.83406	17183906	1.00192	17189710	1.04872	17178134	89209.4093950076	17183906	896617.494410731	17189710	927726.180486689	17194702	61428	17200489	895973	17206293	1068199	17194702	0.83415	17200489	1.00195	17206293	1.04892	17194702	73641.4313972307	17200489	894229.252956735	17206293	1018379.85737711
145	17281578	69957	17287366	847229	17293169	902554	17281578	0.83445	17287366	1.00164	17293169	1.04847	17281578	83836.0596800288	17287366	845841.819416158	17293169	860829.589783208	17298145	74855	17303933	899225	17309736	970591	17298145	0.83435	17303933	1.00199	17309736	1.04841	17298145	89716.5458141068	17303933	897439.096198565	17309736	925774.267700613	17314728	61537	17320516	892583	17326319	1064319	17314728	0.83457	17320516	1.00246	17326319	1.04856	17314728	73734.9772936962	17320516	890392.634120065	17326319	1015029.18287938
