HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/19/2025 5:01 PM
Export Time Stamp:	9/19/2025 10:05 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	129336	605858	1236098	611661	3584136	600055	0.84573	605858	1.01532	611661	1.06359	600055	152928.239509063	605858	1217446.71630619	611661	3369847.40360477	616637	130886	622409	1258718	628213	3660627	616637	0.8448	622409	1.01516	628213	1.06314	616637	154931.34469697	622409	1239920.80066196	628213	3443221.96512219	633189	121018	638977	1205413	644780	3565981	633189	0.84522	638977	1.01534	644780	1.06227	633189	143179.290598897	638977	1187201.33157366	644780	3356944.09142685
7	720066	129241	725869	1234917	731672	3582243	720066	0.84548	725869	1.01524	731672	1.06356	720066	152861.096655154	725869	1216379.37827509	731672	3368162.58603182	736664	130868	742436	1258264	748255	3652179	736664	0.84578	742436	1.01535	748255	1.06395	736664	154730.544586063	742436	1239241.64081351	748255	3432660.36937826	753231	121571	759019	1205609	764822	3567065	753231	0.84596	759019	1.01476	764822	1.06333	753231	143707.740318691	759019	1188073.04190153	764822	3354617.09911316
8	840077	128307	845880	1233997	851683	3570556	840077	0.84513	845880	1.01575	851683	1.06342	840077	151819.246743105	845880	1214862.90918041	851683	3357615.99368077	856659	131547	862431	1256287	868266	3651902	856659	0.84514	862431	1.01429	868266	1.06351	856659	155651.134723241	862431	1238587.58343275	868266	3433820.08631795	873227	121080	879014	1202286	884817	3552243	873227	0.84574	879014	1.01451	884817	1.06293	873227	143164.565942252	879014	1185090.33917852	884817	3341935.02864723
9	960088	128584	965891	1229022	971694	3564584	960088	0.84541	965891	1.01578	971694	1.06286	960088	152096.6158432	965891	1209929.31540294	971694	3353766.25331652	976670	131505	982458	1256101	988246	3648825	976670	0.84532	982458	1.01539	988246	1.06443	976670	155568.305493778	982458	1237062.60648618	988246	3427961.44415321	993222	120843	999010	1200953	1004813	3553501	993222	0.84582	999010	1.01456	1004813	1.06308	993222	142870.823579485	999010	1183718.06497398	1004813	3342646.83749106
10	1080099	129607	1085902	1228381	1091705	3565166	1080099	0.84504	1085902	1.01564	1091705	1.06373	1080099	153373.804790306	1085902	1209464.96790201	1091705	3351570.41730514	1096681	131687	1102469	1259660	1108303	3636376	1096681	0.84494	1102469	1.01458	1108303	1.06243	1096681	155853.670083083	1102469	1241558.08314771	1108303	3422697.02474516	1113280	120917	1119067	1202965	1124886	3545516	1113280	0.84527	1119067	1.01505	1124886	1.06365	1113280	143051.332710258	1119067	1185128.8113886	1124886	3333348.37587552
11	1200110	116409	1205897	779414	1211716	3282397	1200110	0.84866	1205897	1.01477	1211716	1.06266	1200110	137168.00603304	1205897	768069.611833223	1211716	3088849.67910715	1216677	121400	1222464	836723	1228283	3438519	1216677	0.84571	1222464	1.01554	1228283	1.06328	1216677	143548.024736612	1222464	823919.29416862	1228283	3233879.12873373	1233260	112285	1239047	822741	1244850	3373845	1233260	0.84551	1239047	1.01545	1244850	1.06349	1233260	132801.504417452	1239047	810223.053818504	1244850	3172427.57336693
12	1320121	114465	1325924	415094	1331727	3272624	1320121	0.84621	1325924	1.01621	1331727	1.06333	1320121	135267.841315985	1325924	408472.658210409	1331727	3077712.46931809	1336688	119654	1342475	411822	1348263	3421071	1336688	0.84598	1342475	1.01486	1348263	1.06308	1336688	141438.331875458	1342475	405791.931892084	1348263	3218074.83914663	1353239	111819	1359027	414893	1364830	3362892	1353239	0.846	1359027	1.01571	1364830	1.06346	1353239	132173.758865248	1359027	408475.844483169	1364830	3162217.666861
13	1440132	113948	1445935	236893	1451738	3268573	1440132	0.84572	1445935	1.01513	1451738	1.0636	1440132	134734.900439862	1445935	233362.229468147	1451738	3073122.41444152	1456714	119430	1462533	223700	1468336	3419075	1456714	0.84609	1462533	1.01586	1468336	1.06347	1456714	141155.196255717	1462533	220207.508908708	1468336	3215017.8190264	1473313	110835	1479085	232200	1484888	3354787	1473313	0.84674	1479085	1.01582	1484888	1.06389	1473313	130896.142853769	1479085	228583.804217283	1484888	3153321.30201431
14	1560143	113450	1565946	143986	1571749	3264048	1560143	0.84595	1565946	1.01616	1571749	1.06342	1560143	134109.5809445	1565946	141696.189576445	1571749	3069387.44804499	1576710	119089	1582513	132163	1588316	3415820	1576710	0.84519	1582513	1.01611	1588316	1.06414	1576710	140902.045693868	1582513	130067.61079017	1588316	3209934.78301727	1593277	110636	1599065	140495	1604868	3357338	1593277	0.84551	1599065	1.01519	1604868	1.06421	1593277	130851.202232972	1599065	138392.813167978	1604868	3154770.20512869
15	1680154	113213	1685957	93419	1691760	3263893	1680154	0.84531	1685957	1.01485	1691760	1.06377	1680154	133930.747299807	1685957	92052.0273932108	1691760	3068231.85463023	1696736	119876	1702524	84210	1708343	3411558	1696736	0.84634	1702524	1.01623	1708343	1.06341	1696736	141640.475459035	1702524	82865.0994361513	1708343	3208130.44827489	1713319	110883	1719091	91121	1724879	3347418	1713319	0.84691	1719091	1.01694	1724879	1.06344	1713319	130926.544733207	1719091	89603.1230947745	1724879	3147726.24689686
16	1800165	112797	1805937	65227	1811740	3258416	1800165	0.8455	1805937	1.01605	1811740	1.0632	1800165	133408.633944412	1805937	64196.6438659515	1811740	3064725.35741159	1816716	118923	1822504	59229	1828292	3404522	1816716	0.84546	1822504	1.01543	1828292	1.064	1816716	140660.705414804	1822504	58328.9837802704	1828292	3199738.72180451	1833330	110898	1839118	64246	1844921	3350377	1833330	0.84666	1839118	1.01566	1844921	1.06466	1833330	130982.921125363	1839118	63255.4201209066	1844921	3146898.54037909
17	1920176	113041	1925963	48981	1931751	3255103	1920176	0.84592	1925963	1.01558	1931751	1.06392	1920176	133630.839795725	1925963	48229.5830953741	1931751	3059537.37123092	1936727	119249	1942515	45762	1948303	3403657	1936727	0.84584	1942515	1.01531	1948303	1.0635	1936727	140982.928213374	1942515	45071.9484689405	1948303	3200429.7132111	1953295	110309	1959082	48619	1964885	3344559	1953295	0.84545	1959082	1.01552	1964885	1.0646	1953295	130473.712224259	1959082	47875.9650228454	1964885	3141610.93368401
18	2040187	113415	2045959	39920	2051762	3250369	2040187	0.84534	2045959	1.0159	2051762	1.0634	2040187	134164.95138051	2045959	39295.2062210848	2051762	3056581.71901448	2056738	119598	2062542	37406	2068329	3402339	2056738	0.84635	2062542	1.01611	2068329	1.06428	2056738	141310.332604714	2062542	36812.9434805287	2068329	3196845.75487654	2073306	110587	2079078	39701	2084881	3338950	2073306	0.84552	2079078	1.01564	2084881	1.06306	2073306	130791.702147791	2079078	39089.6380607302	2084881	3140885.74492503
19	2160198	113309	2165985	33519	2171789	3250969	2160198	0.84571	2165985	1.01521	2171789	1.0636	2160198	133980.915443828	2165985	33016.8142551787	2171789	3056571.07935314	2176781	118896	2182553	32725	2188356	3403489	2176781	0.84538	2182553	1.01476	2188356	1.06353	2176781	140642.078118716	2182553	32249.0046907643	2188356	3200181.47113857	2193348	110083	2199135	34599	2204923	3335959	2193348	0.84608	2199135	1.01592	2204923	1.06309	2193348	130109.44591528	2199135	34056.8154972833	2204923	3137983.61380504
20	2280209	112782	2285996	29905	2291800	3244765	2280209	0.84537	2285996	1.01502	2291800	1.06359	2280209	133411.405656695	2285996	29462.4736458395	2291800	3050766.74282383	2296776	118872	2302564	29702	2308351	3396076	2296776	0.84541	2302564	1.01537	2308351	1.06298	2296776	140608.69873789	2302564	29252.3907541093	2308351	3194863.49696137	2313343	110215	2319115	30515	2324918	3339771	2313343	0.84543	2319115	1.01452	2324918	1.06334	2313343	130365.612765102	2319115	30078.2636123487	2324918	3140830.77849042
21	2400220	112583	2406007	27667	2411811	3245892	2400220	0.84572	2406007	1.01499	2411811	1.06356	2400220	133120.89107506	2406007	27258.3966344496	2411811	3051912.44499605	2416787	118628	2422575	27468	2428378	3395458	2416787	0.8461	2422575	1.01629	2428378	1.06458	2416787	140205.64945042	2422575	27027.7184661858	2428378	3189481.2977888	2433370	110656	2439142	28113	2444945	3329525	2433370	0.84643	2439142	1.01572	2444945	1.06322	2433370	130732.60635847	2439142	27677.9033591935	2444945	3131548.50360227
22	2520231	112743	2526018	25480	2531822	3241598	2520231	0.84564	2526018	1.01555	2531822	1.06316	2520231	133322.690506599	2526018	25089.852789129	2531822	3049021.78411528	2536798	118950	2542570	25874	2548373	3390886	2536798	0.84539	2542570	1.01594	2548373	1.06414	2536798	140704.290327541	2542570	25468.0394511487	2548373	3186503.65553405	2553350	110418	2559137	26420	2564925	3336583	2553350	0.8456	2559137	1.01586	2564925	1.06411	2553350	130579.470198676	2559137	26007.5207213592	2564925	3135562.11293945
23	2640242	113296	2646029	24441	2651833	3238821	2640242	0.84611	2646029	1.01494	2651833	1.06346	2640242	133902.211296404	2646029	24081.226476442	2651833	3045550.37330976	2656825	119104	2662597	24725	2668400	3389885	2656825	0.84622	2662597	1.01632	2668400	1.06366	2656825	140748.268771714	2662597	24327.9675692695	2668400	3187000.54528703	2673376	110368	2679164	25136	2684967	3330576	2673376	0.84626	2679164	1.01564	2684967	1.06437	2673376	130418.547491315	2679164	24748.9267850813	2684967	3129152.45638265
24	2760253	113378	2766040	23361	2771844	3239552	2760253	0.84568	2766040	1.01573	2771844	1.06397	2760253	134067.259483493	2766040	22999.2222342552	2771844	3044777.57831518	2776820	119641	2782608	23972	2788411	3388550	2776820	0.84607	2782608	1.01591	2788411	1.06412	2776820	141407.921330386	2782608	23596.5784370663	2788411	3184368.30432658	2793372	110511	2799159	24120	2804947	3330196	2793372	0.84533	2799159	1.01512	2804947	1.06283	2793372	130731.193734991	2799159	23760.7376467807	2804947	3133328.9425402
25	2880264	113042	2886051	22340	2891855	3237301	2880264	0.8459	2886051	1.01472	2891855	1.06335	2880264	133635.18146353	2886051	22015.9255755282	2891855	3044435.98062726	2896831	118676	2902619	23133	2908422	3379483	2896831	0.84551	2902619	1.0146	2908422	1.06254	2896831	140360.255940202	2902619	22800.1182732111	2908422	3180570.14324167	2913398	111215	2919170	23349	2924973	3327424	2913398	0.84532	2919170	1.01509	2924973	1.06332	2913398	131565.560970993	2919170	23001.9013092435	2924973	3129278.11007035
26	3000275	106807	3006062	22126	3011866	3106697	3000275	0.84569	3006062	1.01599	3011866	1.06365	3000275	126295.687545082	3006062	21777.7734032815	3011866	2920788.79330607	3016842	113374	3022630	22970	3028433	3253282	3016842	0.84595	3022630	1.01554	3028433	1.06339	3016842	134019.741119452	3022630	22618.5083797783	3028433	3059349.81521361	3033409	105105	3039197	22234	3044984	3204446	3033409	0.8457	3039197	1.01479	3044984	1.06353	3033409	124281.660163178	3039197	21909.9518126903	3044984	3013028.31137815
27	3120286	106965	3126073	20729	3131877	3098998	3120286	0.84638	3126073	1.01535	3131877	1.06341	3120286	126379.40405019	3126073	20415.6202294775	3131877	2914208.06650304	3136837	112708	3142641	21744	3148444	3242170	3136837	0.84617	3142641	1.01524	3148444	1.06412	3136837	133197.820768876	3142641	21417.5958394074	3148444	3046808.63060557	3153405	105299	3159192	21379	3164980	3202049	3153405	0.84639	3159192	1.01457	3164980	1.06455	3153405	124409.551152542	3159192	21071.9812334289	3164980	3007889.71866047
28	3240297	107105	3246084	20223	3251888	3096312	3240297	0.84614	3246084	1.01421	3251888	1.06329	3240297	126580.707684308	3246084	19939.6574673884	3251888	2912010.83429732	3256864	112633	3262652	20916	3268455	3236703	3256864	0.8452	3262652	1.01547	3268455	1.06295	3256864	133261.949834359	3262652	20597.3588584596	3268455	3045019.05075497	3273431	105206	3279203	20952	3285006	3198630	3273431	0.84578	3279203	1.01554	3285006	1.06326	3273431	124389.32110005	3279203	20631.3882269532	3285006	3008323.45804413
29	3360308	107055	3366095	19468	3371899	3093368	3360308	0.84544	3366095	1.01451	3371899	1.06346	3360308	126626.372066616	3366095	19189.5594917744	3371899	2908777.01088898	3376875	112734	3382663	20552	3388466	3231373	3376875	0.84508	3382663	1.01356	3388466	1.06227	3376875	133400.388128935	3382663	20277.0432929476	3388466	3041950.72815763	3393442	104980	3399214	20413	3405002	3196275	3393442	0.84521	3399214	1.01466	3405002	1.06316	3393442	124205.818672283	3399214	20118.069106893	3405002	3006391.32397758
30	3480319	107120	3486106	19243	3491925	3088152	3480319	0.84618	3486106	1.01515	3491925	1.06342	3480319	126592.450778794	3486106	18955.8193370438	3491925	2903981.49367136	3496902	112619	3502674	19933	3508477	3228367	3496902	0.84549	3502674	1.01483	3508477	1.06299	3496902	133199.683024045	3502674	19641.7133904201	3508477	3037062.43708784	3513453	104738	3519241	20017	3525028	3189216	3513453	0.84549	3519241	1.01416	3525028	1.06351	3513453	123878.461010775	3519241	19737.516762641	3525028	2998764.46859926
31	3600330	101548	3606117	20364	3611921	2975591	3600330	0.84779	3606117	1.01541	3611921	1.06409	3600330	119779.6624164	3606117	20054.9531716253	3611921	2796371.54751948	3616959	105582	3622747	20435	3628535	3104431	3616959	0.84549	3622747	1.01612	3628535	1.06416	3616959	124876.698719086	3622747	20110.8136834232	3628535	2917259.62261314	3633527	99001	3639299	20341	3645118	3060681	3633527	0.84628	3639299	1.01505	3645118	1.06288	3633527	116983.740605946	3639299	20039.4069257672	3645118	2879611.05675147
32	3720341	99764	3726128	21863	3731932	2952062	3720341	0.84649	3726128	1.01623	3731932	1.06375	3720341	117856.088081371	3726128	21513.8305304901	3731932	2775146.4159812	3736908	104490	3742696	22701	3748499	3082151	3736908	0.84639	3742696	1.01584	3748499	1.06436	3736908	123453.727005281	3742696	22347.0231532525	3748499	2895778.68390394	3753475	96300	3759263	22557	3765082	3053260	3753475	0.84647	3759263	1.01655	3765082	1.06362	3753475	113766.5835765	3759263	22189.7594805961	3765082	2870630.4883323
33	3840352	98532	3846139	24675	3851943	2873424	3840352	0.84556	3846139	1.01574	3851943	1.06324	3840352	116528.691044988	3846139	24292.6339417567	3851943	2702516.83533351	3856919	101220	3862707	25716	3868494	3000468	3856919	0.84562	3862707	1.01594	3868494	1.06359	3856919	119699.15564911	3862707	25312.5184558143	3868494	2821075.79048317	3873471	86536	3879258	25461	3885046	2980384	3873471	0.84578	3879258	1.01609	3885046	1.06376	3873471	102315.022819173	3879258	25057.8196813274	3885046	2801744.75445589
34	3960363	95929	3966150	27814	3971969	2739391	3960363	0.8462	3966150	1.0144	3971969	1.06366	3960363	113364.452848026	3966150	27419.1640378549	3971969	2575438.57999737	3976946	94855	3982733	29166	3988537	2854705	3976946	0.84594	3982733	1.01615	3988537	1.06301	3976946	112129.701870109	3982733	28702.4553461595	3988537	2685492.14024327	3993513	67397	3999301	29479	4005088	2840594	3993513	0.84628	3999301	1.01644	4005088	1.06419	3993513	79639.1265302264	3999301	29002.2037700209	4005088	2669254.55040923
35	4080374	91340	4086161	32631	4091980	2549826	4080374	0.84688	4086161	1.01627	4091980	1.0626	4080374	107854.713772908	4086161	32108.5931888179	4091980	2399610.38961039	4096941	84198	4102729	34822	4108516	2662339	4096941	0.8459	4102729	1.0168	4108516	1.06351	4096941	99536.588249202	4102729	34246.6561762392	4108516	2503351.16736091	4113493	51941	4119280	34455	4125084	2659161	4113493	0.84589	4119280	1.01633	4125084	1.06365	4113493	61403.9650545579	4119280	33901.3902964588	4125084	2500033.84571993
36	4200385	85940	4206172	37198	4211991	2332158	4200385	0.84558	4206172	1.01571	4211991	1.06353	4200385	101634.381134842	4206172	36622.6580421577	4211991	2192846.46413359	4216952	73161	4222740	41241	4228527	2444126	4216952	0.84589	4222740	1.01668	4228527	1.06368	4216952	86489.9691449243	4222740	40564.3860408388	4228527	2297801.97051745	4233519	42301	4239291	40525	4245095	2459712	4233519	0.84583	4239291	1.01643	4245095	1.06396	4233519	50011.231571356	4239291	39869.9369361392	4245095	2311846.31001166
37	4320396	81261	4326183	43531	4331987	2120551	4320396	0.84643	4326183	1.01751	4331987	1.06474	4320396	96004.3949292913	4326183	42781.8891214828	4331987	1991613.91513421	4336963	64073	4342735	49869	4348523	2221924	4336963	0.84655	4342735	1.01578	4348523	1.06382	4336963	75687.2009922627	4342735	49094.2920711178	4348523	2088627.77537553	4353499	36839	4359287	47832	4365106	2247908	4353499	0.84631	4359287	1.01614	4365106	1.06421	4353499	43528.9669270126	4359287	47072.2538232921	4365106	2112278.59163135
38	4440407	74809	4446210	50417	4452013	1913706	4440407	0.84599	4446210	1.01566	4452013	1.06356	4440407	88427.7591933711	4446210	49639.6431876809	4452013	1799339.95261198	4456990	56478	4462762	59764	4468565	2022228	4456990	0.84658	4462762	1.01597	4468565	1.06416	4456990	66713.1281154764	4462762	58824.5715916809	4468565	1900304.46549391	4473557	32361	4479345	55889	4485132	2057699	4473557	0.84664	4479345	1.0159	4485132	1.06412	4473557	38222.8574128319	4479345	55014.2730583719	4485132	1933709.54403639
39	4560418	70370	4566206	58226	4572024	1742983	4560418	0.84639	4566206	1.01684	4572024	1.06449	4560418	83141.3414619738	4566206	57261.7127571693	4572024	1637387.85709589	4576985	50773	4582773	71402	4588576	1854334	4576985	0.84664	4582773	1.01577	4588576	1.0643	4576985	59969.9990550884	4582773	70293.4719473897	4588576	1742303.86169313	4593552	29460	4599340	65145	4605143	1898324	4593552	0.8467	4599340	1.01636	4605143	1.06438	4593552	34793.9057517421	4599340	64096.3831713173	4605143	1783502.13269697
