WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
36	4200385	69991	4206172	28012	4211991	1790336	4200385	0.83809	4206172	1.00412	4211991	1.05616	4200385	83512.5105895548	4206172	27897.0640959248	4211991	1695137.10043933	4216952	58831	4222740	28410	4228527	1813062	4216952	0.83862	4222740	1.00426	4228527	1.05605	4216952	70152.1547303904	4222740	28289.4867862904	4228527	1716833.4832631	4233504	35116	4239291	32339	4245095	1814429	4233504	0.83823	4239291	1.00384	4245095	1.0558	4233504	41893.0365174236	4239291	32215.2932738285	4245095	1718534.76037128
37	4320396	67399	4326183	31736	4331987	1622411	4320396	0.83786	4326183	1.00449	4331987	1.05615	4320396	80441.8399255246	4326183	31594.1423010682	4331987	1536155.84907447	4336963	52394	4342735	32730	4348538	1651588	4336963	0.83791	4342735	1.00548	4348538	1.05652	4336963	62529.3885978208	4342735	32551.6171380833	4348538	1563234.01355393	4353515	30238	4359302	37467	4365106	1662534	4353515	0.83799	4359302	1.00421	4365106	1.05674	4353515	36083.9628157854	4359302	37309.9252148455	4365106	1573266.83952533
38	4440407	64692	4446179	35912	4451982	1462899	4440407	0.838	4446179	1.00454	4451982	1.05575	4440407	77198.0906921241	4446179	35749.6963784419	4451982	1385649.06464599	4456959	46847	4462731	38555	4468534	1497959	4456959	0.83803	4462731	1.00404	4468534	1.05632	4456959	55901.3400474923	4462731	38399.8645472292	4468534	1418092.05543775	4473526	26875	4479313	42815	4485117	1514872	4473526	0.83829	4479313	1.00466	4485117	1.05634	4473526	32059.311216882	4479313	42616.4075408596	4485117	1434076.14972452
39	4560418	62920	4566206	40060	4572009	1316036	4560418	0.83858	4566206	1.0044	4572009	1.05602	4560418	75031.6010398531	4566206	39884.5081640781	4572009	1246222.60942028	4576985	42119	4582773	43746	4588560	1362402	4576985	0.8377	4582773	1.00443	4588560	1.05487	4576985	50279.3362779038	4582773	43553.0599444461	4588560	1291535.44986586	4593537	24626	4599324	49281	4605128	1383022	4593537	0.83818	4599324	1.00428	4605128	1.05593	4593537	29380.3240354101	4599324	49070.9762217708	4605128	1309766.74590172
40	4680429	60102	4686201	44030	4692020	1192750	4680429	0.83777	4686201	1.00483	4692020	1.05599	4680429	71740.4538238419	4686201	43818.3573340764	4692020	1129508.80216669	4696996	39149	4702784	49030	4708587	1249656	4696996	0.83796	4702784	1.00456	4708587	1.05629	4696996	46719.4138145019	4702784	48807.4380823445	4708587	1183061.4698615	4713563	22801	4719351	55523	4725154	1274688	4713563	0.83893	4719351	1.00495	4725154	1.05635	4713563	27178.6680652736	4719351	55249.5149012389	4725154	1206690.96416907
41	4800440	58150	4806228	48208	4812031	1092587	4800440	0.83786	4806228	1.00469	4812031	1.05629	4800440	69403.0028883107	4806228	47982.9599179847	4812031	1034362.72235844	4817007	35696	4822795	54727	4828614	1159205	4817007	0.83812	4822795	1.004	4828614	1.0559	4817007	42590.5598243688	4822795	54508.9641434263	4828614	1097835.96931528	4833590	21652	4839362	62207	4845165	1188902	4833590	0.83768	4839362	1.00406	4845165	1.05542	4833590	25847.579027791	4839362	61955.4608290341	4845165	1126472.87335847
42	4920451	56283	4926239	52018	4932057	1013804	4920451	0.83774	4926239	1.00318	4932057	1.05489	4920451	67184.329266837	4926239	51853.1071193604	4932057	961051.863227446	4937034	33340	4942806	60059	4948593	1094741	4937034	0.83725	4942806	1.00455	4948593	1.05602	4937034	39820.8420424007	4942806	59786.9692897317	4948593	1036666.91918714	4953585	20672	4959357	68670	4965161	1125013	4953585	0.83801	4959357	1.00434	4965161	1.0561	4953585	24667.9633894584	4959357	68373.260051377	4965161	1065252.34352808
43	5040462	54265	5046234	54820	5052022	956819	5040462	0.83759	5046234	1.00379	5052022	1.05652	5040462	64787.0676584009	5046234	54613.0166668327	5052022	905632.643016696	5056998	31298	5062786	65322	5068589	1043192	5056998	0.83813	5062786	1.0041	5068589	1.05569	5056998	37342.6556739408	5062786	65055.2733791455	5068589	988161.297350548	5073565	20182	5079368	74946	5085172	1078428	5073565	0.83814	5079368	1.00448	5085172	1.05533	5073565	24079.5093898394	5079368	74611.7394074546	5085172	1021886.99269423
44	5160473	51825	5166261	57487	5172064	910764	5160473	0.83829	5166261	1.00463	5172064	1.0569	5160473	61822.2810721827	5166261	57222.0618536178	5172064	861731.47885325	5177040	29914	5182828	69327	5188631	1007307	5177040	0.83782	5182828	1.00452	5188631	1.05654	5177040	35704.5666133537	5182828	69015.0519651177	5188631	953401.669600773	5193607	19554	5199395	80316	5205183	1045418	5193607	0.83735	5199395	1.00408	5205183	1.05623	5193607	23352.2421926315	5199395	79989.6422595809	5205183	989763.593156794
45	5280484	50826	5286272	58846	5292090	876644	5280484	0.83907	5286272	1.00485	5292090	1.05628	5280484	60574.2071579249	5286272	58561.9744240434	5292090	829935.244442762	5297067	28173	5302854	73308	5308642	986370	5297067	0.83875	5302854	1.00477	5308642	1.05686	5297067	33589.2697466468	5302854	72959.9808911492	5308642	933302.424162141	5313634	19367	5319422	84894	5325209	1025369	5313634	0.83781	5319422	1.00416	5325209	1.05626	5313634	23116.2196679438	5319422	84542.3040152964	5325209	970754.359722038
46	5400495	52410	5406267	758471	5412070	845341	5400495	0.83847	5406267	1.0046	5412070	1.0559	5400495	62506.7086478944	5406267	754998.009157874	5412070	800588.123875367	5417047	28887	5422834	743533	5428622	967897	5417047	0.83797	5422834	1.00425	5428622	1.05598	5417047	34472.5944842894	5422834	740386.357978591	5428622	916586.488380462	5433598	19899	5439386	755243	5445205	1003192	5433598	0.83768	5439386	1.00395	5445205	1.05583	5433598	23754.8944704422	5439386	752271.527466507	5445205	950145.383252986
47	5520506	51121	5526278	776032	5532097	827099	5520506	0.83797	5526278	1.00406	5532097	1.05633	5520506	61005.7639294963	5526278	772894.050156365	5532097	782993.004080164	5537058	28252	5542845	761685	5548648	962070	5537058	0.8379	5542845	1.00391	5548648	1.05498	5537058	33717.6274018379	5542845	758718.41101294	5548648	911931.979753171	5553625	19315	5559412	771482	5565216	1001088	5553625	0.83794	5559412	1.00422	5565216	1.05568	5553625	23050.5764135857	5559412	768240.027085698	5565216	948287.359806002
48	5640517	50443	5646289	777296	5652108	811830	5640517	0.8377	5646289	1.00387	5652108	1.05639	5640517	60216.0678047034	5646289	774299.461085599	5652108	768494.590066169	5657084	27177	5662872	764210	5668675	959941	5657084	0.83828	5662872	1.004	5668675	1.0558	5657084	32419.9551462519	5662872	761165.338645418	5668675	909207.236218981	5673651	19575	5679439	775263	5685242	1006209	5673651	0.83768	5679439	1.0034	5685242	1.05633	5673651	23368.1119281826	5679439	772636.037472593	5685242	952551.759393372
49	5760528	50277	5766316	780066	5772119	799906	5760528	0.8386	5766316	1.00511	5772119	1.05639	5760528	59953.4939184355	5766316	776100.128344161	5772119	757207.092077737	5777095	26644	5782883	767278	5788686	971740	5777095	0.83817	5782883	1.00493	5788686	1.05659	5777095	31788.3007027214	5782883	763513.876588419	5788686	919694.488874587	5793662	19206	5799450	776835	5805253	1014001	5793662	0.83887	5799450	1.00523	5805253	1.05609	5793662	22895.0850548953	5799450	772793.291087612	5805253	960146.389038813
50	5880539	50228	5886327	780834	5892145	790262	5880539	0.83815	5886327	1.00422	5892145	1.0554	5880539	59927.2206645589	5886327	777552.727489992	5892145	748779.609626682	5897122	26505	5902909	768359	5908713	981129	5897122	0.83826	5902909	1.00515	5908713	1.05717	5897122	31619.0680695727	5902909	764422.225538477	5908713	928071.171145606	5913689	19018	5919477	778150	5925280	1029882	5913689	0.83884	5919477	1.00526	5925280	1.05616	5913689	22671.7848457394	5919477	774078.347890098	5925280	975119.300106045
51	6000550	50308	6006338	782860	6012141	783836	6000550	0.83846	6006338	1.00455	6012141	1.05608	6000550	60000.4770650955	6006338	779314.120750585	6012141	742212.711158245	6017117	25866	6022905	769561	6028708	993278	6017117	0.83803	6022905	1.0048	6028708	1.05649	6017117	30865.2434877033	6022905	765884.753184713	6028708	940167.914509366	6033684	19123	6039488	780023	6045291	1048512	6033684	0.83775	6039488	1.00484	6045291	1.05628	6033684	22826.6189197255	6039488	776265.873173839	6045291	992645.889347522
52	6120561	50368	6126349	786413	6132152	776394	6120561	0.83876	6126349	1.00501	6132152	1.05625	6120561	60050.5508131051	6126349	782492.711515308	6132152	735047.573964497	6137128	25549	6142916	771512	6148719	1006665	6137128	0.83862	6142916	1.0047	6148719	1.05654	6137128	30465.5266986239	6142916	767902.856574102	6148719	952794.025782271	6153696	19212	6159468	780646	6165271	1070602	6153696	0.83829	6159468	1.00431	6165271	1.05577	6153696	22918.0832408832	6159468	777295.85486553	6165271	1014048.51435445
53	6240572	50164	6246360	785941	6252163	769896	6240572	0.83772	6246360	1.00413	6252163	1.05546	6240572	59881.5833452705	6246360	782708.414249151	6252163	729441.19151839	6257139	25699	6262911	770274	6268715	1019581	6257139	0.83836	6262911	1.00423	6268715	1.05564	6257139	30653.8957011308	6262911	767029.465361521	6268715	965841.574779281	6273707	18795	6279479	781683	6285282	1088559	6273707	0.8378	6279479	1.00459	6285282	1.05494	6273707	22433.7550728097	6279479	778111.468360226	6285282	1031868.16311828
54	6360583	50434	6366371	785975	6372189	760628	6360583	0.83774	6366371	1.00503	6372189	1.05663	6360583	60202.4494473226	6366371	782041.332099539	6372189	719862.203420308	6377166	25344	6382969	772300	6388772	1037748	6377166	0.83818	6382969	1.00479	6388772	1.05625	6377166	30236.9419456441	6382969	768618.318255556	6388772	982483.313609468	6393749	19004	6399536	781743	6405340	1109767	6393749	0.83783	6399536	1.00437	6405340	1.05586	6393749	22682.4057386343	6399536	778341.647002599	6405340	1051055.06411835
55	6480594	51148	6486382	785821	6492169	753987	6480594	0.83734	6486382	1.00433	6492169	1.05551	6480594	61083.9085676069	6486382	782433.064829289	6492169	714334.30284886	6497146	25467	6502933	772652	6508721	1052774	6497146	0.83743	6502933	1.00367	6508721	1.05596	6497146	30410.9000155237	6502933	769826.735879323	6508721	996982.840259101	6513713	19169	6519501	781640	6525304	1130647	6513713	0.83803	6519501	1.00334	6525304	1.05494	6513713	22873.8827965586	6519501	779038.013036458	6525304	1071764.2709538
56	6600605	50885	6606393	788350	6612212	749635	6600605	0.83765	6606393	1.00441	6612212	1.0553	6600605	60747.3288366263	6606393	784888.641092781	6612212	710352.506396285	6617172	25631	6622960	773933	6628763	1069501	6617172	0.83756	6622960	1.00474	6628763	1.0561	6617172	30601.9867233392	6622960	770281.863964807	6628763	1012689.13928605	6633740	18697	6639527	783971	6645330	1152567	6633740	0.83749	6639527	1.00474	6645330	1.05579	6633740	22325.0426870769	6639527	780272.508310608	6645330	1091663.11482397
57	6720616	51394	6726388	787432	6732191	742544	6720616	0.83811	6726388	1.00412	6732191	1.05626	6720616	61321.3062724463	6726388	784201.091503008	6732191	702993.581125859	6737168	25458	6742955	770658	6748743	1081300	6737168	0.83858	6742955	1.00354	6748743	1.05529	6737168	30358.4631162203	6742955	767939.494190566	6748743	1024647.25336164	6753735	19169	6759523	783633	6765326	1172926	6753735	0.83819	6759523	1.00491	6765326	1.05711	6753735	22869.5164580823	6759523	779804.161566708	6765326	1109559.08089035
58	6840627	51361	6846415	788022	6852218	731496	6840627	0.83858	6846415	1.00294	6852218	1.05627	6840627	61247.5852035584	6846415	785712.006700301	6852218	692527.478769633	6857194	25942	6862966	774435	6868785	1094314	6857194	0.83786	6862966	1.00499	6868785	1.05576	6857194	30962.2132575848	6862966	770589.757112011	6868785	1036517.76918997	6873762	18748	6879549	783322	6885352	1187413	6873762	0.83749	6879549	1.00404	6885352	1.05547	6873762	22385.9389365843	6879549	780170.112744512	6885352	1125008.76386823
59	6960638	51189	6966426	791242	6972229	725661	6960638	0.83802	6966426	1.00364	6972229	1.05582	6960638	61083.2677024415	6966426	788372.324737954	6972229	687296.130022163	6977205	26214	6982993	773391	6988796	1105687	6977205	0.83847	6982993	1.00392	6988796	1.05606	6977205	31264.0881605782	6982993	770371.145111164	6988796	1046992.5951177	6993788	18842	6999560	785093	7005363	1206566	6993788	0.83822	6999560	1.00475	7005363	1.05644	6993788	22478.5855741929	6999560	781381.438168699	7005363	1142105.56207641
60	7080649	51484	7086437	791123	7092240	717889	7080649	0.83755	7086437	1.00478	7092240	1.05642	7080649	61469.7629992239	7086437	787359.421963017	7092240	679548.853675621	7097216	26341	7103004	777111	7108792	1117458	7097216	0.83808	7103004	1.00372	7108792	1.05668	7097216	31430.1737304315	7103004	774230.86119635	7108792	1057517.88620964	7113784	19096	7119571	786035	7125374	1223188	7113784	0.83818	7119571	1.00472	7125374	1.05662	7113784	22782.6958409888	7119571	782342.34413568	7125374	1157642.2933505
61	7200660	51653	7206432	790352	7212235	711560	7200660	0.83818	7206432	1.00496	7212235	1.05674	7200660	61625.1879071321	7206432	786451.202037892	7212235	673353.899729356	7217212	26473	7222999	777403	7228803	1125025	7217212	0.83813	7222999	1.00517	7228803	1.05638	7217212	31585.7921802107	7222999	773404.498741506	7228803	1064981.35140764	7233795	19049	7239582	788679	7245370	1235397	7233795	0.83888	7239582	1.00418	7245370	1.05595	7233795	22707.6578294869	7239582	785396.044533849	7245370	1169938.91756238
62	7320671	51666	7326459	790490	7332278	703456	7320671	0.83771	7326459	1.00428	7332278	1.05571	7320671	61675.2814219718	7326459	787121.121599554	7332278	666334.504740885	7337254	27000	7343026	777447	7348829	1128896	7337254	0.83856	7343026	1.00459	7348829	1.05632	7337254	32198.0538065255	7343026	773894.822763515	7348829	1068706.45259012	7353821	19153	7359593	789786	7365396	1246726	7353821	0.83786	7359593	1.00516	7365396	1.05645	7353821	22859.4275893347	7359593	785731.62481595	7365396	1180108.85512802
63	7440682	52203	7446470	791269	7452273	693862	7440682	0.83796	7446470	1.0041	7452273	1.05662	7440682	62297.7230416726	7446470	788038.04401952	7452273	656680.736688687	7457249	27240	7463021	775191	7468825	1135235	7457249	0.83776	7463021	1.00424	7468825	1.0564	7457249	32515.2788388083	7463021	771918.067394248	7468825	1074626.0886028	7473817	19243	7479589	789063	7485392	1256056	7473817	0.83829	7479589	1.00489	7485392	1.05606	7473817	22955.0632835892	7479589	785223.258267074	7485392	1189379.39132246
64	7560693	52763	7566481	791415	7572300	686865	7560693	0.83769	7566481	1.00482	7572300	1.05705	7560693	62986.3075839511	7566481	787618.677972174	7572300	649794.238683128	7577260	28031	7583048	776884	7588851	1136605	7577260	0.83801	7583048	1.00474	7588851	1.05633	7577260	33449.4815097672	7583048	773218.942213906	7588851	1075994.24422292	7593828	19169	7599600	790734	7605403	1271450	7593828	0.83868	7599600	1.00549	7605403	1.05722	7593828	22856.1549100968	7599600	786416.573014152	7605403	1202635.21310607
65	7680704	53153	7686492	794454	7692295	679492	7680704	0.83867	7686492	1.00564	7692295	1.0559	7680704	63377.7290233346	7686492	789998.40897339	7692295	643519.272658396	7697287	28305	7703059	778012	7708862	1137714	7697287	0.83839	7703059	1.00429	7708862	1.05632	7697287	33761.1374181467	7703059	774688.585966205	7708862	1077054.30172675	7713854	19183	7719626	790440	7725445	1277807	7713854	0.8383	7719626	1.00544	7725445	1.05526	7713854	22883.2160324466	7719626	786163.2718014	7725445	1210893.05005402
66	7800715	53487	7806503	793287	7812306	671052	7800715	0.83862	7806503	1.00478	7812306	1.05611	7800715	63779.7810688989	7806503	789513.127251737	7812306	635399.721619907	7817282	28651	7823070	777517	7828873	1131836	7817282	0.83802	7823070	1.00386	7828873	1.05667	7817282	34188.9215054533	7823070	774527.324527325	7828873	1071134.7913729	7833850	19236	7839637	790597	7845456	1286571	7833850	0.83801	7839637	1.00466	7845456	1.05673	7833850	22954.3800193315	7839637	786929.906635081	7845456	1217502.10555203
67	7920726	53768	7926514	794348	7932317	665566	7920726	0.83865	7926514	1.00535	7932317	1.05728	7920726	64112.5618553628	7926514	790120.853434127	7932317	629507.793583535	7937293	29072	7943081	777568	7948884	1131764	7937293	0.83755	7943081	1.00492	7948884	1.05668	7937293	34710.7635365053	7943081	773761.09541058	7948884	1071056.51663701	7953876	19363	7959648	790032	7965467	1294442	7953876	0.83785	7959648	1.00531	7965467	1.05622	7953876	23110.3419466492	7959648	785859.088241438	7965467	1225542.02722918
68	8040737	53617	8046525	791689	8052328	659921	8040737	0.83814	8046525	1.00438	8052328	1.05679	8040737	63971.4128904479	8046525	788236.524024771	8052328	624458.028558181	8057320	29530	8063092	775228	8068895	1122967	8057320	0.83795	8063092	1.00344	8068895	1.05568	8057320	35240.7661554985	8063092	772570.357968588	8068895	1063738.06456502	8073872	19390	8079659	790061	8085463	1297977	8073872	0.83835	8079659	1.00491	8085463	1.05606	8073872	23128.7648356892	8079659	786200.754296405	8085463	1229075.05255383
69	8160748	53710	8166536	793923	8172355	654099	8160748	0.83839	8166536	1.00518	8172355	1.05705	8160748	64063.2641133601	8166536	789831.671939354	8172355	618796.651057188	8177315	29869	8183103	777490	8188906	1117265	8177315	0.83791	8183103	1.00491	8188906	1.05667	8177315	35647.0265302956	8183103	773691.176324248	8188906	1057345.24496768	8193898	19614	8199702	788985	8205489	1305363	8193898	0.83828	8199702	1.00439	8205489	1.05605	8193898	23397.9100062032	8199702	785536.494787881	8205489	1236080.6779982
70	8280759	53763	8286531	792346	8292350	649174	8280759	0.83756	8286531	1.00358	8292350	1.05547	8280759	64190.0281770858	8286531	789519.520117978	8292350	615056.799340578	8297326	30736	8303098	776921	8308902	1107484	8297326	0.83762	8303098	1.00398	8308902	1.05613	8297326	36694.4437811896	8303098	773841.112372756	8308902	1048624.69582343	8313878	19501	8319650	789904	8325453	1308827	8313878	0.83802	8319650	1.00421	8325453	1.05614	8313878	23270.3276771437	8319650	786592.445803169	8325453	1239255.21237715
71	8400770	53706	8406558	791075	8412361	643362	8400770	0.8375	8406558	1.00326	8412361	1.05598	8400770	64126.5671641791	8406558	788504.475410163	8412361	609255.857118506	8417337	31049	8423125	779400	8428928	1099268	8417337	0.83723	8423125	1.00444	8428928	1.05655	8417337	37085.3887223344	8423125	775954.760861774	8428928	1040431.59339359	8433889	19665	8439677	790263	8445480	1309092	8433889	0.83741	8439677	1.00409	8445480	1.05583	8433889	23483.1205741513	8439677	787043.990080571	8445480	1239870.05483837
72	8520781	54130	8526569	794126	8532372	637321	8520781	0.83793	8526569	1.00436	8532372	1.05532	8520781	64599.6682300431	8526569	790678.641124696	8532372	603912.557328583	8537348	31542	8543136	777713	8548939	1087538	8537348	0.83728	8543136	1.00446	8548939	1.05467	8537348	37671.985476782	8543136	774259.801286263	8548939	1031164.25042904	8553916	19665	8559703	790242	8565507	1311699	8553916	0.83745	8559703	1.00475	8565507	1.05611	8553916	23481.998925309	8559703	786506.096043792	8565507	1242009.82852165
73	8640792	53955	8646580	790768	8652383	636158	8640792	0.83733	8646580	1.00323	8652383	1.05565	8640792	64436.9603382179	8646580	788222.04280175	8652383	602622.08118221	8657360	32069	8663147	777506	8668950	1075225	8657360	0.83734	8663147	1.00356	8668950	1.05614	8657360	38298.6600425156	8663147	774747.897484954	8668950	1018070.52095366	8673911	19502	8679699	789189	8685502	1313764	8673911	0.83736	8679699	1.00406	8685502	1.0546	8673911	23289.8633801471	8679699	785997.848734139	8685502	1245746.25450408
74	8760803	54244	8766591	791164	8772394	631907	8760803	0.83778	8766591	1.00344	8772394	1.05585	8760803	64747.3083625773	8766591	788451.726062346	8772394	598481.791921201	8777371	32421	8783158	775941	8788946	1064581	8777371	0.83718	8783158	1.00365	8788946	1.05532	8777371	38726.4387586899	8783158	773119.115229413	8788946	1008775.53727779	8793922	19518	8799694	791933	8805497	1315214	8793922	0.83689	8799694	1.00443	8805497	1.05527	8793922	23322.0614417665	8799694	788440.209870275	8805497	1246329.37542051
75	8880814	54772	8886602	791405	8892405	625759	8880814	0.83722	8886602	1.00281	8892405	1.05509	8880814	65421.275172595	8886602	789187.383452498	8892405	593085.897885488	8897382	33427	8903169	776406	8908957	1050993	8897382	0.83734	8903169	1.00353	8908957	1.05533	8897382	39920.4624167005	8903169	773674.927505904	8908957	995890.384998058	8913933	19802	8919721	788364	8925524	1312424	8913933	0.83754	8919721	1.00346	8925524	1.05534	8913933	23643.0498841846	8919721	785645.665995655	8925524	1243603.00945667
76	9000825	54431	9006613	789785	9012416	622567	9000825	0.8376	9006613	1.0039	9012416	1.05612	9000825	64984.4794651385	9006613	786716.804462596	9012416	589485.096390562	9017393	33112	9023180	777239	9028968	1039314	9017393	0.83749	9023180	1.00338	9028968	1.05555	9017393	39537.1885037433	9023180	774620.781757659	9028968	984618.445360239	9033944	19668	9039716	787858	9045519	1309469	9033944	0.83755	9039716	1.00315	9045519	1.05533	9033944	23482.777147633	9039716	785384.04027314	9045519	1240814.72146153
77	9120836	54893	9126624	789321	9132427	619421	9120836	0.83733	9126624	1.00292	9132427	1.0547	9120836	65557.1877276582	9126624	787022.893151996	9132427	587295.913529914	9137404	34229	9143191	776028	9148979	1026913	9137404	0.8375	9143191	1.00394	9148979	1.05473	9137404	40870.447761194	9143191	772982.449150348	9148979	973626.425720327	9153955	19861	9159743	788599	9165546	1307991	9153955	0.83714	9159743	1.00312	9165546	1.05462	9153955	23724.8249994027	9159743	786146.223781801	9165546	1240248.62035615
78	9240847	54698	9246635	790656	9252438	614782	9240847	0.83722	9246635	1.00342	9252438	1.05441	9240847	65332.8874131053	9246635	787961.172789061	9252438	583057.823806679	9257415	34722	9263202	776843	9269005	1014148	9257415	0.83743	9263202	1.00334	9269005	1.05523	9257415	41462.5700058512	9263202	774256.981681185	9269005	961068.203140548	9273982	20010	9279769	788928	9285573	1305932	9273982	0.83745	9279769	1.00341	9285573	1.05488	9273982	23893.9638187355	9279769	786246.898077556	9285573	1237991.05111482
79	9360858	54283	9366646	791087	9372449	611443	9360858	0.83688	9366646	1.00347	9372449	1.05538	9360858	64863.5407704808	9366646	788351.42057062	9372449	579358.145881105	9377426	34910	9383213	774818	9389016	999989	9377426	0.83722	9383213	1.00335	9389016	1.05406	9377426	41697.5227538759	9383213	772231.02606269	9389016	948702.161167296	9393977	20332	9399749	787633	9405552	1304984	9393977	0.8367	9399749	1.00206	9405552	1.055	9393977	24300.2270825864	9399749	786013.811548211	9405552	1236951.65876777
80	9480869	54819	9486657	791493	9492460	606612	9480869	0.8368	9486657	1.00257	9492460	1.05407	9480869	65510.2772466539	9486657	789464.077321284	9492460	575494.986101492	9497437	35122	9503209	774219	9509012	987396	9497437	0.83632	9503209	1.0027	9509012	1.05417	9497437	41995.886741917	9503209	772134.237558592	9509012	936657.275392015	9513988	19993	9519776	789665	9525563	1299100	9513988	0.83736	9519776	1.00288	9525563	1.05426	9513988	23876.2300563676	9519776	787397.29578813	9525563	1232238.72668981
81	9600880	55422	9606668	791727	9612471	603838	9600880	0.83727	9606668	1.00301	9612471	1.05439	9600880	66193.7009566807	9606668	789351.053329478	9612471	572689.422320014	9617432	35623	9623220	777272	9629023	973909	9617432	0.83699	9623220	1.0032	9629023	1.05437	9617432	42560.8430208246	9623220	774792.663476874	9629023	923688.079137305	9633999	20153	9639771	787065	9645590	1291924	9633999	0.83642	9639771	1.00195	9645590	1.05373	9633999	24094.3545108917	9639771	785533.210240032	9645590	1226048.41847532
82	9720891	55398	9726679	790672	9732482	602228	9720891	0.83715	9726679	1.00388	9732482	1.05548	9720891	66174.5206952159	9726679	787616.049727059	9732482	570572.63046197	9737459	36165	9743246	777787	9749034	962263	9737459	0.83635	9743246	1.00252	9749034	1.05443	9737459	43241.4658934657	9743246	775831.903602921	9749034	912590.688808171	9754010	20346	9759798	788895	9765585	1289961	9754010	0.83637	9759798	1.00289	9765585	1.05526	9754010	24326.5540370888	9759798	786621.663392795	9765585	1222410.59075488
83	9840902	55395	9846690	789674	9852493	599074	9840902	0.83751	9846690	1.00239	9852493	1.05469	9840902	66142.4938209693	9846690	787791.179081994	9852493	568009.557310679	9857470	36406	9863257	775133	9869060	950231	9857470	0.83737	9863257	1.00267	9869060	1.05428	9857470	43476.5993527353	9863257	773068.906020924	9869060	901308.001669386	9874037	20579	9879809	787037	9885612	1282643	9874037	0.83683	9879809	1.00311	9885612	1.05458	9874037	24591.613589379	9879809	784596.903629712	9885612	1216259.55356635
84	9960913	55436	9966701	789121	9972520	597404	9960913	0.83713	9966701	1.00279	9972520	1.05454	9960913	66221.4948693751	9966701	786925.477916613	9972520	566506.723310638	9977527	36534	9983315	773399	9989118	937361	9977527	0.83677	9983315	1.00276	9989118	1.05432	9977527	43660.7430954743	9983315	771270.293988592	9989118	889066.886713711	9994095	20327	9999882	789008	10005685	1280286	9994095	0.83669	9999882	1.00334	10005685	1.05501	9994095	24294.5415864896	9999882	786381.485837303	10005685	1213529.72957602
85	10080924	55161	10086712	789048	10092515	592816	10080924	0.83683	10086712	1.00199	10092515	1.05538	10080924	65916.6138881254	10086712	787480.912983163	10092515	561708.578900491	10097492	37131	10103264	774345	10109067	923759	10097492	0.8369	10103264	1.00283	10109067	1.05426	10097492	44367.3079220934	10103264	772159.787800525	10109067	876215.544552577	10114043	20628	10119815	787973	10125618	1272467	10114043	0.8368	10119815	1.00323	10125618	1.05496	10114043	24651.051625239	10119815	785436.041585678	10125618	1206175.58959581
86	10200935	55607	10206723	788457	10212526	590354	10200935	0.83674	10206723	1.00288	10212526	1.05511	10200935	66456.7249085738	10206723	786192.764837269	10212526	559518.912720001	10217503	37369	10223290	774633	10229093	912515	10217503	0.83659	10223290	1.00316	10229093	1.05481	10217503	44668.2365316344	10223290	772192.870529128	10229093	865098.927768982	10234054	20583	10239842	786862	10245629	1268483	10234054	0.83716	10239842	1.00288	10245629	1.05475	10234054	24586.6978833198	10239842	784602.345245692	10245629	1202638.53993837
87	10320946	55953	10326734	789423	10332537	590310	10320946	0.83792	10326734	1.00274	10332537	1.05613	10320946	66776.0645407676	10326734	787265.891457407	10332537	558936.873301582	10337529	37643	10343301	773715	10349104	901472	10337529	0.83707	10343301	1.00287	10349104	1.05548	10337529	44969.954723022	10343301	771500.79272488	10349104	854087.239928753	10354096	20975	10359884	785805	10365687	1261958	10354096	0.8375	10359884	1.0032	10365687	1.05537	10354096	25044.776119403	10359884	783298.444976077	10365687	1195749.35804505
88	10440957	56232	10446745	790295	10452548	587902	10440957	0.83754	10446745	1.00403	10452548	1.0554	10440957	67139.4799054373	10446745	787122.894734221	10452548	557041.879855979	10457525	38335	10463297	774884	10469100	890140	10457525	0.83766	10463297	1.00442	10469100	1.05493	10457525	45764.3912804718	10463297	771474.084546305	10469100	843790.583261449	10474076	20846	10479848	787413	10485652	1255839	10474076	0.83739	10479848	1.00325	10485652	1.0551	10474076	24894.0159304506	10479848	784862.197856965	10485652	1190255.8999147
89	10560968	56280	10566756	789707	10572559	585641	10560968	0.83698	10566756	1.00271	10572559	1.05495	10560968	67241.7501015556	10566756	787572.678042505	10572559	555136.262382103	10577536	38820	10583323	772610	10589126	875611	10577536	0.83744	10583323	1.00262	10589126	1.05418	10577536	46355.5598012992	10583323	770591.051445214	10589126	830608.624713047	10594087	21074	10599875	784458	10605663	1245136	10594087	0.83712	10599875	1.00346	10605663	1.0553	10594087	25174.4074923547	10599875	781753.134155821	10605663	1179888.18345494
