HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/22/2025 12:06 PM
Export Time Stamp:	9/22/2025 5:28 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
40	4680429	59096	4686217	55314	4692035	1647582	4680429	0.83964	4686217	1.00849	4692035	1.05513	4680429	70382.5449001953	4686217	54848.33761366	4692035	1561496.68761195	4697012	41852	4702784	64533	4708587	1761406	4697012	0.83906	4702784	1.00719	4708587	1.05567	4697012	49879.6272018688	4702784	64072.3200190629	4708587	1668519.51841011	4713563	25247	4719367	59811	4725170	1788060	4713563	0.84031	4719367	1.00765	4725170	1.05597	4713563	30044.8643952827	4719367	59356.9195653253	4725170	1693286.7411006
41	4800440	55612	4806228	61889	4812031	1520220	4800440	0.84012	4806228	1.0083	4812031	1.05682	4800440	66195.3054325573	4806228	61379.5497371814	4812031	1438485.26712212	4817007	39014	4822795	72603	4828598	1639674	4817007	0.83986	4822795	1.00775	4828598	1.05659	4817007	46452.9802586145	4822795	72044.6539320268	4828598	1551854.55096111	4833574	23621	4839362	66538	4845165	1664944	4833574	0.84046	4839362	1.00742	4845165	1.05566	4833574	28104.8473455013	4839362	66047.924400945	4845165	1577159.31265748
42	4920451	52524	4926239	68743	4932042	1419389	4920451	0.84036	4926239	1.00804	4932042	1.05647	4920451	62501.7849493074	4926239	68194.7144954565	4932042	1343520.402851	4937018	36238	4942806	80891	4948609	1553344	4937018	0.84001	4942806	1.00785	4948609	1.0566	4937018	43139.9626194926	4942806	80260.9515304857	4948609	1470134.39333712	4953585	22470	4959373	73452	4965176	1574128	4953585	0.83984	4959373	1.00762	4965176	1.05592	4953585	26755.0962088017	4959373	72896.5284531867	4965176	1490764.45185241
43	5040462	49706	5046250	74987	5052053	1344628	5040462	0.84011	5046250	1.00808	5052053	1.05725	5040462	59166.0615871731	5046250	74385.9614316324	5052053	1271816.50508394	5057045	34153	5062817	88495	5068620	1493996	5057045	0.8405	5062817	1.00913	5068620	1.05767	5057045	40634.1463414634	5062817	87694.3505792118	5068620	1412535.10074031	5073596	21515	5079384	80182	5085187	1510230	5073596	0.84058	5079384	1.00875	5085187	1.05719	5073596	25595.4222084751	5079384	79486.4931846345	5085187	1428532.24112979
44	5160473	47604	5166261	81451	5172064	1294887	5160473	0.84006	5166261	1.00815	5172064	1.05803	5160473	56667.3809013642	5166261	80792.5407925408	5172064	1223866.05294746	5177040	32295	5182828	95578	5188615	1451530	5177040	0.84048	5182828	1.00851	5188615	1.05685	5177040	38424.4717304398	5182828	94771.4945811147	5188615	1373449.4015234	5193592	21058	5199379	85751	5205167	1466050	5193592	0.83976	5199379	1.00817	5205167	1.05637	5193592	25076.2122511194	5199379	85056.0917305613	5205167	1387818.66202183
45	5280484	45210	5286256	86469	5292075	1256946	5280484	0.84022	5286256	1.00833	5292075	1.05668	5280484	53807.3361738592	5286256	85754.6636517807	5292075	1189523.7914979	5297051	30540	5302839	101910	5308642	1430144	5297051	0.84026	5302839	1.00788	5308642	1.05711	5297051	36345.8929379002	5302839	101113.22776521	5308642	1352880.96792198	5313618	20325	5319406	90842	5325225	1440627	5313618	0.83988	5319406	1.00872	5325225	1.05661	5313618	24199.8856979569	5319406	90056.7055277976	5325225	1363442.51899944
46	5400495	46312	5406283	864052	5412086	1217696	5400495	0.8405	5406283	1.0086	5412086	1.05672	5400495	55100.5353955979	5406283	856684.513186595	5412086	1152335.52880612	5417062	35000	5422850	895876	5428637	1393009	5417062	0.84083	5422850	1.00886	5428637	1.05636	5417062	41625.5366720978	5422850	888008.246932181	5428637	1318687.7579613	5433629	22007	5439401	901260	5445205	1409296	5433629	0.84039	5439401	1.0081	5445205	1.05711	5433629	26186.651435643	5439401	894018.450550541	5445205	1333159.27386932
47	5520506	44706	5526294	873564	5532097	1203062	5520506	0.84046	5526294	1.00863	5532097	1.05768	5520506	53192.2994550603	5526294	866089.646351982	5532097	1137453.67218819	5537073	33201	5542861	908991	5548648	1382067	5537073	0.84022	5542861	1.00851	5548648	1.05667	5537073	39514.6509247578	5542861	901320.760329595	5548648	1307945.71625957	5553625	21776	5559428	911661	5565231	1405939	5553625	0.84028	5559428	1.0087	5565231	1.05702	5553625	25915.1711334317	5559428	903797.957767423	5565231	1330096.87612344
48	5640517	43729	5646305	877563	5652108	1194817	5640517	0.84111	5646305	1.00959	5652108	1.0583	5640517	51989.6327472031	5646305	869227.111995959	5652108	1128996.50382689	5657084	31813	5662872	914956	5668675	1380597	5657084	0.84116	5662872	1.00947	5668675	1.05798	5657084	37820.3908887726	5662872	906372.650995077	5668675	1304936.76629048	5673636	21713	5679423	917164	5685211	1416135	5673636	0.84091	5679423	1.00944	5685211	1.05748	5673636	25820.8369504465	5679423	908586.939293073	5685211	1339160.07867761
49	5760528	42880	5766316	881076	5772119	1195876	5760528	0.84125	5766316	1.00986	5772119	1.05867	5760528	50971.7682020802	5766316	872473.41215614	5772119	1129602.23676878	5777080	30578	5782867	916700	5788686	1388348	5777080	0.84109	5782867	1.00958	5788686	1.05803	5777080	36355.2057449262	5782867	908001.347094832	5788686	1312200.97728798	5793662	21361	5799450	919083	5805253	1433396	5793662	0.84177	5799450	1.00994	5805253	1.05821	5793662	25376.2904356297	5799450	910037.229934452	5805253	1354547.77407131
50	5880539	42414	5886327	881662	5892145	1198703	5880539	0.84079	5886327	1.00955	5892145	1.05837	5880539	50445.4144316655	5886327	873321.77702937	5892145	1132593.5164451	5897137	29862	5902925	918029	5908744	1399267	5897137	0.84068	5902925	1.00957	5908744	1.05653	5897137	35521.244706666	5902925	909326.743068831	5908744	1324398.73926912	5913720	21128	5919492	919591	5925296	1449618	5913720	0.84149	5919492	1.00915	5925296	1.05738	5913720	25107.8444188285	5919492	911253.0347322	5925296	1370952.73222493
51	6000550	41775	6006338	880282	6012141	1202007	6000550	0.84119	6006338	1.0093	6012141	1.05897	6000550	49661.7886565461	6006338	872170.811453482	6012141	1135071.81506558	6017133	29393	6022905	920782	6028708	1418731	6017133	0.84126	6022905	1.01014	6028708	1.05794	6017133	34939.2577799967	6022905	911538.994594809	6028708	1341031.6275025	6033684	21468	6039472	922197	6045275	1479837	6033684	0.84144	6039472	1.0095	6045275	1.05828	6033684	25513.4055904164	6039472	913518.573551263	6045275	1398341.64871301
52	6120561	41768	6126364	885301	6132167	1209143	6120561	0.841	6126364	1.00983	6132167	1.05818	6120561	49664.6848989298	6126364	876683.204103661	6132167	1142662.87399119	6137144	29071	6142931	920262	6148735	1438657	6137144	0.84049	6142931	1.00965	6148735	1.05706	6137144	34588.1569084701	6142931	911466.349725152	6148735	1360998.42960664	6153727	21065	6159514	922924	6165318	1508628	6153727	0.84139	6159514	1.00954	6165318	1.05676	6153727	25035.95241208	6159514	914202.508072984	6165318	1427597.56236042
53	6240572	41591	6246360	885825	6252163	1221087	6240572	0.8422	6246360	1.00875	6252163	1.05831	6240572	49383.7568273569	6246360	878141.263940521	6252163	1153808.43042209	6257155	28421	6262927	919303	6268777	1464248	6257155	0.84135	6262927	1.00932	6268777	1.05875	6257155	33780.234147501	6262927	910814.211548369	6268777	1382996.93034238	6273753	20836	6279525	925053	6285329	1544697	6273753	0.84159	6279525	1.00892	6285329	1.05777	6273753	24757.8987392911	6279525	916874.479641597	6285329	1460333.53186421
54	6360583	41572	6366371	886420	6372174	1225755	6360583	0.84119	6366371	1.00977	6372174	1.05854	6360583	49420.4638666651	6366371	877843.469304891	6372174	1157967.57798477	6377166	28190	6382938	920464	6388741	1491398	6377166	0.84064	6382938	1.00957	6388741	1.05877	6377166	33533.97411496	6382938	911738.661014095	6388741	1408613.7688072	6393702	21061	6399490	924807	6405293	1578501	6393702	0.84153	6399490	1.00928	6405293	1.05865	6393702	25027.0340926646	6399490	916303.7016487	6405293	1491050.86666982
55	6480594	41786	6486382	884805	6492185	1236121	6480594	0.84152	6486382	1.00968	6492185	1.0587	6480594	49655.3854929176	6486382	876322.201093416	6492185	1167583.82922452	6497161	28032	6502949	921627	6508752	1516752	6497161	0.84197	6502949	1.01	6508752	1.05764	6497161	33293.3477439814	6502949	912501.98019802	6508752	1434090.99504557	6513729	20886	6519516	922323	6525335	1612054	6513729	0.84198	6519516	1.01002	6525335	1.05873	6513729	24805.8148649612	6519516	913173.006475119	6525335	1522629.94342278
56	6600605	41452	6606393	886341	6612196	1242608	6600605	0.84112	6606393	1.00975	6612196	1.0582	6600605	49281.9098345064	6606393	877782.619460262	6612196	1174265.73426573	6617188	27910	6622976	921629	6628779	1540827	6617188	0.84133	6622976	1.00912	6628779	1.05782	6617188	33173.6655058063	6622976	913299.706675123	6628779	1456606.03883458	6633755	21331	6639543	926068	6645346	1646297	6633755	0.84141	6639543	1.01008	6645346	1.05778	6633755	25351.4933266778	6639543	916826.389988912	6645346	1556369.94460096
57	6720616	41867	6726404	886890	6732223	1251445	6720616	0.8418	6726404	1.0101	6732223	1.0587	6720616	49735.0914706581	6726404	878021.978021978	6732223	1182058.18456598	6737183	28094	6742971	922614	6748774	1566038	6737183	0.84164	6742971	1.00936	6748774	1.05842	6737183	33380.0674872867	6742971	914058.413251962	6748774	1479599.78080535	6753751	21357	6759538	924639	6765341	1681017	6753751	0.8422	6759538	1.01014	6765341	1.05856	6753751	25358.5846592258	6759538	915357.2772091	6765341	1588022.40779927
58	6840627	42472	6846415	887374	6852218	1258206	6840627	0.84152	6846415	1.00995	6852218	1.05917	6840627	50470.5770510505	6846415	878631.615426506	6852218	1187916.95384122	6857194	28456	6862998	925131	6868785	1590744	6857194	0.84198	6862998	1.00935	6868785	1.05839	6857194	33796.527233426	6862998	916561.153217417	6868785	1502984.72207787	6873762	21052	6879549	927789	6885368	1713795	6873762	0.84212	6879549	1.01039	6885368	1.05915	6873762	24998.8125207809	6879549	918248.399133008	6885368	1618085.25704574
59	6960638	42451	6966410	887306	6972213	1262853	6960638	0.8421	6966410	1.01064	6972213	1.05904	6960638	50410.8775679848	6966410	877964.458165123	6972213	1192450.71007705	6977190	28534	6982977	925223	6988781	1611700	6977190	0.84227	6982977	1.0108	6988781	1.05891	6977190	33877.4977145096	6982977	915337.356549268	6988781	1522036.81143818	6993757	21210	6999560	927243	7005363	1738843	6993757	0.84155	6999560	1.00998	7005363	1.05903	6993757	25203.4935535619	6999560	918080.556050615	7005363	1641920.43662597
60	7080649	42561	7086437	887374	7092240	1264830	7080649	0.84153	7086437	1.01108	7092240	1.05918	7080649	50575.7370503725	7086437	877649.641967006	7092240	1194159.63292358	7097232	28563	7103004	926015	7108807	1626093	7097232	0.84228	7103004	1.01094	7108807	1.05827	7097232	33911.5258583844	7103004	915994.025362534	7108807	1536557.77826075	7113784	21198	7119556	925664	7125359	1770850	7113784	0.84226	7119556	1.00996	7125359	1.05919	7113784	25168.0003799302	7119556	916535.308329043	7125359	1671890.78446738
61	7200660	43059	7206448	887827	7212251	1270663	7200660	0.84189	7206448	1.01117	7212251	1.05996	7200660	51145.6366033567	7206448	878019.521939931	7212251	1198783.9163742	7217243	28925	7223046	926673	7228865	1643847	7217243	0.84223	7223046	1.01114	7228865	1.05925	7217243	34343.3503912233	7223046	916463.595545622	7228865	1551897.0970026	7233841	21455	7239629	927716	7245432	1794890	7233841	0.84183	7239629	1.01035	7245432	1.05918	7233841	25486.1432830857	7239629	918212.500618598	7245432	1694603.37242017
62	7320671	43451	7326459	888827	7332262	1268601	7320671	0.84248	7326459	1.01067	7332262	1.05791	7320671	51575.111575349	7326459	879443.339566822	7332262	1199157.77334556	7337223	28799	7343010	925173	7348829	1654312	7337223	0.84172	7343010	1.0103	7348829	1.05985	7337223	34214.4656180203	7343010	915740.869048798	7348829	1560892.57913856	7353806	21297	7359578	927620	7365381	1818992	7353806	0.84195	7359578	1.01037	7365381	1.0587	7353806	25294.851238197	7359578	918099.310153706	7365381	1718137.33824502
63	7440682	44106	7446470	887789	7452289	1270818	7440682	0.84204	7446470	1.00984	7452289	1.05858	7440682	52379.9344449195	7446470	879138.279331379	7452289	1200493.11341609	7457265	29361	7463053	923951	7468856	1661165	7457265	0.841	7463053	1.0089	7468856	1.05813	7457265	34912.0095124851	7463053	915800.376647834	7468856	1569906.34421101	7473832	21144	7479620	926705	7485423	1835873	7473832	0.84173	7479620	1.00967	7485423	1.05784	7473832	25119.6939636225	7479620	917829.587885151	7485423	1735492.13491643
64	7560693	43906	7566481	888921	7572284	1265722	7560693	0.84198	7566481	1.01019	7572284	1.05906	7560693	52146.1317370959	7566481	879954.266029163	7572284	1195137.19713708	7577276	29256	7583048	925904	7588851	1667759	7577276	0.84198	7583048	1.01053	7588851	1.05891	7577276	34746.6685669493	7583048	916255.826150634	7588851	1574977.09909246	7593828	21380	7599615	927448	7605418	1858095	7593828	0.84225	7599615	1.01123	7605418	1.05955	7593828	25384.3870584743	7599615	917148.423207381	7605418	1753664.29144448
65	7680704	44417	7686492	886714	7692295	1262651	7680704	0.84117	7686492	1.01024	7692295	1.05874	7680704	52803.8327567555	7686492	877726.084890719	7692295	1192597.80493795	7697271	30033	7703059	927747	7708862	1670841	7697271	0.8419	7703059	1.01026	7708862	1.05812	7697271	35672.882765174	7703059	918324.985647259	7708862	1579065.70143273	7713823	21578	7719611	925453	7725414	1875441	7713823	0.84221	7719611	1.01117	7725414	1.05876	7713823	25620.6884268769	7719611	915229.882215651	7725414	1771356.11470022
66	7800715	44459	7806503	889331	7812306	1260214	7800715	0.84154	7806503	1.01058	7812306	1.0586	7800715	52830.5249898995	7806503	880020.384333749	7812306	1190453.42905725	7817282	30499	7823070	925458	7828873	1667681	7817282	0.84199	7823070	1.01015	7828873	1.05873	7817282	36222.5204574876	7823070	916158.986289165	7828873	1575171.19567784	7833850	21562	7839637	927599	7845456	1892267	7833850	0.84244	7839637	1.01053	7845456	1.05989	7833850	25594.7011063102	7839637	917933.16378534	7845456	1785342.81859438
67	7920726	45179	7926514	888276	7932317	1254816	7920726	0.8425	7926514	1.01066	7932317	1.05939	7920726	53624.9258160237	7926514	878906.852947579	7932317	1184470.30838501	7937293	30870	7943081	922808	7948884	1664216	7937293	0.84245	7943081	1.01064	7948884	1.0591	7937293	36643.124221022	7943081	913092.693738621	7948884	1571349.25880465	7953861	21645	7959633	927170	7965436	1902320	7953861	0.84258	7959633	1.01038	7965436	1.05952	7953861	25688.9553514206	7959633	917644.846493398	7965436	1795454.54545455
68	8040737	45360	8046525	888040	8052344	1246409	8040737	0.84265	8046525	1.01057	8052344	1.05994	8040737	53830.178603216	8046525	878751.595634147	8052344	1175924.10891183	8057320	31690	8063108	926701	8068911	1658582	8057320	0.84166	8063108	1.01114	8068911	1.05969	8057320	37651.7833804624	8063108	916491.287062128	8068911	1565157.73480924	8073887	21717	8079675	925628	8085478	1907132	8073887	0.84203	8079675	1.01065	8085478	1.05831	8073887	25791.2425923067	8079675	915873.942512245	8085478	1802054.2185182
69	8160748	45537	8166536	888126	8172339	1239075	8160748	0.84267	8166536	1.01123	8172339	1.06	8160748	54038.9476307451	8166536	878263.105327176	8172339	1168938.67924528	8177315	31984	8183103	925773	8188906	1652378	8177315	0.8422	8183103	1.01105	8188906	1.05954	8177315	37976.727618143	8183103	915655.012116117	8188906	1559523.94435321	8193883	21782	8199670	926975	8205474	1920282	8193883	0.84312	8199670	1.01095	8205474	1.06018	8193883	25834.9938324319	8199670	916934.566496859	8205474	1811279.21673678
70	8280759	45894	8286547	887084	8292366	1229962	8280759	0.84202	8286547	1.01086	8292366	1.05999	8280759	54504.643595164	8286547	877553.766100153	8292366	1160352.45615525	8297342	32373	8303114	925962	8308917	1638569	8297342	0.84196	8303114	1.01094	8308917	1.05821	8297342	38449.5700508338	8303114	915941.598907947	8308917	1548434.62072746	8313894	21567	8319681	924128	8325485	1925055	8313894	0.8418	8319681	1.01085	8325485	1.05868	8313894	25620.0997861725	8319681	914208.834149478	8325485	1818353.98798504
71	8400770	45718	8406558	887382	8412345	1221367	8400770	0.84144	8406558	1.00955	8412345	1.05792	8400770	54333.0481080053	8406558	878987.66777277	8412345	1154498.44978826	8417337	33171	8423109	924748	8428913	1622273	8417337	0.8417	8423109	1.00914	8428913	1.05859	8417337	39409.5283355115	8423109	916372.356660127	8428913	1532484.72024108	8433889	21849	8439677	926338	8445464	1933464	8433889	0.8415	8439677	1.0108	8445464	1.05922	8433889	25964.3493761141	8439677	916440.443213296	8445464	1825365.83523725
72	8520781	46546	8526569	886326	8532372	1210174	8520781	0.84257	8526569	1.0106	8532372	1.05822	8520781	55242.8878312781	8526569	877029.487433208	8532372	1143593.95966812	8537364	33807	8543152	925544	8548955	1611050	8537364	0.84265	8543152	1.01007	8548955	1.05948	8537364	40119.8599655848	8543152	916316.690922412	8548955	1520604.44746479	8553931	21930	8559719	924567	8565522	1930650	8553931	0.84278	8559719	1.01072	8565522	1.05921	8553931	26021.0256531954	8559719	914760.764603451	8565522	1822726.37154105
73	8640792	46658	8646580	885602	8652383	1199792	8640792	0.84235	8646580	1.01031	8652383	1.05898	8640792	55390.2772006886	8646580	876564.618780374	8652383	1132969.46117963	8657344	34729	8663132	925905	8668935	1595586	8657344	0.84326	8663132	1.01049	8668935	1.05926	8657344	41184.2136470365	8663132	916293.085532761	8668935	1506321.39418084	8673911	21887	8679699	924240	8685502	1936253	8673911	0.84188	8679699	1.01113	8685502	1.06007	8673911	25997.7669026465	8679699	914066.440517045	8685502	1826533.153471
74	8760803	46994	8766591	886755	8772394	1190515	8760803	0.84277	8766591	1.01106	8772394	1.05989	8760803	55761.3583777306	8766591	877054.774197377	8772394	1123243.92153903	8777371	35132	8783158	925171	8788961	1575021	8777371	0.84239	8783158	1.01129	8788961	1.05913	8777371	41705.1484466815	8783158	914842.428976851	8788961	1487089.40356708	8793938	21875	8799725	922770	8805544	1934470	8793938	0.84203	8799725	1.01139	8805544	1.0592	8793938	25978.8843627899	8799725	912378.014415804	8805544	1826350.0755287
75	8880814	46855	8886602	886705	8892405	1180463	8880814	0.84257	8886602	1.01097	8892405	1.0601	8880814	55609.6229393404	8886602	877083.395155148	8892405	1113539.28874634	8897382	35431	8903169	926970	8908972	1555996	8897382	0.84249	8903169	1.01116	8908972	1.05945	8897382	42055.0985768377	8903169	916739.190632541	8908972	1468682.8071169	8913964	22090	8919752	925092	8925555	1937897	8913964	0.84244	8919752	1.01058	8925555	1.05965	8913964	26221.4519728408	8919752	915406.994003444	8925555	1828808.56886708
76	9000825	47667	9006629	887932	9012416	1171901	9000825	0.84265	9006629	1.01147	9012416	1.06006	9000825	56567.9700943452	9006629	877862.912394831	9012416	1105504.40541101	9017393	36175	9023180	926250	9028983	1536674	9017393	0.84264	9023180	1.01103	9028983	1.05937	9017393	42930.5515997342	9023180	916144.921515682	9028983	1450554.57488885	9033960	22334	9039732	925929	9045535	1934382	9033960	0.84308	9039732	1.01161	9045535	1.05968	9033960	26490.9617118186	9039732	915302.339834521	9045535	1825439.75539786
77	9120836	47560	9126608	886238	9132427	1162388	9120836	0.84286	9126608	1.01207	9132427	1.05981	9120836	56426.9273663479	9126608	875668.67904394	9132427	1096789.04709335	9137404	36478	9143191	926862	9148994	1515866	9137404	0.84297	9143191	1.01127	9148994	1.05897	9137404	43273.1888442056	9143191	916532.676733217	9148994	1431453.20452893	9153986	21954	9159758	921774	9165577	1930409	9153986	0.8424	9159758	1.01092	9165577	1.06035	9153986	26061.2535612536	9159758	911816.958809797	9165577	1820539.44452304
78	9240847	47954	9246635	886761	9252438	1149522	9240847	0.84277	9246635	1.01171	9252438	1.05952	9240847	56900.459200019	9246635	876497.217582114	9252438	1084946.01328904	9257415	37389	9263202	926135	9269005	1492024	9257415	0.84255	9263202	1.01087	9269005	1.05958	9257415	44376.0014242478	9263202	916176.16508552	9269005	1408127.74873063	9273966	22138	9279754	921569	9285557	1931176	9273966	0.84229	9279754	1.01055	9285557	1.06011	9273966	26283.1091429318	9279754	911947.949136609	9285557	1821675.10918678
79	9360858	47899	9366646	886785	9372449	1137401	9360858	0.84352	9366646	1.01111	9372449	1.05966	9360858	56784.6642640364	9366646	877041.07367151	9372449	1073364.0979182	9377426	37787	9383213	926424	9389016	1471922	9377426	0.84242	9383213	1.01205	9389016	1.06064	9377426	44855.2978324351	9383213	915393.508225878	9389016	1387767.76286016	9393993	22329	9399765	923845	9405552	1924778	9393993	0.84337	9399765	1.01263	9405552	1.06004	9393993	26475.923971685	9399765	912322.368486021	9405552	1815759.78264971
80	9480869	48398	9486657	888360	9492476	1127619	9480869	0.84296	9486657	1.01172	9492476	1.05958	9480869	57414.3494353231	9486657	878069.030957182	9492476	1064213.1788067	9497452	38734	9503224	928102	9509027	1447821	9497452	0.84361	9503224	1.01242	9509027	1.06001	9497452	45914.5813823923	9503224	916716.38252899	9509027	1365855.98249073	9514004	22443	9519791	925690	9525610	1922672	9514004	0.84287	9519791	1.01202	9525610	1.05985	9514004	26626.8819628175	9519791	914695.361751744	9525610	1814098.22144643
81	9600880	48819	9606668	886429	9612487	1116509	9600880	0.84296	9606668	1.01198	9612487	1.05894	9600880	57913.7800132865	9606668	875935.295163936	9612487	1054364.74210059	9617463	39035	9623251	927162	9629038	1423822	9617463	0.84313	9623251	1.01192	9629038	1.05989	9617463	46297.7239571596	9623251	916240.414261997	9629038	1343367.70796969	9634015	22392	9639802	921588	9645590	1917409	9634015	0.84303	9639802	1.01162	9645590	1.05966	9634015	26561.3323369275	9639802	911002.154959372	9645590	1809456.80690033
82	9720891	49064	9726679	884519	9732482	1106645	9720891	0.84213	9726679	1.01091	9732482	1.06103	9720891	58261.7885599611	9726679	874973.044088989	9732482	1042991.2443569	9737459	39270	9743246	925590	9749049	1401477	9737459	0.84321	9743246	1.01141	9749049	1.05995	9737459	46572.0283203473	9743246	915148.159500104	9749049	1322210.48162649	9754026	22462	9759798	919469	9765601	1907931	9754026	0.84255	9759798	1.01206	9765601	1.06062	9754026	26659.5454275711	9759798	908512.341165544	9765601	1798882.72896985
83	9840902	49313	9846690	884270	9852493	1094394	9840902	0.84351	9846690	1.01243	9852493	1.06067	9840902	58461.6661331816	9846690	873413.470560928	9852493	1031794.99750158	9857485	39992	9863273	925775	9869060	1379632	9857485	0.84439	9863273	1.01286	9869060	1.06106	9857485	47362.0009711152	9863273	914020.693876745	9869060	1300239.38325825	9874037	22631	9879824	924229	9885628	1905887	9874037	0.84297	9879824	1.01207	9885628	1.05997	9874037	26846.7442494988	9879824	913206.596381673	9885628	1798057.49219318
84	9960913	49687	9966701	887541	9972504	1087870	9960913	0.84387	9966701	1.01266	9972504	1.06057	9960913	58879.9222629078	9966701	876445.203720893	9972504	1025740.87518976	9977481	40804	9983268	927204	9989071	1355911	9977481	0.84391	9983268	1.01311	9989071	1.06064	9977481	48351.1274898982	9983268	915205.653877664	9989071	1278389.46296576	9994048	22737	9999820	921250	10005623	1898138	9994048	0.84328	9999820	1.01202	10005623	1.0605	9994048	26962.574708282	9999820	910308.096677931	10005623	1789851.95662423
85	10080924	49446	10086712	886227	10092515	1076367	10080924	0.84453	10086712	1.01264	10092515	1.06128	10080924	58548.5417924763	10086712	875164.915468478	10092515	1014215.8525554	10097492	41421	10103279	926978	10109082	1334155	10097492	0.84425	10103279	1.01253	10109082	1.06168	10097492	49062.4814924489	10103279	915506.701036019	10109082	1256645.12847562	10114059	23290	10119831	923829	10125634	1889746	10114059	0.84375	10119831	1.01282	10125634	1.06054	10114059	27602.962962963	10119831	912135.423866037	10125634	1781871.49942482
86	10200935	49841	10206723	885231	10212526	1066404	10200935	0.84286	10206723	1.01235	10212526	1.06048	10200935	59133.1893790191	10206723	874431.767669284	10212526	1005586.14966807	10217518	41709	10223290	925715	10229109	1313820	10217518	0.84304	10223290	1.0121	10229109	1.06146	10217518	49474.5207819321	10223290	914647.762078846	10229109	1237748.00746142	10234085	23151	10239857	920094	10245661	1878794	10234085	0.84331	10239857	1.01303	10245661	1.06004	10234085	27452.5382125197	10239857	908259.380275017	10245661	1772380.28753632
87	10320946	50057	10326734	883593	10332537	1053792	10320946	0.84303	10326734	1.01172	10332537	1.06117	10320946	59377.4836008208	10326734	873357.2529949	10332537	993047.296851588	10337498	42749	10343286	927521	10349089	1287958	10337498	0.84332	10343286	1.01197	10349089	1.06028	10337498	50691.3152777119	10343286	916549.897724241	10349089	1214733.84389029	10354065	23011	10359853	920610	10365656	1874728	10354065	0.84341	10359853	1.01206	10365656	1.0609	10354065	27283.2904518562	10359853	909639.744679169	10365656	1767110.94353851
88	10440957	49845	10446745	883953	10452548	1049432	10440957	0.84428	10446745	1.0122	10452548	1.06137	10440957	59038.4706495475	10446745	873298.755186722	10452548	988752.273005644	10457525	43014	10463312	928649	10469115	1266505	10457525	0.84312	10463312	1.01194	10469115	1.0604	10457525	51017.6487332764	10463312	917691.76038105	10469115	1194365.33383629	10474107	23270	10479880	921445	10485683	1861869	10474107	0.84301	10479880	1.01219	10485683	1.0599	10474107	27603.4685235051	10479880	910347.859591578	10485683	1756645.90999151
89	10560968	49913	10566756	882478	10572559	1037949	10560968	0.84361	10566756	1.01178	10572559	1.06047	10560968	59165.9653157265	10566756	872203.44343632	10572559	978763.189906362	10577536	43442	10583323	924515	10589126	1243427	10577536	0.84286	10583323	1.01154	10589126	1.06068	10577536	51541.1812163349	10583323	913967.8114558	10589126	1172292.30305087	10594103	23242	10599891	921067	10605694	1856818	10594103	0.84351	10599891	1.012	10605694	1.06062	10594103	27553.9116311603	10599891	910145.256916996	10605694	1750691.10520262
90	10680979	50507	10686767	882530	10692570	1026914	10680979	0.84314	10686767	1.01218	10692570	1.06099	10680979	59903.4561282824	10686767	871910.134561047	10692570	967882.826416837	10697547	43669	10703334	924885	10709153	1224040	10697547	0.84356	10703334	1.01159	10709153	1.06119	10697547	51767.5091279814	10703334	914288.397473285	10709153	1153459.79513565	10714130	23691	10719933	918284	10725736	1843993	10714130	0.84381	10719933	1.01179	10725736	1.06071	10714130	28076.2256906176	10719933	907583.589480031	10725736	1738451.60317146
